* Generated by rew_pipeline.py (source UUID 3cad11fd-e3fa-4108-9c9c-d820def9f39f, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: R.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Trace Arithmetic A times B A = R.nofdw.120.green.multipos.fdw6 B = FRX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1467.956543 72.416 -78.8053
1468.139648 72.387 -80.0094
1468.322754 72.367 -81.6341
1468.505859 72.306 -83.6060
1468.688965 72.181 -85.5898
1468.872070 72.021 -87.2393
1469.055176 71.885 -88.4904
1469.238281 71.812 -89.6401
1469.421387 71.779 -91.0624
1469.604492 71.729 -92.8229
1469.787598 71.624 -94.6142
1469.970703 71.494 -96.0686
1470.153809 71.415 -97.1720
1470.336914 71.435 -98.3748
1470.520020 71.518 -100.1855
1470.703125 71.578 -102.6527
1470.886230 71.557 -105.3093
1471.069336 71.471 -107.5665
1471.252441 71.399 -109.2089
1471.435547 71.402 -110.6088
1471.618652 71.459 -112.3717
1471.801758 71.478 -114.7340
1471.984863 71.387 -117.3772
1472.167969 71.189 -119.7579
1472.351074 70.964 -121.5982
1472.534180 70.796 -123.1585
1472.717285 70.700 -124.9785
1472.900391 70.613 -127.2857
1473.083496 70.476 -129.7440
1473.266602 70.295 -131.7735
1473.449707 70.146 -133.0995
1473.632812 70.092 -134.0469
1473.815918 70.114 -135.2131
1473.999023 70.117 -136.8298
1474.182129 70.026 -138.5600
1474.365234 69.849 -139.8593
1474.548340 69.667 -140.4957
1474.731445 69.560 -140.7884
1474.914551 69.536 -141.2826
1475.097656 69.537 -142.1818
1475.280762 69.523 -143.2103
1475.463867 69.512 -143.9828
1475.646973 69.559 -144.4193
1475.830078 69.692 -144.7878
1476.013184 69.886 -145.3614
1476.196289 70.097 -146.1436
1476.379395 70.317 -146.9824
1476.562500 70.564 -147.8672
1476.745605 70.852 -149.0211
1476.928711 71.153 -150.6789
1477.111816 71.423 -152.8319
1477.294922 71.637 -155.2328
1477.478027 71.811 -157.6215
1477.661133 71.978 -159.9294
1477.844238 72.157 -162.2776
1478.027344 72.338 -164.7880
1478.210449 72.498 -167.4258
1478.393555 72.632 -170.0433
1478.576660 72.759 -172.5545
1478.759766 72.898 -175.0406
1478.942871 73.045 -177.6673
1479.125977 73.178 179.4937
1479.309082 73.273 176.5358
1479.492188 73.332 173.6129
1479.675293 73.372 170.7852
1479.858398 73.403 167.9815
1480.041504 73.417 165.1236
1480.224609 73.393 162.2696
1480.407715 73.328 159.6054
1480.590820 73.248 157.2721
1480.773926 73.190 155.1934
1480.957031 73.163 153.1043
1481.140137 73.139 150.7938
1481.323242 73.076 148.3085
1481.506348 72.958 145.9048
1481.689453 72.811 143.8110
1481.872559 72.675 142.0269
1482.055664 72.568 140.3590
1482.238770 72.473 138.6712
1482.421875 72.362 137.0643
1482.604980 72.239 135.7759
1482.788086 72.136 134.9102
1482.971191 72.086 134.2961
1483.154297 72.075 133.6615
1483.337402 72.066 132.9331
1483.520508 72.038 132.2898
1483.703613 72.013 131.9043
1483.886719 72.033 131.6712
1484.069824 72.107 131.2617
1484.252930 72.191 130.4874
1484.436035 72.240 129.5423
1484.619141 72.258 128.8346
1484.802246 72.307 128.5712
1484.985352 72.448 128.4866
1485.168457 72.679 128.0516
1485.351562 72.927 126.9803
1485.534668 73.121 125.4543
1485.717773 73.240 123.9009
1485.900879 73.319 122.6308
1486.083984 73.407 121.6381
1486.267090 73.527 120.6915
1486.450195 73.666 119.5971
1486.633301 73.802 118.3431
1486.816406 73.926 117.0200
1486.999512 74.047 115.6754
1487.182617 74.169 114.2837
1487.365723 74.291 112.8284
1487.548828 74.413 111.3536
1487.731934 74.546 109.8973
1487.915039 74.707 108.3932
1488.098145 74.891 106.6916
1488.281250 75.072 104.7123
1488.464355 75.217 102.5618
1488.647461 75.317 100.4747
1488.830566 75.394 98.6237
1489.013672 75.481 96.9648
1489.196777 75.590 95.2744
1489.379883 75.703 93.3583
1489.562988 75.789 91.2146
1489.746094 75.839 88.9947
1489.929199 75.868 86.8278
1490.112305 75.899 84.6965
1490.295410 75.939 82.4804
1490.478516 75.971 80.1086
1490.661621 75.978 77.6457
1490.844727 75.960 75.2193
1491.027832 75.930 72.8799
1491.210938 75.906 70.5463
1491.394043 75.882 68.0969
1491.577148 75.844 65.5079
1491.760254 75.782 62.8789
1491.943359 75.708 60.3250
1492.126465 75.637 57.8570
1492.309570 75.575 55.3816
1492.492676 75.504 52.8253
1492.675781 75.402 50.2350
1492.858887 75.261 47.7338
1493.041992 75.098 45.3760
1493.225098 74.931 43.0562
1493.408203 74.758 40.5866
1493.591309 74.559 37.8776
1493.774414 74.318 35.0272
1493.957520 74.041 32.2275
1494.140625 73.755 29.5873
1494.323730 73.480 27.0525
1494.506836 73.208 24.5159
1494.689941 72.913 21.9879
1494.873047 72.579 19.6111
1495.056152 72.219 17.4770
1495.239258 71.857 15.4365
1495.422363 71.490 13.1536
1495.605469 71.072 10.4098
1495.788574 70.557 7.3434
1495.971680 69.947 4.3615
1496.154785 69.311 1.7728
1496.337891 68.739 -0.5786
1496.520996 68.257 -3.2668
1496.704102 67.795 -6.7335
1496.887207 67.240 -10.8421
1497.070312 66.527 -14.9998
1497.253418 65.678 -18.6532
1497.436523 64.771 -21.8017
1497.619629 63.865 -25.1779
1497.802734 62.928 -29.8481
1497.985840 61.877 -36.6631
1498.168945 60.678 -46.1985
1498.352051 59.421 -59.0107
1498.535156 58.355 -75.4674
1498.718262 57.808 -94.7428
1498.901367 57.944 -114.2487
1499.084473 58.615 -131.2944
1499.267578 59.596 -144.8908
1499.450684 60.779 -155.6190
1499.633789 62.116 -164.7604
1499.816895 63.499 -173.3962
1500.000000 64.781 178.1919
1500.183105 65.856 170.4451
1500.366211 66.713 164.0216
1500.549316 67.442 159.2221
1500.732422 68.155 155.5959
1500.915527 68.885 152.1509
1501.098633 69.557 148.1558
1501.281738 70.080 143.6646
1501.464844 70.440 139.2869
1501.647949 70.725 135.5796
1501.831055 71.062 132.5191
1502.014160 71.504 129.5172
1502.197266 71.981 126.0861
1502.380371 72.380 122.3782
1502.563477 72.644 119.0095
1502.746582 72.816 116.4709
1502.929688 72.984 114.6364
1503.112793 73.188 112.8224
1503.295898 73.376 110.4482
1503.479004 73.474 107.5602
1503.662109 73.477 104.6660
1503.845215 73.461 102.1651
1504.028320 73.512 99.9376
1504.211426 73.632 97.5520
1504.394531 73.737 94.9026
1504.577637 73.751 92.4624
1504.760742 73.689 90.8441
1504.943848 73.645 90.0898
1505.126953 73.672 89.4480
1505.310059 73.691 88.1440
1505.493164 73.571 86.3194
1505.676270 73.282 85.0021
1505.859375 72.985 85.1325
1506.042480 72.930 86.2661
1506.225586 73.159 86.6308
1506.408691 73.419 85.2704
1506.591797 73.443 83.2169
1506.774902 73.205 82.5641
1506.958008 72.996 84.6671
1507.141113 73.205 88.0451
1507.324219 73.783 89.3385
1507.507324 74.279 87.4457
1507.690430 74.375 84.1339
1507.873535 74.095 82.1373
1508.056641 73.833 83.2753
1508.239746 74.098 86.0415
1508.422852 74.862 86.5010
1508.605957 75.587 83.3137
1508.789062 75.861 78.3282
1508.972168 75.598 74.4038
1509.155273 75.062 74.1564
1509.338379 74.855 77.9052
1509.521484 75.390 81.6600
1509.704590 76.310 81.4459
1509.887695 77.078 77.4615
1510.070801 77.477 71.8401
1510.253906 77.544 66.4936
1510.437012 77.434 62.4802
1510.620117 77.310 59.8538
1510.803223 77.241 58.0044
1510.986328 77.197 56.4327
1511.169434 77.144 55.1269
1511.352539 77.117 54.1829
1511.535645 77.181 53.3024
1511.718750 77.343 51.9039
1511.901855 77.525 49.7565
1512.084961 77.647 47.2867
1512.268066 77.696 45.2310
1512.451172 77.732 44.0272
1512.634277 77.817 43.4452
1512.817383 77.936 42.8311
1513.000488 77.997 41.7417
1513.183594 77.920 40.2360
1513.366699 77.698 38.6134
1513.549805 77.403 36.9846
1513.732910 77.133 35.0726
1513.916016 76.943 32.4490
1514.099121 76.836 28.9926
1514.282227 76.794 25.0708
1514.465332 76.807 21.2830
1514.648438 76.871 18.0632
1514.831543 76.967 15.4826
1515.014648 77.048 13.3559
1515.197754 77.061 11.4614
1515.380859 76.972 9.6391
1515.563965 76.780 7.7432
1515.747070 76.512 5.5898
1515.930176 76.207 2.9998
1516.113281 75.907 -0.1044
1516.296387 75.655 -3.6636
1516.479492 75.477 -7.5437
1516.662598 75.362 -11.6047
1516.845703 75.259 -15.6931
1517.028809 75.097 -19.5999
1517.211914 74.833 -23.1028
1517.395020 74.473 -26.1368
1517.578125 74.058 -28.9781
1517.761230 73.616 -32.2072
1517.944336 73.128 -36.3371
1518.127441 72.555 -41.4002
1518.310547 71.887 -46.8814
1518.493652 71.180 -52.0652
1518.676758 70.528 -56.6014
1518.859863 69.983 -60.8691
1519.042969 69.475 -65.6448
1519.226074 68.844 -71.3516
1519.409180 67.959 -77.7586
1519.592285 66.824 -84.2939
1519.775391 65.608 -90.6502
1519.958496 64.569 -97.3678
1520.141602 63.865 -105.6110
1520.324707 63.429 -115.8682
1520.507812 63.071 -127.2409
1520.690918 62.661 -138.1490
1520.874023 62.239 -147.4007
1521.057129 62.017 -155.0637
1521.240234 62.182 -162.6328
1521.423340 62.691 -171.5665
1521.606445 63.335 178.2968
1521.789551 63.934 168.3998
1521.972656 64.427 160.2189
1522.155762 64.870 154.3578
1522.338867 65.356 150.2326
1522.521973 65.884 146.6223
1522.705078 66.357 142.7647
1522.888184 66.695 138.8137
1523.071289 66.924 135.3708
1523.254395 67.157 132.7491
1523.437500 67.489 130.6056
1523.620605 67.902 128.3361
1523.803711 68.290 125.7787
1523.986816 68.570 123.3499
1524.169922 68.749 121.5886
1524.353027 68.905 120.6362
1524.536133 69.110 120.0974
1524.719238 69.370 119.4388
1524.902344 69.647 118.4804
1525.085449 69.927 117.4085
1525.268555 70.235 116.4068
1525.451660 70.593 115.4054
1525.634766 70.985 114.2173
1525.817871 71.361 112.8316
1526.000977 71.686 111.4668
1526.184082 71.976 110.3346
1526.367188 72.269 109.3872
1526.550293 72.587 108.3299
1526.733398 72.911 106.9000
1526.916504 73.201 105.1050
1527.099609 73.439 103.1777
1527.282715 73.637 101.3511
1527.465820 73.816 99.6905
1527.648926 73.983 98.1181
1527.832031 74.123 96.5621
1528.015137 74.223 95.0429
1528.198242 74.287 93.6145
1528.381348 74.331 92.2602
1528.564453 74.371 90.8892
1528.747559 74.410 89.4448
1528.930664 74.450 87.9829
1529.113770 74.505 86.6055
1529.296875 74.594 85.3171
1529.479980 74.719 83.9892
1529.663086 74.849 82.5082
1529.846191 74.938 80.9475
1530.029297 74.965 79.5579
1530.212402 74.950 78.5665
1530.395508 74.938 77.9548
1530.578613 74.958 77.4393
1530.761719 74.996 76.7164
1530.944824 75.013 75.7264
1531.127930 74.987 74.6630
1531.311035 74.929 73.7578
1531.494141 74.870 73.0798
1531.677246 74.828 72.5315
1531.860352 74.799 72.0175
1532.043457 74.776 71.5618
1532.226562 74.766 71.2316
1532.409668 74.793 70.9826
1532.592773 74.860 70.6522
1532.775879 74.946 70.1390
1532.958984 75.022 69.5420
1533.142090 75.086 69.0693
1533.325195 75.165 68.7955
1533.508301 75.279 68.5402
1533.691406 75.411 68.0346
1533.874512 75.519 67.2112
1534.057617 75.576 66.2775
1534.240723 75.604 65.4971
1534.423828 75.658 64.8948
1534.606934 75.769 64.1896
1534.790039 75.915 63.0715
1534.973145 76.037 61.5323
1535.156250 76.092 59.8889
1535.339355 76.087 58.5168
1535.522461 76.063 57.5489
1535.705566 76.056 56.7897
1535.888672 76.061 55.9251
1536.071777 76.045 54.8140
1536.254883 75.987 53.5589
1536.437988 75.897 52.3365
1536.621094 75.806 51.2082
1536.804199 75.731 50.1066
1536.987305 75.666 48.9854
1537.170410 75.593 47.9321
1537.353516 75.510 47.0958
1537.536621 75.428 46.5168
1537.719727 75.355 46.0669
1537.902832 75.271 45.5926
1538.085938 75.150 45.1020
1538.269043 74.989 44.7693
1538.452148 74.820 44.7377
1538.635254 74.690 44.9244
1538.818359 74.614 45.0684
1539.001465 74.561 45.0089
1539.184570 74.490 44.8744
1539.367676 74.390 44.9658
1539.550781 74.286 45.4627
1539.733887 74.211 46.2524
1539.916992 74.163 47.0635
1540.100098 74.113 47.7572
1540.283203 74.043 48.4322
1540.466309 73.974 49.2433
1540.649414 73.946 50.1680
1540.832520 73.982 51.0014
1541.015625 74.064 51.5944
1541.198730 74.162 52.0331
1541.381836 74.268 52.5416
1541.564941 74.402 53.2328
1541.748047 74.585 53.9843
1541.931152 74.810 54.5633
1542.114258 75.051 54.8317
1542.297363 75.293 54.7893
1542.480469 75.536 54.4530
1542.663574 75.785 53.7699
1542.846680 76.029 52.6866
1543.029785 76.245 51.2821
1543.212891 76.417 49.7875
1543.395996 76.558 48.4396
1543.579102 76.697 47.2880
1543.762207 76.852 46.1408
1543.945312 77.006 44.7305
1544.128418 77.120 42.9532
1544.311523 77.161 40.9493
1544.494629 77.137 38.9741
1544.677734 77.086 37.1847
1544.860840 77.053 35.5166
1545.043945 77.049 33.7624
1545.227051 77.047 31.7927
1545.410156 77.003 29.6996
1545.593262 76.895 27.7380
1545.776367 76.729 26.1361
1545.959473 76.537 24.9269
1546.142578 76.342 23.9267
1546.325684 76.143 22.8882
1546.508789 75.918 21.6984
1546.691895 75.652 20.4507
1546.875000 75.351 19.3571
1547.058105 75.043 18.5946
1547.241211 74.757 18.2106
1547.424316 74.504 18.1515
1547.607422 74.271 18.3713
1547.790527 74.045 18.8936
1547.973633 73.824 19.7530
1548.156738 73.623 20.8825
1548.339844 73.454 22.0780
1548.522949 73.315 23.1075
1548.706055 73.187 23.8678
1548.889160 73.064 24.4319
1549.072266 72.954 24.9498
1549.255371 72.875 25.5173
1549.438477 72.832 26.1512
1549.621582 72.808 26.8872
1549.804688 72.781 27.8624
1549.987793 72.750 29.2464
1550.170898 72.739 31.0536
1550.354004 72.772 33.0375
1550.537109 72.843 34.8406
1550.720215 72.918 36.2835
1550.903320 72.977 37.4717
1551.086426 73.044 38.6032
1551.269531 73.169 39.6861
1551.452637 73.379 40.4804
1551.635742 73.648 40.7611
1551.818848 73.915 40.5991
1552.001953 74.146 40.3311
1552.185059 74.353 40.2639
1552.368164 74.571 40.3948
1552.551270 74.820 40.4110
1552.734375 75.069 39.9898
1552.917480 75.271 39.0880
1553.100586 75.405 37.9354
1553.283691 75.493 36.7958
1553.466797 75.582 35.7356
1553.649902 75.698 34.6042
1553.833008 75.828 33.2413
1554.016113 75.933 31.6833
1554.199219 75.991 30.1528
1554.382324 76.010 28.8657
1554.565430 76.020 27.8504
1554.748535 76.039 26.9405
1554.931641 76.066 25.9417
1555.114746 76.084 24.7869
1555.297852 76.089 23.5244
1555.480957 76.089 22.1897
1555.664062 76.085 20.7419
1555.847168 76.057 19.1517
1556.030273 75.973 17.5385
1556.213379 75.815 16.1821
1556.396484 75.605 15.3572
1556.579590 75.395 15.0992
1556.762695 75.227 15.1189
1556.945801 75.097 15.0169
1557.128906 74.966 14.6222
1557.312012 74.802 14.1010
1557.495117 74.617 13.7536
1557.678223 74.452 13.7251
1557.861328 74.338 13.9053
1558.044434 74.263 14.1202
1558.227539 74.184 14.3941
1558.410645 74.079 14.9669
1558.593750 73.973 16.0413
1558.776855 73.912 17.5136
1558.959961 73.920 18.9813
1559.143066 73.972 20.0647
1559.326172 74.025 20.6914
1559.509277 74.063 21.0546
1559.692383 74.111 21.3563
1559.875488 74.203 21.6157
1560.058594 74.351 21.7066
1560.241699 74.533 21.5503
1560.424805 74.717 21.2304
1560.607910 74.885 20.9155
1560.791016 75.045 20.6946
1560.974121 75.207 20.4915
1561.157227 75.369 20.1345
1561.340332 75.514 19.5068
1561.523438 75.630 18.6293
1561.706543 75.717 17.6117
1561.889648 75.798 16.5356
1562.072754 75.892 15.3813
1562.255859 75.999 14.0680
1562.438965 76.097 12.5716
1562.622070 76.156 11.0025
1562.805176 76.163 9.5649
1562.988281 76.130 8.4179
1563.171387 76.087 7.5356
1563.354492 76.053 6.6862
1563.537598 76.021 5.5847
1563.720703 75.958 4.1043
1563.903809 75.840 2.3593
1564.086914 75.669 0.5994
1564.270020 75.479 -0.9864
1564.453125 75.305 -2.4032
1564.636230 75.154 -3.7937
1564.819336 74.999 -5.2310
1565.002441 74.801 -6.5661
1565.185547 74.548 -7.4900
1565.368652 74.269 -7.7651
1565.551758 74.015 -7.4414
1565.734863 73.809 -6.8399
1565.917969 73.631 -6.2691
1566.101074 73.440 -5.7577
1566.284180 73.222 -5.0875
1566.467285 73.005 -4.0586
1566.650391 72.834 -2.7118
1566.833496 72.728 -1.2831
1567.016602 72.670 0.0518
1567.199707 72.638 1.3283
1567.382812 72.635 2.6741
1567.565918 72.686 4.0936
1567.749023 72.804 5.4193
1567.932129 72.975 6.4752
1568.115234 73.171 7.2384
1568.298340 73.379 7.8116
1568.481445 73.606 8.2732
1568.664551 73.861 8.5847
1568.847656 74.145 8.6320
1569.030762 74.444 8.3184
1569.213867 74.741 7.5995
1569.396973 75.021 6.4608
1569.580078 75.266 4.9129
1569.763184 75.459 3.0320
1569.946289 75.588 0.9869
1570.129395 75.659 -1.0053
1570.312500 75.700 -2.7913
1570.495605 75.747 -4.3793
1570.678711 75.817 -5.9311
1570.861816 75.905 -7.6363
1571.044922 75.985 -9.5850
1571.228027 76.033 -11.7452
1571.411133 76.033 -14.0232
1571.594238 75.978 -16.3116
1571.777344 75.868 -18.4807
1571.960449 75.711 -20.3659
1572.143555 75.540 -21.8350
1572.326660 75.400 -22.9329
1572.509766 75.324 -23.9552
1572.692871 75.295 -25.2799
1572.875977 75.256 -27.0541
1573.059082 75.152 -29.0504
1573.242188 74.980 -30.8381
1573.425293 74.791 -32.1359
1573.608398 74.647 -33.0810
1573.791504 74.562 -34.1182
1573.974609 74.478 -35.5402
1574.157715 74.328 -37.1709
1574.340820 74.100 -38.5227
1574.523926 73.858 -39.2648
1574.707031 73.692 -39.6214
1574.890137 73.624 -40.2564
1575.073242 73.587 -41.6533
1575.256348 73.493 -43.6958
1575.439453 73.310 -45.8592
1575.622559 73.086 -47.7030
1575.805664 72.891 -49.2299
1575.988770 72.747 -50.8045
1576.171875 72.611 -52.6911
1576.354980 72.422 -54.7422
1576.538086 72.171 -56.5710
1576.721191 71.909 -57.9906
1576.904297 71.691 -59.2835
1577.087402 71.510 -60.9712
1577.270508 71.298 -63.2937
1577.453613 70.992 -65.9935
1577.636719 70.591 -68.5769
1577.819824 70.151 -70.7470
1578.002930 69.727 -72.6318
1578.186035 69.314 -74.5635
1578.369141 68.853 -76.6251
1578.552246 68.299 -78.5010
1578.735352 67.678 -79.8060
1578.918457 67.064 -80.5701
1579.101562 66.497 -81.3382
1579.284668 65.926 -82.6196
1579.467773 65.269 -84.2915
1579.650879 64.520 -85.6902
1579.833984 63.789 -86.3508
1580.017090 63.209 -86.7623
1580.200195 62.761 -88.1156
1580.383301 62.241 -91.0523
1580.566406 61.415 -95.0410
1580.749512 60.148 -98.7973
1580.932617 58.445 -100.9464
1581.115723 56.427 -100.7262
1581.298828 54.195 -98.5828
1581.481934 51.578 -95.5047
1581.665039 47.987 -90.5277
1581.848145 42.290 -74.8379
1582.031250 37.514 -5.2280
1582.214355 44.018 42.5686
1582.397461 48.949 53.9972
1582.580566 52.555 56.6026
1582.763672 55.335 54.6717
1582.946777 57.409 50.3407
1583.129883 58.873 45.4410
1583.312988 59.887 41.3880
1583.496094 60.674 38.8767
1583.679199 61.455 37.5791
1583.862305 62.335 36.3858
1584.045410 63.265 34.3325
1584.228516 64.137 31.2110
1584.411621 64.883 27.3571
1584.594727 65.495 23.1984
1584.777832 65.997 19.0114
1584.960938 66.419 14.8917
1585.144043 66.786 10.8095
1585.327148 67.114 6.6619
1585.510254 67.407 2.3220
1585.693359 67.656 -2.2850
1585.876465 67.849 -7.1100
1586.059570 67.990 -11.9921
1586.242676 68.102 -16.7914
1586.425781 68.219 -21.5545
1586.608887 68.351 -26.5322
1586.791992 68.463 -31.9662
1586.975098 68.494 -37.8213
1587.158203 68.411 -43.7291
1587.341309 68.248 -49.2140
1587.524414 68.101 -54.0992
1587.707520 68.068 -58.8092
1587.890625 68.154 -64.1289
1588.073730 68.258 -70.5046
1588.256836 68.260 -77.6565
1588.439941 68.110 -84.8109
1588.623047 67.862 -91.2365
1588.806152 67.650 -96.8115
1588.989258 67.579 -102.2512
1589.172363 67.627 -108.5267
1589.355469 67.678 -115.9451
1589.538574 67.642 -123.9165
1589.721680 67.534 -131.4437
1589.904785 67.478 -137.8577
1590.087891 67.615 -143.4131
1590.270996 67.965 -149.1057
1590.454102 68.391 -155.6613
1590.637207 68.730 -162.9137
1590.820312 68.907 -170.1030
1591.003418 68.966 -176.5002
1591.186523 69.026 178.0731
1591.369629 69.177 173.1158
1591.552734 69.403 167.9572
1591.735840 69.615 162.4454
1591.918945 69.751 157.0464
1592.102051 69.841 152.3620
1592.285156 69.977 148.5345
1592.468262 70.229 145.0389
1592.651367 70.558 141.1731
1592.834473 70.859 136.7457
1593.017578 71.051 132.1837
1593.200684 71.139 128.0962
1593.383789 71.199 124.7526
1593.566895 71.302 121.8522
1593.750000 71.442 118.8320
1593.933105 71.548 115.4387
1594.116211 71.558 111.9317
1594.299316 71.484 108.7821
1594.482422 71.400 106.2028
1594.665527 71.381 103.9104
1594.848633 71.431 101.3939
1595.031738 71.487 98.4510
1595.214844 71.489 95.3855
1595.397949 71.436 92.7179
1595.581055 71.381 90.7362
1595.764160 71.381 89.2636
1595.947266 71.432 87.8712
1596.130371 71.480 86.3236
1596.313477 71.478 84.7502
1596.496582 71.432 83.4056
1596.679688 71.391 82.3199
1596.862793 71.396 81.2002
1597.045898 71.433 79.7012
1597.229004 71.456 77.7718
1597.412109 71.433 75.7045
1597.595215 71.375 73.8889
1597.778320 71.319 72.5226
1597.961426 71.297 71.5139
1598.144531 71.300 70.6447
1598.327637 71.293 69.8052
1598.510742 71.248 69.0502
1598.693848 71.167 68.4517
1598.876953 71.069 67.9393
1599.060059 70.966 67.3047
1599.243164 70.849 66.3746
1599.426270 70.696 65.1819
1599.609375 70.503 63.9784
1599.792480 70.294 63.0931
1599.975586 70.115 62.7425
1600.158691 70.009 62.9178
1600.341797 69.985 63.4345
1600.524902 70.020 64.0990
1600.708008 70.077 64.8273
1600.891113 70.130 65.6162
1601.074219 70.175 66.4265
1601.257324 70.217 67.1159
1601.440430 70.254 67.5008
1601.623535 70.276 67.4938
1601.806641 70.278 67.1845
1601.989746 70.279 66.7818
1602.172852 70.317 66.4579
1602.355957 70.428 66.2293
1602.539062 70.619 65.9821
1602.722168 70.859 65.6181
1602.905273 71.104 65.1511
1603.088379 71.322 64.6627
1603.271484 71.498 64.1928
1603.454590 71.626 63.6975
1603.637695 71.701 63.1078
1603.820801 71.726 62.4088
1604.003906 71.717 61.6323
1604.187012 71.704 60.7730
1604.370117 71.712 59.7385
1604.553223 71.741 58.4333
1604.736328 71.766 56.9075
1604.919434 71.766 55.3925
1605.102539 71.742 54.1498
1605.285645 71.719 53.2499
1605.468750 71.712 52.4957
