* Generated by rew_pipeline.py (source UUID 3cad11fd-e3fa-4108-9c9c-d820def9f39f, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: R.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Trace Arithmetic A times B A = R.nofdw.120.green.multipos.fdw6 B = FRX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
12827.087402 64.673 97.0676
12827.270508 64.657 98.0965
12827.453613 64.638 99.9809
12827.636719 64.741 102.2820
12827.819824 64.972 104.1106
12828.002930 65.228 105.1032
12828.186035 65.436 105.6527
12828.369141 65.623 106.2374
12828.552246 65.856 106.7470
12828.735352 66.126 106.6077
12828.918457 66.318 105.6004
12829.101562 66.325 104.3524
12829.284668 66.160 103.9974
12829.467773 66.004 105.2359
12829.650879 66.075 107.3340
12829.833984 66.384 108.5335
12830.017090 66.698 107.9794
12830.200195 66.803 106.4710
12830.383301 66.668 105.5635
12830.566406 66.470 106.3160
12830.749512 66.447 108.2316
12830.932617 66.634 109.6144
12831.115723 66.818 109.5631
12831.298828 66.793 108.8603
12831.481934 66.563 109.0366
12831.665039 66.344 110.9182
12831.848145 66.369 113.5489
12832.031250 66.604 115.0923
12832.214355 66.794 115.0495
12832.397461 66.767 114.6122
12832.580566 66.585 115.3583
12832.763672 66.498 117.7468
12832.946777 66.686 120.4343
12833.129883 67.036 121.7941
12833.312988 67.297 121.7989
12833.496094 67.358 121.7079
12833.679199 67.322 122.6712
12833.862305 67.391 124.5939
12834.045410 67.638 126.2047
12834.228516 67.925 126.5676
12834.411621 68.087 126.0313
12834.594727 68.095 125.6317
12834.777832 68.069 126.0294
12834.960938 68.151 126.8963
12835.144043 68.357 127.3687
12835.327148 68.584 127.1313
12835.510254 68.756 126.7020
12835.693359 68.908 126.7212
12835.876465 69.136 127.1613
12836.059570 69.459 127.3220
12836.242676 69.770 126.6872
12836.425781 69.942 125.5432
12836.608887 69.939 124.7059
12836.791992 69.857 124.7755
12836.975098 69.844 125.4863
12837.158203 69.950 125.8280
12837.341309 70.084 125.0562
12837.524414 70.122 123.3770
12837.707520 70.029 121.6319
12837.890625 69.886 120.5582
12838.073730 69.815 120.2094
12838.256836 69.864 120.0014
12838.439941 69.963 119.4376
12838.623047 70.005 118.6541
12838.806152 69.950 118.2006
12838.989258 69.847 118.4445
12839.172363 69.768 119.1775
12839.355469 69.727 119.8158
12839.538574 69.665 120.0092
12839.721680 69.526 119.9407
12839.904785 69.320 120.0559
12840.087891 69.118 120.5896
12840.270996 68.986 121.3515
12840.454102 68.929 121.9861
12840.637207 68.897 122.3938
12840.820312 68.851 122.8017
12841.003418 68.790 123.4809
12841.186523 68.730 124.4973
12841.369629 68.673 125.7553
12841.552734 68.603 127.2253
12841.735840 68.518 129.0224
12841.918945 68.449 131.2185
12842.102051 68.441 133.6361
12842.285156 68.501 135.9299
12842.468262 68.602 137.8955
12842.651367 68.717 139.5987
12842.834473 68.849 141.1841
12843.017578 69.018 142.6413
12843.200684 69.222 143.8332
12843.383789 69.432 144.7355
12843.566895 69.626 145.5524
12843.750000 69.820 146.5398
12843.933105 70.062 147.7204
12844.116211 70.376 148.8126
12844.299316 70.739 149.4906
12844.482422 71.099 149.6798
12844.665527 71.420 149.5631
12844.848633 71.699 149.3585
12845.031738 71.955 149.1379
12845.214844 72.195 148.8447
12845.397949 72.412 148.4469
12845.581055 72.600 148.0207
12845.764160 72.770 147.6676
12845.947266 72.943 147.3767
12846.130371 73.129 147.0142
12846.313477 73.311 146.4786
12846.496582 73.465 145.8431
12846.679688 73.589 145.3063
12846.862793 73.711 144.9884
12847.045898 73.862 144.7783
12847.229004 74.044 144.4188
12847.412109 74.222 143.7699
12847.595215 74.357 142.9592
12847.778320 74.446 142.2662
12847.961426 74.521 141.8595
12848.144531 74.622 141.6346
12848.327637 74.750 141.3241
12848.510742 74.875 140.7806
12848.693848 74.962 140.1199
12848.876953 75.017 139.5813
12849.060059 75.077 139.2629
12849.243164 75.178 138.9938
12849.426270 75.314 138.4949
12849.609375 75.447 137.6696
12849.792480 75.542 136.7100
12849.975586 75.599 135.9308
12850.158691 75.653 135.5089
12850.341797 75.740 135.3527
12850.524902 75.863 135.2161
12850.708008 75.998 134.9327
12850.891113 76.115 134.5166
12851.074219 76.210 134.0594
12851.257324 76.291 133.5829
12851.440430 76.366 133.0181
12851.623535 76.426 132.3203
12851.806641 76.462 131.5718
12851.989746 76.481 130.9393
12852.172852 76.508 130.5192
12852.355957 76.569 130.2294
12852.539062 76.662 129.8803
12852.722168 76.760 129.3672
12852.905273 76.831 128.7747
12853.088379 76.874 128.2842
12853.271484 76.913 127.9781
12853.454590 76.976 127.7293
12853.637695 77.066 127.2980
12853.820801 77.155 126.5528
12854.003906 77.210 125.5947
12854.187012 77.227 124.6757
12854.370117 77.227 124.0017
12854.553223 77.246 123.5818
12854.736328 77.298 123.2445
12854.919434 77.368 122.8077
12855.102539 77.426 122.2353
12855.285645 77.452 121.6432
12855.468750 77.451 121.1739
12855.651855 77.450 120.8607
12855.834961 77.470 120.5890
12856.018066 77.516 120.1846
12856.201172 77.570 119.5515
12856.384277 77.613 118.7418
12856.567383 77.636 117.9115
12856.750488 77.649 117.2087
12856.933594 77.671 116.6753
12857.116699 77.712 116.2298
12857.299805 77.763 115.7509
12857.482910 77.803 115.1937
12857.666016 77.811 114.6400
12857.849121 77.788 114.2362
12858.032227 77.757 114.0648
12858.215332 77.747 114.0495
12858.398438 77.770 113.9897
12858.581543 77.815 113.7150
12858.764648 77.857 113.2174
12858.947754 77.882 112.6349
12859.130859 77.901 112.1116
12859.313965 77.934 111.6636
12859.497070 77.987 111.1775
12859.680176 78.043 110.5466
12859.863281 78.071 109.8062
12860.046387 78.055 109.1313
12860.229492 78.007 108.7006
12860.412598 77.957 108.5422
12860.595703 77.931 108.4992
12860.778809 77.929 108.3563
12860.961914 77.930 108.0071
12861.145020 77.920 107.4993
12861.328125 77.900 106.9411
12861.511230 77.881 106.3866
12861.694336 77.870 105.8198
12861.877441 77.860 105.2363
12862.060547 77.839 104.7152
12862.243652 77.810 104.3832
12862.426758 77.790 104.2936
12862.609863 77.799 104.3410
12862.792969 77.838 104.3164
12862.976074 77.884 104.0691
12863.159180 77.910 103.6177
12863.342285 77.907 103.1145
12863.525391 77.890 102.7107
12863.708496 77.885 102.4426
12863.891602 77.910 102.2241
12864.074707 77.960 101.9409
12864.257812 78.018 101.5528
12864.440918 78.063 101.1175
12864.624023 78.088 100.7366
12864.807129 78.098 100.4821
12864.990234 78.104 100.3493
12865.173340 78.118 100.2523
12865.356445 78.143 100.0655
12865.539551 78.168 99.6945
12865.722656 78.177 99.1439
12865.905762 78.162 98.5315
12866.088867 78.131 98.0239
12866.271973 78.107 97.7187
12866.455078 78.117 97.5541
12866.638184 78.168 97.3388
12866.821289 78.237 96.9034
12867.004395 78.289 96.2374
12867.187500 78.302 95.4902
12867.370605 78.281 94.8443
12867.553711 78.249 94.3763
12867.736816 78.229 94.0143
12867.919922 78.224 93.6260
12868.103027 78.223 93.1450
12868.286133 78.212 92.6090
12868.469238 78.189 92.0918
12868.652344 78.159 91.6177
12868.835449 78.124 91.1536
12869.018555 78.079 90.6728
12869.201660 78.019 90.2050
12869.384766 77.950 89.8052
12869.567871 77.885 89.4801
12869.750977 77.834 89.1649
12869.934082 77.795 88.7954
12870.117188 77.752 88.3994
12870.300293 77.703 88.0951
12870.483398 77.657 87.9809
12870.666504 77.632 88.0245
12870.849609 77.630 88.0767
12871.032715 77.631 88.0142
12871.215820 77.610 87.8592
12871.398926 77.557 87.7509
12871.582031 77.490 87.8009
12871.765137 77.434 87.9794
12871.948242 77.401 88.1533
12872.131348 77.378 88.2386
12872.314453 77.351 88.2981
12872.497559 77.322 88.4736
12872.680664 77.313 88.8281
12872.863770 77.340 89.2621
12873.046875 77.400 89.5974
12873.229980 77.471 89.7358
12873.413086 77.533 89.7182
12873.596191 77.583 89.6402
12873.779297 77.633 89.5376
12873.962402 77.693 89.3629
12874.145508 77.758 89.0659
12874.328613 77.818 88.6754
12874.511719 77.871 88.2878
12874.694824 77.924 87.9818
12874.877930 77.986 87.7544
12875.061035 78.059 87.5400
12875.244141 78.136 87.2808
12875.427246 78.207 86.9640
12875.610352 78.268 86.5985
12875.793457 78.319 86.1792
12875.976562 78.361 85.6944
12876.159668 78.391 85.1633
12876.342773 78.414 84.6417
12876.525879 78.443 84.1677
12876.708984 78.492 83.7005
12876.892090 78.561 83.1361
12877.075195 78.633 82.4069
12877.258301 78.685 81.5660
12877.441406 78.708 80.7621
12877.624512 78.714 80.1167
12877.807617 78.724 79.6125
12877.990723 78.751 79.1010
12878.173828 78.785 78.4339
12878.356934 78.804 77.5904
12878.540039 78.798 76.6800
12878.723145 78.777 75.8299
12878.906250 78.764 75.0735
12879.089355 78.772 74.3351
12879.272461 78.799 73.5175
12879.455566 78.829 72.5962
12879.638672 78.846 71.6333
12879.821777 78.845 70.7191
12880.004883 78.830 69.9115
12880.187988 78.809 69.2161
12880.371094 78.787 68.5956
12880.554199 78.773 67.9793
12880.737305 78.765 67.2756
12880.920410 78.758 66.4091
12881.103516 78.739 65.3784
12881.286621 78.701 64.2745
12881.469727 78.648 63.2233
12881.652832 78.598 62.2795
12881.835938 78.565 61.3733
12882.019043 78.539 60.3823
12882.202148 78.496 59.2725
12882.385254 78.415 58.1575
12882.568359 78.305 57.1978
12882.751465 78.195 56.4218
12882.934570 78.111 55.6465
12883.117676 78.047 54.6209
12883.300781 77.964 53.2806
12883.483887 77.833 51.8499
12883.666992 77.659 50.6865
12883.850098 77.491 49.9909
12884.033203 77.375 49.6142
12884.216309 77.312 49.1773
12884.399414 77.253 48.4203
12884.582520 77.136 47.4134
12884.765625 76.939 46.4455
12884.948730 76.690 45.7486
12885.131836 76.434 45.3043
12885.314941 76.203 44.8919
12885.498047 75.991 44.3249
12885.681152 75.785 43.6167
12885.864258 75.580 42.9137
12886.047363 75.390 42.3168
12886.230469 75.217 41.8135
12886.413574 75.040 41.3885
12886.596680 74.834 41.1465
12886.779785 74.599 41.2569
12886.962891 74.364 41.7430
12887.145996 74.157 42.3478
12887.329102 73.969 42.6964
12887.512207 73.750 42.6388
12887.695312 73.464 42.4059
12887.878418 73.123 42.4273
12888.061523 72.793 42.9817
12888.244629 72.541 43.9708
12888.427734 72.384 45.0562
12888.610840 72.282 46.0330
12888.793945 72.189 46.9985
12888.977051 72.091 48.1603
12889.160156 72.006 49.5663
12889.343262 71.944 51.0542
12889.526367 71.894 52.4392
12889.709473 71.839 53.6788
12889.892578 71.777 54.8304
12890.075684 71.724 55.9059
12890.258789 71.690 56.8412
12890.441895 71.667 57.6135
12890.625000 71.646 58.3274
12890.808105 71.633 59.1313
12890.991211 71.650 60.0531
12891.174316 71.703 60.9634
12891.357422 71.779 61.7223
12891.540527 71.854 62.3238
12891.723633 71.922 62.8523
12891.906738 71.999 63.3192
12892.089844 72.093 63.6063
12892.272949 72.190 63.6092
12892.456055 72.262 63.4070
12892.639160 72.308 63.2287
12892.822266 72.356 63.2250
12893.005371 72.435 63.2874
12893.188477 72.541 63.1522
12893.371582 72.627 62.7119
12893.554688 72.656 62.1740
12893.737793 72.638 61.8768
12893.920898 72.630 61.9270
12894.104004 72.682 62.0143
12894.287109 72.779 61.6702
12894.470215 72.850 60.7406
12894.653320 72.835 59.5445
12894.836426 72.734 58.6048
12895.019531 72.610 58.2270
12895.202637 72.532 58.2521
12895.385742 72.516 58.2303
12895.568848 72.520 57.8608
12895.751953 72.495 57.2013
12895.935059 72.428 56.4741
12896.118164 72.340 55.7784
12896.301270 72.240 55.0360
12896.484375 72.109 54.2063
12896.667480 71.925 53.4792
12896.850586 71.704 53.1779
12897.033691 71.509 53.4170
12897.216797 71.391 53.8707
12897.399902 71.338 54.0101
12897.583008 71.271 53.6237
12897.766113 71.124 53.0133
12897.949219 70.902 52.6890
12898.132324 70.673 52.8881
12898.315430 70.502 53.3468
12898.498535 70.379 53.6072
12898.681641 70.237 53.5592
12898.864746 70.031 53.5776
12899.047852 69.786 54.1370
12899.230957 69.582 55.3063
12899.414062 69.465 56.6300
12899.597168 69.395 57.5988
12899.780273 69.288 58.1745
12899.963379 69.102 58.7680
12900.146484 68.868 59.8084
12900.329590 68.655 61.3679
12900.512695 68.509 63.1682
12900.695801 68.428 64.9224
12900.878906 68.391 66.5650
12901.062012 68.397 68.1244
12901.245117 68.449 69.5258
12901.428223 68.524 70.6540
12901.611328 68.584 71.5788
12901.794434 68.611 72.5849
12901.977539 68.637 73.9108
12902.160645 68.711 75.4612
12902.343750 68.847 76.8610
12902.526855 69.004 77.8441
12902.709961 69.132 78.5131
12902.893066 69.229 79.1723
12903.076172 69.333 79.9638
12903.259277 69.480 80.7092
12903.442383 69.659 81.1368
12903.625488 69.827 81.2165
12903.808594 69.962 81.1864
12903.991699 70.086 81.2623
12904.174805 70.239 81.3686
12904.357910 70.421 81.2055
12904.541016 70.587 80.6041
12904.724121 70.687 79.7572
12904.907227 70.717 79.0821
12905.090332 70.730 78.8531
12905.273438 70.793 78.9194
12905.456543 70.925 78.8044
12905.639648 71.073 78.1452
12905.822754 71.165 76.9982
12906.005859 71.168 75.7392
12906.188965 71.105 74.7409
12906.372070 71.032 74.1017
12906.555176 70.994 73.6034
12906.738281 70.993 72.9275
12906.921387 70.997 71.9254
12907.104492 70.972 70.6943
12907.287598 70.911 69.4507
12907.470703 70.828 68.3546
12907.653809 70.741 67.4109
12907.836914 70.655 66.4975
12908.020020 70.546 65.4916
12908.203125 70.378 64.4073
12908.386230 70.122 63.4521
12908.569336 69.784 62.9533
12908.752441 69.420 63.1514
12908.935547 69.109 63.9438
12909.118652 68.899 64.8266
12909.301758 68.762 65.2445
12909.484863 68.612 65.0628
12909.667969 68.381 64.6654
12909.851074 68.072 64.6317
12910.034180 67.744 65.2794
12910.217285 67.460 66.4220
12910.400391 67.215 67.6293
12910.583496 66.943 68.7826
12910.766602 66.607 70.2711
12910.949707 66.258 72.5794
12911.132812 66.018 75.6289
12911.315918 65.946 78.6201
12911.499023 65.971 80.8048
12911.682129 65.961 82.2700
12911.865234 65.861 83.7914
12912.048340 65.732 86.1009
12912.231445 65.696 89.2374
12912.414551 65.812 92.5370
12912.597656 66.028 95.3527
12912.780762 66.256 97.6117
12912.963867 66.457 99.6138
12913.146973 66.655 101.5524
12913.330078 66.877 103.3346
12913.513184 67.122 104.7831
12913.696289 67.367 105.8907
12913.879395 67.601 106.8275
12914.062500 67.838 107.7669
12914.245605 68.100 108.7578
12914.428711 68.399 109.7327
12914.611816 68.734 110.5675
12914.794922 69.092 111.1081
12914.978027 69.443 111.2132
12915.161133 69.743 110.8655
12915.344238 69.956 110.2671
12915.527344 70.081 109.7817
12915.710449 70.171 109.6929
12915.893555 70.302 109.9237
12916.076660 70.511 110.0226
12916.259766 70.762 109.5610
12916.442871 70.980 108.5452
12916.625977 71.124 107.3988
12916.809082 71.223 106.5690
12916.992188 71.348 106.1072
12917.175293 71.537 105.6023
12917.358398 71.749 104.6095
12917.541504 71.901 103.1311
12917.724609 71.946 101.6350
12917.907715 71.919 100.6563
12918.090820 71.907 100.3209
12918.273926 71.977 100.1828
12918.457031 72.105 99.6381
12918.640137 72.202 98.5139
12918.823242 72.205 97.1793
12919.006348 72.126 96.1665
12919.189453 72.040 95.6994
12919.372559 72.016 95.4977
12919.555664 72.053 95.0717
12919.738770 72.092 94.2208
12919.921875 72.079 93.1802
12920.104980 72.015 92.3391
12920.288086 71.938 91.8794
12920.471191 71.881 91.6627
12920.654297 71.837 91.4524
12920.837402 71.769 91.2063
12921.020508 71.664 91.0973
12921.203613 71.550 91.2635
12921.386719 71.468 91.5775
12921.569824 71.429 91.7130
12921.752930 71.400 91.4633
12921.936035 71.341 90.9481
12922.119141 71.245 90.4971
12922.302246 71.148 90.3559
12922.485352 71.093 90.4910
12922.668457 71.092 90.6725
12922.851562 71.116 90.7398
12923.034668 71.132 90.7433
12923.217773 71.133 90.8272
12923.400879 71.132 91.0220
12923.583984 71.141 91.1826
12923.767090 71.140 91.1449
12923.950195 71.094 90.9306
12924.133301 70.986 90.7842
12924.316406 70.838 91.0073
12924.499512 70.703 91.7154
12924.682617 70.634 92.7050
12924.865723 70.638 93.5828
12925.048828 70.672 94.0745
12925.231934 70.678 94.2232
12925.415039 70.622 94.3333
12925.598145 70.515 94.7602
12925.781250 70.401 95.6916
12925.964355 70.333 97.0363
12926.147461 70.331 98.5049
12926.330566 70.381 99.8362
12926.513672 70.451 100.9636
12926.696777 70.524 101.9849
12926.879883 70.606 103.0021
12927.062988 70.714 103.9933
12927.246094 70.856 104.8221
12927.429199 71.017 105.3612
12927.612305 71.172 105.6068
12927.795410 71.304 105.6873
12927.978516 71.414 105.7833
12928.161621 71.522 106.0221
12928.344727 71.654 106.4011
12928.527832 71.829 106.7745
12928.710938 72.040 106.9282
12928.894043 72.255 106.7213
12929.077148 72.431 106.2059
12929.260254 72.543 105.6346
12929.443359 72.605 105.3253
12929.626465 72.669 105.4316
12929.809570 72.793 105.7608
12929.992676 72.994 105.8549
12930.175781 73.224 105.3459
12930.358887 73.414 104.2505
12930.541992 73.522 102.9335
12930.725098 73.564 101.8267
12930.908203 73.596 101.1203
12931.091309 73.672 100.6347
12931.274414 73.799 100.0038
12931.457520 73.935 99.0127
12931.640625 74.034 97.7510
12931.823730 74.080 96.4726
12932.006836 74.093 95.3598
12932.189941 74.094 94.4033
12932.373047 74.091 93.4847
12932.556152 74.069 92.5471
12932.739258 74.019 91.6620
12932.922363 73.950 90.9316
12933.105469 73.885 90.3497
12933.288574 73.837 89.7841
12933.471680 73.797 89.1035
12933.654785 73.745 88.3018
12933.837891 73.672 87.4807
12934.020996 73.586 86.7261
12934.204102 73.497 86.0264
12934.387207 73.406 85.3204
12934.570312 73.301 84.6044
12934.753418 73.179 83.9569
12934.936523 73.052 83.4475
12935.119629 72.932 83.0477
12935.302734 72.821 82.6728
12935.485840 72.702 82.3212
12935.668945 72.565 82.1335
12935.852051 72.425 82.2673
12936.035156 72.313 82.7034
12936.218262 72.240 83.2200
12936.401367 72.182 83.6104
12936.584473 72.103 83.9020
12936.767578 71.999 84.2937
12936.950684 71.903 84.8681
12937.133789 71.854 85.4020
12937.316895 71.837 85.5532
12937.500000 71.801 85.2503
12937.683105 71.706 84.8191
12937.866211 71.577 84.6927
12938.049316 71.480 84.9764
12938.232422 71.456 85.3114
12938.415527 71.463 85.2765
12938.598633 71.419 84.8989
12938.781738 71.280 84.6719
12938.964844 71.094 85.0871
12939.147949 70.954 86.1080
12939.331055 70.907 87.1353
12939.514160 70.896 87.6447
12939.697266 70.830 87.7587
12939.880371 70.687 88.0810
12940.063477 70.538 89.0525
12940.246582 70.478 90.4581
12940.429688 70.512 91.6539
12940.612793 70.559 92.3270
12940.795898 70.545 92.8073
12940.979004 70.487 93.6111
12941.162109 70.468 94.7929
12941.345215 70.528 95.8265
12941.528320 70.607 96.2391
12941.711426 70.609 96.2248
12941.894531 70.512 96.5053
12942.077637 70.405 97.6390
12942.260742 70.413 99.3950
12942.443848 70.563 100.9149
12942.626953 70.752 101.6471
12942.810059 70.870 101.8575
12942.993164 70.900 102.2087
12943.176270 70.918 103.0497
12943.359375 71.002 104.0934
12943.542480 71.144 104.8083
12943.725586 71.277 105.0693
12943.908691 71.360 105.2628
12944.091797 71.428 105.8117
12944.274902 71.551 106.6936
12944.458008 71.750 107.4731
12944.641113 71.972 107.8206
12944.824219 72.151 107.8552
12945.007324 72.273 107.9356
12945.190430 72.381 108.2245
12945.373535 72.513 108.5140
12945.556641 72.659 108.5017
12945.739746 72.774 108.1804
12945.922852 72.844 107.8672
12946.105957 72.907 107.8624
12946.289062 73.022 108.1144
12946.472168 73.204 108.2681
12946.655273 73.410 108.0682
12946.838379 73.585 107.6206
12947.021484 73.716 107.2225
12947.204590 73.838 107.0009
12947.387695 73.982 106.7565
12947.570801 74.136 106.1911
12947.753906 74.257 105.2566
12947.937012 74.323 104.2182
12948.120117 74.360 103.3835
12948.303223 74.422 102.7858
12948.486328 74.535 102.1541
12948.669434 74.664 101.2320
12948.852539 74.756 100.0857
12949.035645 74.785 99.0552
12949.218750 74.785 98.4229
12949.401855 74.810 98.1175
12949.584961 74.886 97.7527
12949.768066 74.977 96.9997
12949.951172 75.031 95.8886
12950.134277 75.029 94.7376
12950.317383 75.000 93.8429
12950.500488 74.991 93.2302
12950.683594 75.025 92.6785
12950.866699 75.081 91.9742
12951.049805 75.122 91.1060
12951.232910 75.129 90.2117
12951.416016 75.109 89.3928
12951.599121 75.077 88.6145
12951.782227 75.036 87.7743
12951.965332 74.980 86.8308
12952.148438 74.907 85.8337
12952.331543 74.829 84.8366
12952.514648 74.753 83.8236
12952.697754 74.675 82.7570
12952.880859 74.574 81.6921
12953.063965 74.440 80.8018
12953.247070 74.285 80.2461
12953.430176 74.139 79.9936
12953.613281 74.018 79.7940
12953.796387 73.897 79.3814
12953.979492 73.732 78.7215
12954.162598 73.499 78.0517
12954.345703 73.218 77.6916
12954.528809 72.946 77.7858
12954.711914 72.736 78.1856
12954.895020 72.599 78.5873
12955.078125 72.503 78.8014
12955.261230 72.403 78.8844
12955.444336 72.268 79.0636
12955.627441 72.095 79.5940
12955.810547 71.905 80.6490
12955.993652 71.737 82.2346
12956.176758 71.629 84.1226
12956.359863 71.591 85.9005
12956.542969 71.584 87.2164
12956.726074 71.551 88.0526
12956.909180 71.459 88.7553
12957.092285 71.339 89.7622
12957.275391 71.272 91.2050
12957.458496 71.321 92.7290
12957.641602 71.465 93.8215
12957.824707 71.624 94.3477
12958.007812 71.733 94.6740
12958.190918 71.797 95.3026
12958.374023 71.880 96.3991
12958.557129 72.032 97.6268
12958.740234 72.231 98.4894
12958.923340 72.409 98.8280
12959.106445 72.517 98.9181
12959.289551 72.573 99.1458
12959.472656 72.640 99.6252
12959.655762 72.767 100.0902
12959.838867 72.947 100.1761
12960.021973 73.129 99.7858
12960.205078 73.275 99.1511
12960.388184 73.383 98.5982
12960.571289 73.482 98.2902
12960.754395 73.595 98.1584
12960.937500 73.718 98.0475
12961.120605 73.829 97.8990
12961.303711 73.914 97.7834
12961.486816 73.980 97.7808
12961.669922 74.047 97.8591
12961.853027 74.128 97.8738
12962.036133 74.215 97.6781
12962.219238 74.294 97.2256
12962.402344 74.348 96.5777
12962.585449 74.377 95.8430
12962.768555 74.384 95.1220
12962.951660 74.378 94.4875
12963.134766 74.368 93.9843
12963.317871 74.365 93.6177
12963.500977 74.376 93.3424
12963.684082 74.400 93.0799
12963.867188 74.426 92.7704
12964.050293 74.440 92.4196
12964.233398 74.435 92.0952
12964.416504 74.416 91.8744
12964.599609 74.398 91.7818
12964.782715 74.395 91.7642
12964.965820 74.414 91.7182
12965.148926 74.450 91.5482
12965.332031 74.490 91.2161
12965.515137 74.521 90.7583
12965.698242 74.535 90.2675
12965.881348 74.536 89.8459
12966.064453 74.535 89.5496
12966.247559 74.545 89.3555
12966.430664 74.570 89.1843
12966.613770 74.598 88.9704
12966.796875 74.619 88.7225
12966.979980 74.624 88.5147
12967.163086 74.622 88.4154
12967.346191 74.625 88.4188
12967.529297 74.639 88.4478
12967.712402 74.660 88.4267
12967.895508 74.676 88.3481
12968.078613 74.682 88.2631
12968.261719 74.683 88.2101
12968.444824 74.689 88.1633
12968.627930 74.699 88.0595
12968.811035 74.705 87.8743
12968.994141 74.703 87.6603
12969.177246 74.698 87.5017
12969.360352 74.703 87.4312
12969.543457 74.731 87.3978
12969.726562 74.779 87.3225
12969.909668 74.831 87.1806
12970.092773 74.874 87.0222
12970.275879 74.906 86.9133
12970.458984 74.929 86.8706
12970.642090 74.946 86.8561
12970.825195 74.955 86.8312
12971.008301 74.955 86.7964
12971.191406 74.956 86.7665
12971.374512 74.973 86.7128
12971.557617 75.013 86.5542
12971.740723 75.071 86.2292
12971.923828 75.132 85.7786
12972.106934 75.188 85.3394
12972.290039 75.246 85.0396
12972.473145 75.323 84.8836
12972.656250 75.422 84.7401
12972.839355 75.525 84.4587
12973.022461 75.605 84.0046
12973.205566 75.644 83.4809
12973.388672 75.650 83.0230
12973.571777 75.655 82.6591
12973.754883 75.684 82.2599
12973.937988 75.739 81.6375
12974.121094 75.797 80.7132
12974.304199 75.831 79.6023
12974.487305 75.832 78.5479
12974.670410 75.814 77.7629
12974.853516 75.808 77.2879
12975.036621 75.834 76.9632
12975.219727 75.886 76.5448
12975.402832 75.934 75.8751
12975.585938 75.947 74.9690
12975.769043 75.911 73.9702
12975.952148 75.834 73.0409
12976.135254 75.741 72.2678
12976.318359 75.659 71.6359
12976.501465 75.599 71.0706
12976.684570 75.563 70.5006
12976.867676 75.541 69.8877
12977.050781 75.520 69.2199
12977.233887 75.487 68.5059
12977.416992 75.426 67.7908
12977.600098 75.329 67.1658
12977.783203 75.205 66.7298
12977.966309 75.075 66.5037
12978.149414 74.965 66.3712
12978.332520 74.877 66.1338
12978.515625 74.789 65.6745
12978.698730 74.673 65.0823
12978.881836 74.523 64.6132
12979.064941 74.364 64.4984
12979.248047 74.243 64.7439
12979.431152 74.182 65.1076
12979.614258 74.163 65.3174
12979.797363 74.140 65.3197
12979.980469 74.084 65.2998
12980.163574 74.006 65.4733
12980.346680 73.938 65.8613
12980.529785 73.900 66.2655
12980.712891 73.875 66.4823
12980.895996 73.831 66.5273
12981.079102 73.758 66.6252
12981.262207 73.687 66.9792
12981.445312 73.664 67.5383
12981.628418 73.713 67.9999
12981.811523 73.807 68.0703
12981.994629 73.897 67.7090
12982.177734 73.947 67.1174
12982.360840 73.955 66.5432
12982.543945 73.942 66.1095
12982.727051 73.923 65.7934
12982.910156 73.903 65.5319
12983.093262 73.879 65.3159
12983.276367 73.856 65.1691
12983.459473 73.848 65.0584
12983.642578 73.861 64.8649
12983.825684 73.881 64.4717
12984.008789 73.884 63.8787
12984.191895 73.853 63.2176
12984.375000 73.789 62.6564
12984.558105 73.709 62.2833
12984.741211 73.631 62.0695
12984.924316 73.562 61.9263
12985.107422 73.501 61.7834
12985.290527 73.445 61.6077
12985.473633 73.393 61.3729
12985.656738 73.340 61.0531
12985.839844 73.276 60.6698
12986.022949 73.193 60.3319
12986.206055 73.097 60.1928
12986.389160 73.010 60.3308
12986.572266 72.953 60.6583
12986.755371 72.928 60.9749
12986.938477 72.907 61.1396
12987.121582 72.861 61.1912
12987.304688 72.783 61.2925
12987.487793 72.695 61.5524
12987.670898 72.632 61.8909
12987.854004 72.605 62.0883
12988.037109 72.593 61.9920
12988.220215 72.565 61.6743
12988.403320 72.509 61.3911
12988.586426 72.445 61.3872
12988.769531 72.408 61.7071
12988.952637 72.418 62.1693
12989.135742 72.460 62.5378
12989.318848 72.497 62.7270
12989.501953 72.502 62.8448
12989.685059 72.479 63.0550
12989.868164 72.459 63.3956
12990.051270 72.468 63.7113
12990.234375 72.506 63.7778
12990.417480 72.543 63.5139
12990.600586 72.551 63.0809
12990.783691 72.530 62.7776
12990.966797 72.512 62.8112
12991.149902 72.542 63.1050
12991.333008 72.635 63.3235
12991.516113 72.753 63.1388
12991.699219 72.837 62.4972
12991.882324 72.846 61.6480
12992.065430 72.786 60.9526
12992.248535 72.708 60.6291
12992.431641 72.675 60.5945
12992.614746 72.714 60.5391
12992.797852 72.803 60.1967
12992.980957 72.899 59.5472
12993.164062 72.969 58.7780
12993.347168 73.007 58.0952
12993.530273 73.023 57.5752
12993.713379 73.024 57.1638
12993.896484 73.005 56.7875
12994.079590 72.960 56.4447
12994.262695 72.901 56.1788
12994.445801 72.855 55.9712
