* Generated by rew_pipeline.py (source UUID c11b66be-534c-4ea4-ab08-38d8268a4119, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: LR.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Vector average of L.nofdw.120.green.multipos.fdw6, R.nofdw.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
18782.958984 68.420 -157.8925
18783.325195 68.422 -157.8907
18783.691406 68.345 -158.4018
18784.057617 68.307 -158.5165
18784.423828 68.512 -159.4703
18784.790039 68.584 -161.6466
18785.156250 68.466 -161.9502
18785.522461 68.588 -161.1996
18785.888672 68.724 -162.1915
18786.254883 68.656 -163.1431
18786.621094 68.687 -163.4376
18786.987305 68.765 -164.3564
18787.353516 68.758 -165.0710
18787.719727 68.764 -165.6175
18788.085938 68.720 -166.5093
18788.452148 68.655 -167.1673
18788.818359 68.640 -168.0205
18789.184570 68.555 -168.9110
18789.550781 68.453 -169.1203
18789.916992 68.407 -169.3727
18790.283203 68.364 -169.9340
18790.649414 68.346 -170.7519
18791.015625 68.273 -171.7662
18791.381836 68.116 -172.0121
18791.748047 67.983 -171.8242
18792.114258 67.806 -172.0167
18792.480469 67.621 -172.1984
18792.846680 67.540 -172.6032
18793.212891 67.498 -172.9181
18793.579102 67.495 -172.5486
18793.945312 67.435 -172.0165
18794.311523 67.255 -170.7049
18794.677734 67.254 -169.2737
18795.043945 67.359 -170.0082
18795.410156 67.268 -171.3632
18795.776367 67.131 -171.0263
18796.142578 67.135 -169.8305
18796.508789 67.198 -169.5013
18796.875000 67.117 -170.7660
18797.241211 66.791 -171.5888
18797.607422 66.707 -169.8311
18797.973633 67.140 -169.0580
18798.339844 67.340 -171.0933
18798.706055 66.985 -172.1229
18799.072266 66.643 -170.5283
18799.438477 66.691 -169.5008
18799.804688 66.808 -170.6914
18800.170898 66.672 -172.0528
18800.537109 66.377 -171.1579
18800.903320 66.288 -168.8225
18801.269531 66.373 -168.0597
18801.635742 66.359 -168.7056
18802.001953 66.329 -169.1400
18802.368164 66.358 -169.5207
18802.734375 66.284 -169.7476
18803.100586 66.134 -169.0790
18803.466797 66.081 -168.4270
18803.833008 66.037 -168.8831
18804.199219 65.847 -169.1490
18804.565430 65.689 -167.3492
18804.931641 65.850 -165.0025
18805.297852 66.018 -164.8618
18805.664062 65.788 -164.9779
18806.030273 65.566 -162.6762
18806.396484 65.742 -160.7936
18806.762695 65.852 -160.8034
18807.128906 65.806 -160.1998
18807.495117 65.884 -159.5518
18807.861328 65.967 -159.9042
18808.227539 66.057 -160.2735
18808.593750 66.173 -160.8224
18808.959961 66.191 -160.5802
18809.326172 66.342 -159.4610
18809.692383 66.493 -159.8740
18810.058594 66.354 -159.8219
18810.424805 66.461 -157.9343
18810.791016 66.804 -158.3692
18811.157227 66.697 -159.6818
18811.523438 66.497 -158.1310
18811.889648 66.704 -157.1434
18812.255859 66.847 -158.6059
18812.622070 66.834 -159.3772
18812.988281 66.938 -159.1050
18813.354492 67.018 -158.9652
18813.720703 66.938 -158.5173
18814.086914 66.838 -157.9393
18814.453125 66.815 -158.1437
18814.819336 66.847 -158.9413
18815.185547 66.929 -159.3123
18815.551758 67.047 -158.9172
18815.917969 67.138 -158.0685
18816.284180 67.207 -157.3397
18816.650391 67.248 -157.5834
18817.016602 67.201 -158.3250
18817.382812 67.180 -158.4405
18817.749023 67.259 -158.4639
18818.115234 67.280 -158.6683
18818.481445 67.281 -158.4281
18818.847656 67.389 -158.5335
18819.213867 67.448 -159.2384
18819.580078 67.413 -158.9044
18819.946289 67.493 -157.6469
18820.312500 67.600 -157.4718
18820.678711 67.515 -157.7654
18821.044922 67.509 -157.1246
18821.411133 67.772 -157.3523
18821.777344 67.904 -158.7696
18822.143555 67.840 -158.8136
18822.509766 67.922 -158.0949
18822.875977 68.062 -158.8044
18823.242188 68.094 -160.0357
18823.608398 68.128 -160.7143
18823.974609 68.204 -160.8756
18824.340820 68.313 -161.0099
18824.707031 68.354 -161.7240
18825.073242 68.296 -162.1870
18825.439453 68.331 -162.1083
18825.805664 68.416 -162.3198
18826.171875 68.430 -162.3967
18826.538086 68.425 -162.7148
18826.904297 68.323 -163.7617
18827.270508 68.215 -164.3052
18827.636719 68.328 -164.6229
18828.002930 68.488 -165.3927
18828.369141 68.515 -165.8905
18828.735352 68.396 -166.0114
18829.101562 68.238 -165.8027
18829.467773 68.229 -166.5304
18829.833984 68.146 -168.7440
18830.200195 67.942 -169.4472
18830.566406 68.024 -168.7703
18830.932617 68.136 -169.3061
18831.298828 68.022 -169.1014
18831.665039 68.027 -167.9795
18832.031250 68.039 -167.8252
18832.397461 67.954 -167.4024
18832.763672 67.974 -167.2318
18833.129883 67.932 -168.0234
18833.496094 67.832 -168.3299
18833.862305 67.776 -168.2494
18834.228516 67.728 -167.4137
18834.594727 67.869 -166.4985
18834.960938 67.972 -167.3215
18835.327148 67.848 -167.5213
18835.693359 67.921 -166.4101
18836.059570 68.086 -166.5957
18836.425781 68.000 -167.0052
18836.791992 67.854 -166.6595
18837.158203 67.799 -166.6197
18837.524414 67.858 -167.3297
18837.890625 67.906 -168.5784
18838.256836 67.899 -168.3083
18838.623047 68.171 -167.3018
18838.989258 68.402 -168.6939
18839.355469 68.228 -169.9198
18839.721680 68.144 -169.2529
18840.087891 68.218 -169.3677
18840.454102 68.142 -169.3616
18840.820312 68.146 -169.0278
18841.186523 68.118 -170.3633
18841.552734 67.956 -171.6911
18841.918945 67.997 -172.5308
18842.285156 68.087 -173.8054
18842.651367 68.046 -173.6510
18843.017578 68.102 -172.3500
18843.383789 68.163 -172.3831
18843.750000 67.998 -173.6146
18844.116211 67.701 -174.2268
18844.482422 67.627 -173.5358
18844.848633 67.842 -173.4966
18845.214844 67.931 -174.2913
18845.581055 67.889 -174.1018
18845.947266 67.918 -174.2363
18846.313477 67.810 -175.4945
18846.679688 67.632 -175.9961
18847.045898 67.648 -176.1067
18847.412109 67.697 -176.5039
18847.778320 67.690 -176.1836
18848.144531 67.702 -175.5141
18848.510742 67.674 -175.4104
18848.876953 67.554 -175.7811
18849.243164 67.429 -176.0390
18849.609375 67.410 -176.3809
18849.975586 67.371 -176.9745
18850.341797 67.306 -176.7197
18850.708008 67.378 -176.7436
18851.074219 67.324 -177.8446
18851.440430 67.199 -177.4906
18851.806641 67.351 -176.9828
18852.172852 67.332 -177.7220
18852.539062 67.134 -176.7470
18852.905273 67.235 -176.3752
18853.271484 67.209 -178.6440
18853.637695 67.074 -179.5783
18854.003906 67.282 -179.7790
18854.370117 67.388 179.2899
18854.736328 67.264 179.9535
18855.102539 67.214 -179.3235
18855.468750 67.104 179.8118
18855.834961 67.019 178.3077
18856.201172 67.016 176.4547
18856.567383 67.046 175.6952
18856.933594 67.199 175.2413
18857.299805 67.113 173.7311
18857.666016 66.757 173.3857
18858.032227 66.584 173.3466
18858.398438 66.392 172.3526
18858.764648 66.231 172.9451
18859.130859 66.356 173.1551
18859.497070 66.237 171.7910
18859.863281 65.852 171.8047
18860.229492 65.588 172.2631
18860.595703 65.336 172.0193
18860.961914 65.169 171.7725
18861.328125 65.082 170.7782
18861.694336 64.932 170.0200
18862.060547 64.800 169.9022
18862.426758 64.575 170.1742
18862.792969 64.314 171.2279
18863.159180 63.986 171.6995
18863.525391 63.500 173.3279
18863.891602 63.450 175.6765
18864.257812 63.434 174.8060
18864.624023 62.981 175.6363
18864.990234 62.943 178.6118
18865.356445 62.880 178.5931
18865.722656 62.513 -179.1367
18866.088867 62.744 -176.6481
18866.455078 62.644 -177.1364
18866.821289 62.310 -172.5299
18867.187500 62.834 -168.9360
18867.553711 62.827 -170.3356
18867.919922 62.474 -167.8398
18868.286133 62.907 -166.2857
18868.652344 63.072 -168.5905
18869.018555 62.991 -168.1624
18869.384766 63.169 -167.5460
18869.750977 63.038 -167.0506
18870.117188 63.052 -163.8883
18870.483398 63.444 -162.8686
18870.849609 63.589 -163.7907
18871.215820 63.618 -164.2654
18871.582031 63.569 -164.8734
18871.948242 63.410 -164.4696
18872.314453 63.296 -163.2164
18872.680664 63.192 -160.8805
18873.046875 63.430 -158.2909
18873.413086 63.712 -159.4231
18873.779297 63.465 -161.3531
18874.145508 63.255 -160.5642
18874.511719 63.382 -160.1806
18874.877930 63.358 -159.9668
18875.244141 63.310 -157.7721
18875.610352 63.463 -155.5286
18875.976562 63.654 -155.2096
18876.342773 63.617 -156.1319
18876.708984 63.497 -154.9183
18877.075195 63.847 -152.7259
18877.441406 64.136 -153.2113
18877.807617 63.913 -152.4562
18878.173828 63.965 -149.7893
18878.540039 64.287 -150.3647
18878.906250 64.402 -152.1402
18879.272461 64.557 -152.4384
18879.638672 64.773 -151.8297
18880.004883 64.985 -150.6920
18880.371094 65.085 -150.7392
18880.737305 64.885 -150.8056
18881.103516 64.899 -149.4971
18881.469727 65.256 -149.8619
18881.835938 65.475 -150.9426
18882.202148 65.661 -151.1999
18882.568359 65.739 -152.1142
18882.934570 65.657 -152.3372
18883.300781 65.827 -152.6787
18883.666992 65.943 -155.0336
18884.033203 65.778 -155.9675
18884.399414 65.781 -155.0980
18884.765625 65.813 -155.0275
18885.131836 65.768 -154.3699
18885.498047 65.922 -154.0250
18885.864258 65.962 -154.8903
18886.230469 65.859 -154.4615
18886.596680 65.924 -153.9277
18886.962891 65.896 -155.0054
18887.329102 65.696 -155.6210
18887.695312 65.663 -155.1295
18888.061523 65.810 -154.9696
18888.427734 65.833 -155.1020
18888.793945 65.713 -153.8338
18889.160156 65.863 -152.1231
18889.526367 66.110 -153.5313
18889.892578 65.920 -155.5423
18890.258789 65.774 -153.6409
18890.625000 66.239 -151.9381
18890.991211 66.525 -153.5360
18891.357422 66.338 -154.0397
18891.723633 66.346 -152.5306
18892.089844 66.626 -152.7097
18892.456055 66.752 -154.1211
18892.822266 66.786 -154.6770
18893.188477 66.871 -154.7997
18893.554688 66.945 -154.6912
18893.920898 67.088 -154.2018
18894.287109 67.279 -154.5328
18894.653320 67.310 -155.4345
18895.019531 67.299 -155.8998
18895.385742 67.371 -156.9134
18895.751953 67.351 -158.2532
18896.118164 67.308 -158.1216
18896.484375 67.447 -157.4937
18896.850586 67.547 -158.3178
18897.216797 67.381 -159.9064
18897.583008 67.149 -160.9297
18897.949219 67.112 -161.8358
18898.315430 67.135 -162.9304
18898.681641 67.110 -162.8422
18899.047852 67.146 -162.6288
18899.414062 66.948 -163.9222
18899.780273 66.520 -164.2352
18900.146484 66.496 -163.8779
18900.512695 66.605 -165.4644
18900.878906 66.433 -165.2398
18901.245117 66.482 -162.6544
18901.611328 66.541 -162.0483
18901.977539 66.285 -161.5045
18902.343750 66.232 -160.5724
18902.709961 66.234 -161.1623
18903.076172 66.137 -160.4417
18903.442383 66.287 -159.3666
18903.808594 66.290 -160.1442
18904.174805 66.078 -159.6987
18904.541016 66.210 -158.1472
18904.907227 66.521 -157.7269
18905.273438 66.691 -157.0860
18905.639648 66.809 -155.6184
18906.005859 66.991 -155.0211
18906.372070 67.092 -156.7363
18906.738281 66.993 -158.5870
18907.104492 67.109 -158.5399
18907.470703 67.471 -159.0405
18907.836914 67.592 -159.5449
18908.203125 67.716 -158.9362
18908.569336 67.876 -160.1608
18908.935547 67.770 -161.5499
18909.301758 67.874 -161.4354
18909.667969 68.122 -163.1073
18910.034180 68.012 -164.7655
18910.400391 67.975 -164.7530
18910.766602 68.098 -166.2575
18911.132812 68.041 -168.0036
18911.499023 68.046 -168.2819
18911.865234 68.103 -168.5023
18912.231445 68.079 -168.5274
18912.597656 68.037 -169.3941
18912.963867 67.797 -171.1463
18913.330078 67.559 -171.8601
18913.696289 67.539 -172.4408
18914.062500 67.542 -172.7682
18914.428711 67.648 -172.7399
18914.794922 67.633 -173.9057
18915.161133 67.356 -174.1578
18915.527344 67.264 -173.7811
18915.893555 67.129 -175.0739
18916.259766 66.823 -174.9971
18916.625977 66.881 -174.1719
18916.992188 66.973 -175.4749
18917.358398 66.831 -176.1100
18917.724609 66.799 -175.5540
18918.090820 66.835 -175.3888
18918.457031 66.845 -175.6336
18918.823242 66.758 -176.2367
18919.189453 66.681 -176.1214
18919.555664 66.785 -177.0250
18919.921875 66.603 -178.9195
18920.288086 66.366 -177.9159
18920.654297 66.568 -177.7169
18921.020508 66.402 -179.7907
18921.386719 66.052 -178.8088
18921.752930 66.194 -178.6701
18922.119141 66.055 178.8475
18922.485352 65.824 178.7507
18922.851562 65.941 177.8332
18923.217773 65.721 176.1430
18923.583984 65.539 177.0195
18923.950195 65.539 175.8571
18924.316406 65.065 174.6458
18924.682617 64.850 176.5009
18925.048828 64.946 175.6783
18925.415039 64.561 174.5617
18925.781250 64.262 175.6613
18926.147461 64.070 174.6467
18926.513672 63.635 173.7450
18926.879883 63.449 174.0598
18927.246094 63.263 174.0435
18927.612305 62.961 176.3854
18927.978516 62.856 178.6134
18928.344727 62.496 178.4704
18928.710938 61.918 178.2876
18929.077148 61.443 178.8963
18929.443359 61.311 -178.2334
18929.809570 61.606 -175.8672
18930.175781 61.429 -174.7810
18930.541992 60.912 -170.2017
18930.908203 60.786 -165.9942
18931.274414 60.519 -163.5275
18931.640625 60.601 -158.9437
18932.006836 61.151 -157.2650
18932.373047 61.232 -156.5693
18932.739258 61.321 -153.2878
18933.105469 61.633 -151.7043
18933.471680 61.695 -150.9407
18933.837891 61.815 -148.6562
18934.204102 62.160 -146.7037
18934.570312 62.481 -146.0851
18934.936523 62.598 -145.7337
18935.302734 62.774 -143.9413
18935.668945 63.240 -143.2150
18936.035156 63.404 -144.0072
18936.401367 63.373 -142.5438
18936.767578 63.632 -141.7573
18937.133789 63.671 -142.9580
18937.500000 63.750 -142.3307
18937.866211 64.204 -142.8411
18938.232422 64.331 -143.7052
18938.598633 64.560 -141.2087
18938.964844 65.127 -141.0473
18939.331055 65.119 -142.6362
18939.697266 65.019 -140.9510
18940.063477 65.373 -140.9429
18940.429688 65.375 -143.6630
18940.795898 65.204 -143.9759
18941.162109 65.487 -143.6750
18941.528320 65.787 -144.7225
18941.894531 65.941 -144.6100
18942.260742 66.150 -144.4324
18942.626953 66.139 -145.7604
18942.993164 65.908 -146.4665
18943.359375 65.982 -146.5783
18943.725586 66.210 -148.6461
18944.091797 66.069 -150.2456
18944.458008 65.916 -148.6526
18944.824219 66.088 -147.7177
18945.190430 66.160 -148.7328
18945.556641 66.231 -149.3886
18945.922852 66.362 -150.3028
18946.289062 66.291 -149.9570
18946.655273 66.403 -148.0121
18947.021484 66.610 -148.8116
18947.387695 66.431 -150.5696
18947.753906 66.357 -150.2127
18948.120117 66.597 -150.3218
18948.486328 66.716 -150.7328
18948.852539 66.798 -150.5845
18949.218750 66.799 -151.2843
18949.584961 66.660 -151.5793
18949.951172 66.640 -151.3547
18950.317383 66.595 -151.3851
18950.683594 66.548 -150.4761
18951.049805 66.697 -150.5978
18951.416016 66.685 -152.4582
18951.782227 66.537 -152.8735
18952.148438 66.602 -151.8887
18952.514648 66.737 -151.1542
18952.880859 66.812 -151.0124
18953.247070 66.740 -152.0388
18953.613281 66.538 -152.4687
18953.979492 66.661 -151.7244
18954.345703 66.968 -152.5450
18954.711914 66.891 -153.2981
18955.078125 66.737 -151.3296
18955.444336 66.931 -150.0758
18955.810547 67.044 -151.4989
18956.176758 66.970 -152.3378
18956.542969 67.106 -151.9563
18956.909180 67.367 -152.5401
18957.275391 67.459 -153.5384
18957.641602 67.483 -153.9506
18958.007812 67.522 -154.3450
18958.374023 67.529 -154.7917
18958.740234 67.524 -155.3530
18959.106445 67.489 -156.0211
18959.472656 67.517 -156.2318
18959.838867 67.670 -156.3507
18960.205078 67.801 -156.3341
18960.571289 67.870 -156.0443
18960.937500 67.813 -156.2932
18961.303711 67.667 -156.6352
18961.669922 67.697 -157.8002
18962.036133 67.646 -160.1448
18962.402344 67.472 -159.4538
18962.768555 67.860 -157.1106
18963.134766 68.244 -158.7609
18963.500977 68.007 -160.2557
18963.867188 67.975 -159.1414
18964.233398 68.236 -160.2312
18964.599609 68.206 -161.4832
18964.965820 68.317 -161.2780
18965.332031 68.430 -163.3686
18965.698242 68.121 -165.0087
18966.064453 68.067 -164.5146
18966.430664 68.220 -166.3813
18966.796875 67.973 -168.3136
18967.163086 67.836 -167.9989
18967.529297 67.919 -169.4488
18967.895508 67.745 -171.3860
18968.261719 67.652 -171.5121
18968.627930 67.673 -172.1954
18968.994141 67.481 -172.5560
18969.360352 67.372 -172.2800
18969.726562 67.265 -173.8452
18970.092773 66.926 -175.2921
18970.458984 66.723 -175.3076
18970.825195 66.636 -175.6773
18971.191406 66.468 -175.6357
18971.557617 66.333 -175.5027
18971.923828 66.036 -175.5604
18972.290039 65.776 -173.9049
18972.656250 65.846 -173.4731
18973.022461 65.634 -175.1810
18973.388672 65.212 -174.2568
18973.754883 65.280 -172.2568
18974.121094 65.352 -172.3975
18974.487305 65.112 -171.1336
18974.853516 65.049 -168.1866
18975.219727 65.167 -166.6612
18975.585938 65.248 -166.8319
18975.952148 65.175 -167.5730
18976.318359 65.001 -166.6024
18976.684570 65.032 -164.4317
18977.050781 65.032 -163.3925
18977.416992 64.856 -161.9603
18977.783203 64.896 -160.4833
18978.149414 65.051 -160.5231
18978.515625 65.221 -160.5549
18978.881836 65.415 -160.9607
18979.248047 65.342 -160.8680
18979.614258 65.364 -158.6010
18979.980469 65.681 -158.1560
18980.346680 65.655 -159.4619
18980.712891 65.507 -158.6316
18981.079102 65.673 -158.0982
18981.445312 65.758 -158.8520
18981.811523 65.890 -158.5511
18982.177734 66.189 -159.0716
18982.543945 66.212 -159.9259
18982.910156 66.174 -159.0953
18983.276367 66.285 -159.3976
18983.642578 66.176 -160.9110
18984.008789 66.057 -160.7200
18984.375000 66.239 -160.3164
18984.741211 66.348 -161.1172
18985.107422 66.216 -161.8021
18985.473633 66.018 -162.2561
18985.839844 65.888 -162.7355
18986.206055 65.921 -163.2514
18986.572266 65.980 -163.9760
18986.938477 65.873 -163.9294
18987.304688 65.743 -162.7073
18987.670898 65.737 -161.9835
18988.037109 65.714 -162.4206
18988.403320 65.587 -162.2108
18988.769531 65.564 -160.3382
18989.135742 65.718 -159.0244
18989.501953 65.706 -159.5683
18989.868164 65.479 -159.9079
18990.234375 65.428 -159.1144
18990.600586 65.588 -158.4372
18990.966797 65.698 -157.7174
18991.333008 65.719 -156.9031
18991.699219 65.674 -156.8591
18992.065430 65.650 -157.7635
18992.431641 65.699 -159.2357
18992.797852 65.772 -159.5199
18993.164062 66.029 -158.1175
18993.530273 66.356 -157.5182
18993.896484 66.455 -157.8250
18994.262695 66.466 -158.4732
18994.628906 66.337 -159.7311
18994.995117 66.095 -158.7727
18995.361328 66.305 -156.7252
18995.727539 66.530 -157.9481
18996.093750 66.329 -158.8842
18996.459961 66.370 -158.2177
18996.826172 66.537 -159.1797
18997.192383 66.548 -159.0144
18997.558594 66.823 -158.8769
18997.924805 66.796 -161.2093
18998.291016 66.462 -160.9617
18998.657227 66.668 -160.3572
18999.023438 66.646 -162.3551
18999.389648 66.390 -160.0901
18999.755859 66.874 -158.1469
19000.122070 66.900 -161.2708
19000.488281 66.285 -160.8969
19000.854492 66.381 -158.5017
19001.220703 66.598 -160.1709
19001.586914 66.540 -161.0619
19001.953125 66.629 -161.8076
19002.319336 66.379 -162.8946
19002.685547 66.125 -160.5821
19003.051758 66.372 -159.1780
19003.417969 66.493 -159.8926
19003.784180 66.603 -160.1759
19004.150391 66.668 -161.5843
19004.516602 66.420 -161.6615
19004.882812 66.432 -159.7363
19005.249023 66.654 -159.7050
19005.615234 66.798 -160.4345
19005.981445 67.005 -161.7863
19006.347656 66.992 -163.2419
19006.713867 66.969 -162.3993
19007.080078 67.161 -162.3458
19007.446289 67.103 -163.3757
19007.812500 67.133 -163.2277
19008.178711 67.411 -164.8765
19008.544922 67.413 -166.8507
19008.911133 67.445 -166.3812
19009.277344 67.617 -166.7086
19009.643555 67.500 -167.8494
19010.009766 67.312 -168.2547
19010.375977 67.240 -168.9572
19010.742188 67.304 -169.8074
19011.108398 67.478 -171.9062
19011.474609 67.355 -174.7449
19011.840820 67.073 -175.6739
19012.207031 66.985 -176.3140
19012.573242 66.870 -177.4677
19012.939453 66.852 -178.1099
19013.305664 66.853 179.8073
19013.671875 66.467 178.0224
19014.038086 66.083 178.8639
19014.404297 65.936 179.5216
19014.770508 65.749 179.6771
19015.136719 65.608 179.5293
19015.502930 65.298 178.4094
19015.869141 64.787 178.8658
19016.235352 64.470 -179.3804
19016.601562 64.246 -177.8738
19016.967773 64.163 -176.4377
19017.333984 64.149 -176.7606
19017.700195 63.971 -177.0687
19018.066406 63.947 -176.3073
19018.432617 63.864 -175.8665
19018.798828 63.633 -173.1584
19019.165039 63.741 -170.8909
19019.531250 63.602 -172.1498
19019.897461 63.210 -172.0179
19020.263672 63.308 -170.9238
19020.629883 63.474 -170.5211
19020.996094 63.618 -168.2593
19021.362305 63.790 -167.3745
19021.728516 63.436 -167.7230
19022.094727 63.076 -166.1685
19022.460938 63.205 -165.9250
19022.827148 63.346 -166.9435
19023.193359 63.403 -167.1401
19023.559570 63.200 -166.8002
19023.925781 62.874 -164.2800
19024.291992 63.006 -162.3664
19024.658203 63.141 -163.7453
19025.024414 62.976 -164.2140
19025.390625 62.868 -162.4503
19025.756836 62.842 -160.8056
19026.123047 62.720 -160.3888
19026.489258 62.454 -159.8137
19026.855469 62.525 -157.4224
19027.221680 62.964 -157.0042
19027.587891 62.842 -157.1821
19027.954102 62.583 -153.0225
19028.320312 62.767 -150.7443
19028.686523 62.445 -150.8670
19029.052734 62.272 -146.9350
19029.418945 62.867 -145.7851
19029.785156 62.916 -147.4740
19030.151367 62.812 -144.8086
19030.517578 63.336 -143.1785
19030.883789 63.577 -144.4269
19031.250000 63.642 -142.8533
19031.616211 64.108 -140.7531
19031.982422 64.438 -140.8975
19032.348633 64.394 -140.6938
19032.714844 64.409 -139.3144
19033.081055 64.724 -139.3121
19033.447266 64.969 -141.6367
19033.813477 64.959 -143.0236
19034.179688 65.146 -142.3871
19034.545898 65.556 -142.9051
19034.912109 65.800 -144.3975
19035.278320 65.922 -145.6081
19035.644531 65.903 -146.5662
19036.010742 65.837 -146.0563
19036.376953 66.038 -145.5717
19036.743164 66.212 -146.9214
19037.109375 66.192 -147.7433
19037.475586 66.257 -147.7327
19037.841797 66.291 -148.2910
19038.208008 66.201 -148.7089
19038.574219 66.144 -149.2446
19038.940430 66.144 -150.4212
19039.306641 66.204 -152.3434
19039.672852 66.110 -154.4703
19040.039062 65.918 -154.1063
19040.405273 66.099 -153.0267
19040.771484 66.158 -154.8251
19041.137695 65.726 -155.4211
19041.503906 65.600 -153.7224
19041.870117 65.690 -154.7214
19042.236328 65.433 -155.6762
19042.602539 65.363 -154.5522
19042.968750 65.395 -154.9627
19043.334961 65.078 -154.4851
19043.701172 64.976 -151.8058
19044.067383 65.085 -151.0927
19044.433594 64.968 -151.3200
19044.799805 64.795 -150.9834
19045.166016 64.555 -149.9783
19045.532227 64.505 -147.1422
19045.898438 64.843 -146.0662
19046.264648 64.908 -147.3430
19046.630859 64.775 -146.4241
19046.997070 65.001 -144.3499
19047.363281 65.276 -143.3700
19047.729492 65.431 -142.0426
19048.095703 65.572 -141.0176
19048.461914 65.624 -140.5271
19048.828125 65.766 -140.2980
19049.194336 65.988 -141.0827
19049.560547 66.161 -141.5393
19049.926758 66.402 -141.3079
19050.292969 66.582 -141.2353
19050.659180 66.710 -140.6410
19051.025391 66.954 -140.8290
19051.391602 67.059 -142.1226
19051.757812 67.123 -141.9603
19052.124023 67.476 -141.8050
19052.490234 67.700 -143.4423
19052.856445 67.610 -143.9569
19053.222656 67.692 -142.9937
19053.588867 67.946 -143.6542
19053.955078 68.000 -145.4301
19054.321289 67.951 -146.3307
19054.687500 68.025 -146.9818
19055.053711 68.106 -148.3925
19055.419922 68.090 -149.5173
19055.786133 68.139 -149.8941
19056.152344 68.255 -150.5791
19056.518555 68.322 -151.2754
19056.884766 68.444 -151.8573
19057.250977 68.545 -153.2214
19057.617188 68.491 -154.2894
19057.983398 68.481 -154.6750
19058.349609 68.476 -155.8481
19058.715820 68.327 -156.8708
19059.082031 68.292 -157.0263
19059.448242 68.397 -157.7497
19059.814453 68.427 -158.6204
19060.180664 68.397 -159.1156
19060.546875 68.281 -159.7015
19060.913086 68.156 -160.2621
19061.279297 68.134 -161.7486
19061.645508 68.026 -163.6476
19062.011719 67.935 -163.6126
19062.377930 68.087 -163.1537
19062.744141 68.105 -164.1917
19063.110352 67.839 -165.2136
19063.476562 67.576 -165.9808
19063.842773 67.382 -166.8955
19064.208984 67.317 -167.0598
19064.575195 67.411 -167.3711
19064.941406 67.365 -168.5868
19065.307617 67.109 -169.4357
19065.673828 66.917 -169.6308
19066.040039 66.892 -169.9005
19066.406250 66.915 -170.1091
19066.772461 66.846 -169.9513
19067.138672 66.595 -169.2834
19067.504883 66.274 -168.1030
19067.871094 66.101 -167.3929
19068.237305 66.051 -167.9758
19068.603516 65.941 -168.6657
19068.969727 65.745 -167.8101
19069.335938 65.615 -165.4908
19069.702148 65.660 -163.8051
19070.068359 65.666 -164.2748
19070.434570 65.451 -164.7275
19070.800781 65.380 -163.1932
19071.166992 65.576 -162.3947
19071.533203 65.555 -162.7094
19071.899414 65.462 -161.7586
19072.265625 65.614 -161.2286
19072.631836 65.672 -161.3191
19072.998047 65.704 -159.5990
19073.364258 65.882 -158.1326
19073.730469 65.836 -157.9506
19074.096680 65.725 -157.3575
19074.462891 65.864 -157.9490
19074.829102 65.965 -159.7146
19075.195312 66.033 -159.8728
19075.561523 66.296 -159.4249
19075.927734 66.480 -160.4228
19076.293945 66.392 -161.6186
19076.660156 66.308 -161.7756
19077.026367 66.426 -161.9865
19077.392578 66.547 -162.9155
19077.758789 66.552 -163.5568
19078.125000 66.550 -163.9817
19078.491211 66.524 -164.8088
19078.857422 66.501 -165.5702
19079.223633 66.545 -166.7030
19079.589844 66.480 -168.3875
19079.956055 66.268 -169.4740
19080.322266 66.045 -169.9768
19080.688477 65.858 -170.2468
19081.054688 65.784 -170.9242
19081.420898 65.638 -172.7115
19081.787109 65.356 -173.4586
19082.153320 65.342 -173.4410
19082.519531 65.266 -175.2198
19082.885742 64.748 -175.1703
19083.251953 64.507 -172.4576
19083.618164 64.425 -172.9897
19083.984375 63.862 -174.1930
19084.350586 63.501 -172.6812
19084.716797 63.491 -172.3326
19085.083008 63.184 -171.3822
19085.449219 62.950 -167.7401
19085.815430 62.867 -165.6057
19086.181641 62.599 -164.8198
19086.547852 62.440 -164.2929
19086.914062 62.297 -164.3838
19087.280273 62.015 -161.9767
19087.646484 62.062 -157.1490
19088.012695 62.360 -154.9186
19088.378906 62.374 -155.6473
19088.745117 62.182 -155.9011
19089.111328 62.238 -154.2707
19089.477539 62.527 -152.3073
19089.843750 62.669 -150.0959
19090.209961 62.661 -147.2453
19090.576172 62.610 -145.1303
19090.942383 62.500 -144.0195
19091.308594 62.466 -142.8184
19091.674805 62.695 -141.4598
19092.041016 63.051 -141.5339
19092.407227 63.045 -142.1888
19092.773438 62.891 -139.3598
19093.139648 63.383 -135.9691
19093.505859 63.811 -136.9861
19093.872070 63.597 -136.8997
19094.238281 63.689 -133.4960
19094.604492 64.202 -133.1115
19094.970703 64.404 -134.4002
19095.336914 64.528 -133.7999
19095.703125 64.777 -132.5820
19096.069336 65.019 -131.5650
19096.435547 65.224 -131.5611
19096.801758 65.265 -132.0359
19097.167969 65.429 -131.3356
19097.534180 65.850 -131.4524
19097.900391 66.055 -132.0225
19098.266602 66.214 -130.8326
