* Generated by rew_pipeline.py (source UUID 9e8dedfa-8b56-4da9-abd5-de1186520615, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -0.999958 s))
* Measurement: L.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Trace Arithmetic A times B A = L.nofdw.120.green.multipos.fdw6 B = FLX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
8742.919922 71.119 1.3544
8743.103027 70.720 2.1669
8743.286133 70.306 3.4568
8743.469238 69.911 5.2020
8743.652344 69.569 7.2282
8743.835449 69.285 9.2938
8744.018555 69.030 11.3215
8744.201660 68.779 13.5365
8744.384766 68.547 16.3224
8744.567871 68.398 19.8556
8744.750977 68.396 23.8340
8744.934082 68.537 27.6656
8745.117188 68.752 30.9873
8745.300293 68.977 33.8877
8745.483398 69.208 36.6234
8745.666504 69.487 39.2085
8745.849609 69.843 41.3168
8746.032715 70.245 42.6054
8746.215820 70.634 43.0780
8746.398926 70.969 43.0964
8746.582031 71.260 43.0941
8746.765137 71.550 43.2725
8746.948242 71.872 43.5097
8747.131348 72.215 43.5501
8747.314453 72.539 43.2771
8747.497559 72.807 42.7941
8747.680664 73.017 42.2883
8747.863770 73.188 41.8532
8748.046875 73.348 41.4378
8748.229980 73.503 40.9464
8748.413086 73.653 40.3610
8748.596191 73.801 39.7460
8748.779297 73.957 39.1415
8748.962402 74.131 38.4921
8749.145508 74.309 37.7126
8749.328613 74.466 36.8241
8749.511719 74.587 35.9910
8749.694824 74.689 35.3893
8749.877930 74.812 35.0100
8750.061035 74.983 34.5973
8750.244141 75.186 33.8359
8750.427246 75.375 32.6240
8750.610352 75.506 31.1570
8750.793457 75.576 29.7666
8750.976562 75.616 28.6727
8751.159668 75.666 27.8350
8751.342773 75.741 27.0209
8751.525879 75.823 26.0281
8751.708984 75.884 24.8388
8751.892090 75.911 23.5764
8752.075195 75.916 22.3546
8752.258301 75.918 21.1801
8752.441406 75.924 19.9876
8752.624512 75.929 18.7429
8752.807617 75.925 17.4876
8752.990723 75.911 16.2849
8753.173828 75.892 15.1426
8753.356934 75.867 14.0136
8753.540039 75.823 12.8727
8753.723145 75.753 11.7728
8753.906250 75.662 10.8033
8754.089355 75.568 9.9887
8754.272461 75.488 9.2449
8754.455566 75.419 8.4617
8754.638672 75.343 7.6363
8754.821777 75.251 6.9018
8755.004883 75.158 6.4032
8755.187988 75.091 6.1320
8755.371094 75.070 5.8895
8755.554199 75.079 5.4426
8755.737305 75.086 4.7139
8755.920410 75.065 3.8129
8756.103516 75.019 2.9038
8756.286621 74.966 2.0614
8756.469727 74.920 1.2493
8756.652832 74.879 0.4143
8756.835938 74.835 -0.4257
8757.019043 74.787 -1.2108
8757.202148 74.746 -1.9400
8757.385254 74.716 -2.7117
8757.568359 74.683 -3.6376
8757.751465 74.627 -4.7221
8757.934570 74.537 -5.8474
8758.117676 74.426 -6.8886
8758.300781 74.319 -7.8451
8758.483887 74.228 -8.8477
8758.666992 74.141 -10.0230
8758.850098 74.030 -11.3574
8759.033203 73.883 -12.7051
8759.216309 73.706 -13.9244
8759.399414 73.522 -15.0033
8759.582520 73.341 -16.0532
8759.765625 73.158 -17.1826
8759.948730 72.960 -18.3926
8760.131836 72.744 -19.6015
8760.314941 72.522 -20.7501
8760.498047 72.300 -21.8580
8760.681152 72.072 -22.9686
8760.864258 71.824 -24.0611
8761.047363 71.545 -25.0501
8761.230469 71.237 -25.8783
8761.413574 70.905 -26.5813
8761.596680 70.540 -27.2218
8761.779785 70.129 -27.7544
8761.962891 69.677 -28.0016
8762.145996 69.221 -27.8263
8762.329102 68.807 -27.3491
8762.512207 68.441 -26.9013
8762.695312 68.066 -26.6458
8762.878418 67.616 -26.2655
8763.061523 67.088 -25.1058
8763.244629 66.575 -22.7357
8763.427734 66.193 -19.5038
8763.610840 65.965 -16.3421
8763.793945 65.787 -13.7989
8763.977051 65.568 -11.5684
8764.160156 65.331 -9.0560
8764.343262 65.179 -6.2105
8764.526367 65.155 -3.6428
8764.709473 65.184 -1.7877
8764.892578 65.168 -0.2410
8765.075684 65.119 1.8434
8765.258789 65.171 4.7503
8765.441895 65.426 7.6556
8765.625000 65.811 9.4414
8765.808105 66.151 9.9031
8765.991211 66.341 9.7569
8766.174316 66.420 9.8092
8766.357422 66.503 10.2240
8766.540527 66.662 10.4476
8766.723633 66.853 9.9182
8766.906738 66.982 8.7334
8767.089844 67.012 7.5166
8767.272949 67.001 6.7680
8767.456055 67.032 6.3416
8767.639160 67.108 5.5850
8767.822266 67.132 4.0708
8768.005371 66.988 2.0625
8768.188477 66.641 0.2948
8768.371582 66.165 -0.6046
8768.554688 65.691 -0.6691
8768.737793 65.292 -0.6364
8768.920898 64.913 -1.2112
8769.104004 64.440 -2.3352
8769.287109 63.824 -3.2741
8769.470215 63.122 -3.2674
8769.653320 62.450 -2.1694
8769.836426 61.861 -0.4976
8770.019531 61.287 1.3237
8770.202637 60.622 3.6375
8770.385742 59.852 7.3458
8770.568848 59.085 13.1414
8770.751953 58.471 20.9622
8770.935059 58.113 30.2607
8771.118164 58.092 40.4044
8771.301270 58.480 50.2214
8771.484375 59.194 58.1011
8771.667480 59.988 63.4329
8771.850586 60.675 67.0353
8772.033691 61.261 70.0940
8772.216797 61.883 73.0433
8772.399902 62.631 75.3155
8772.583008 63.446 76.2209
8772.766113 64.190 75.8687
8772.949219 64.784 75.0811
8773.132324 65.259 74.7170
8773.315430 65.721 75.0630
8773.498535 66.247 75.6704
8773.681641 66.819 75.8431
8773.864746 67.346 75.2962
8774.047852 67.761 74.2883
8774.230957 68.062 73.2816
8774.414062 68.307 72.5647
8774.597168 68.565 72.0878
8774.780273 68.871 71.5817
8774.963379 69.217 70.8208
8775.146484 69.573 69.7715
8775.329590 69.912 68.5417
8775.512695 70.221 67.2645
8775.695801 70.492 66.0388
8775.878906 70.724 64.9262
8776.062012 70.924 63.9457
8776.245117 71.106 63.0454
8776.428223 71.281 62.0975
8776.611328 71.447 60.9599
8776.794434 71.590 59.5726
8776.977539 71.695 58.0081
8777.160645 71.760 56.4319
8777.343750 71.799 55.0050
8777.526855 71.835 53.7930
8777.709961 71.889 52.7324
8777.893066 71.966 51.6693
8778.076172 72.053 50.4427
8778.259277 72.122 48.9734
8778.442383 72.146 47.3178
8778.625488 72.108 45.6640
8778.808594 72.020 44.2534
8778.991699 71.918 43.2418
8779.174805 71.847 42.5688
8779.357910 71.828 41.9669
8779.541016 71.838 41.1619
8779.724121 71.831 40.0995
8779.907227 71.769 38.9804
8780.090332 71.659 38.0849
8780.273438 71.536 37.5387
8780.456543 71.437 37.2126
8780.639648 71.365 36.8634
8780.822754 71.294 36.3855
8781.005859 71.201 35.9031
8781.188965 71.090 35.6196
8781.372070 70.990 35.5955
8781.555176 70.920 35.6892
8781.738281 70.866 35.7302
8781.921387 70.801 35.7231
8782.104492 70.720 35.8365
8782.287598 70.650 36.1851
8782.470703 70.629 36.6429
8782.653809 70.665 36.9125
8782.836914 70.724 36.7998
8783.020020 70.764 36.3808
8783.203125 70.770 35.8992
8783.386230 70.754 35.5420
8783.569336 70.738 35.3229
8783.752441 70.726 35.1619
8783.935547 70.712 35.0331
8784.118652 70.699 34.9817
8784.301758 70.708 34.9879
8784.484863 70.757 34.8676
8784.667969 70.831 34.3841
8784.851074 70.884 33.4774
8785.034180 70.878 32.3549
8785.217285 70.805 31.3484
8785.400391 70.694 30.6744
8785.583496 70.578 30.3046
8785.766602 70.468 30.0599
8785.949707 70.350 29.8235
8786.132812 70.220 29.6178
8786.315918 70.096 29.4620
8786.499023 70.001 29.2119
8786.682129 69.930 28.6285
8786.865234 69.840 27.6486
8787.048340 69.690 26.5459
8787.231445 69.478 25.7834
8787.414551 69.256 25.6544
8787.597656 69.080 26.0089
8787.780762 68.951 26.3879
8787.963867 68.801 26.5115
8788.146973 68.555 26.5830
8788.330078 68.205 27.1108
8788.513184 67.817 28.4490
8788.696289 67.482 30.4482
8788.879395 67.237 32.6014
8789.062500 67.045 34.6051
8789.245605 66.868 36.6381
8789.428711 66.729 39.0278
8789.611816 66.688 41.7494
8789.794922 66.762 44.3907
8789.978027 66.896 46.6544
8790.161133 67.027 48.7108
8790.344238 67.155 50.9508
8790.527344 67.341 53.4667
8790.710449 67.630 55.8612
8790.893555 67.993 57.6386
8791.076660 68.354 58.6998
8791.259766 68.669 59.3521
8791.442871 68.947 59.9405
8791.625977 69.228 60.5354
8791.809082 69.528 60.9470
8791.992188 69.824 61.0016
8792.175293 70.082 60.7497
8792.358398 70.289 60.4060
8792.541504 70.468 60.1360
8792.724609 70.649 59.9156
8792.907715 70.845 59.5871
8793.090820 71.039 59.0348
8793.273926 71.210 58.2928
8793.457031 71.346 57.5003
8793.640137 71.451 56.7893
8793.823242 71.538 56.2180
8794.006348 71.620 55.7788
8794.189453 71.708 55.4309
8794.372559 71.810 55.1070
8794.555664 71.933 54.7084
8794.738770 72.072 54.1408
8794.921875 72.210 53.3833
8795.104980 72.336 52.5202
8795.288086 72.447 51.6845
8795.471191 72.556 50.9514
8795.654297 72.673 50.2783
8795.837402 72.797 49.5532
8796.020508 72.912 48.7042
8796.203613 73.003 47.7567
8796.386719 73.070 46.7856
8796.569824 73.128 45.8208
8796.752930 73.191 44.8069
8796.936035 73.262 43.6596
8797.119141 73.327 42.3579
8797.302246 73.374 40.9753
8797.485352 73.399 39.6249
8797.668457 73.403 38.3806
8797.851562 73.390 37.2451
8798.034668 73.360 36.1820
8798.217773 73.307 35.1603
8798.400879 73.229 34.1650
8798.583984 73.129 33.1805
8798.767090 73.007 32.1945
8798.950195 72.863 31.2376
8799.133301 72.700 30.4056
8799.316406 72.533 29.8058
8799.499512 72.388 29.4437
8799.682617 72.280 29.1668
8799.865723 72.194 28.7673
8800.048828 72.088 28.1836
8800.231934 71.927 27.5950
8800.415039 71.716 27.3054
8800.598145 71.501 27.4907
8800.781250 71.338 28.0106
8800.964355 71.246 28.4991
8801.147461 71.190 28.6965
8801.330566 71.123 28.6697
8801.513672 71.029 28.6972
8801.696777 70.932 28.9702
8801.879883 70.859 29.4081
8802.062988 70.808 29.7751
8802.246094 70.743 29.9741
8802.429199 70.636 30.1807
8802.612305 70.504 30.6724
8802.795410 70.403 31.5216
8802.978516 70.379 32.4631
8803.161621 70.420 33.1278
8803.344727 70.472 33.4134
8803.527832 70.491 33.5795
8803.710938 70.481 34.0028
8803.894043 70.486 34.8454
8804.077148 70.552 35.9145
8804.260254 70.681 36.8386
8804.443359 70.837 37.3777
8804.626465 70.982 37.5486
8804.809570 71.101 37.5121
8804.992676 71.204 37.4107
8805.175781 71.307 37.3032
8805.358887 71.420 37.1883
8805.541992 71.551 37.0279
8805.725098 71.698 36.7343
8805.908203 71.850 36.1761
8806.091309 71.977 35.2605
8806.274414 72.044 34.0370
8806.457520 72.036 32.7152
8806.640625 71.971 31.5504
8806.823730 71.896 30.6597
8807.006836 71.861 29.9097
8807.189941 71.875 29.0191
8807.373047 71.906 27.8184
8807.556152 71.905 26.4152
8807.739258 71.847 25.1111
8807.922363 71.747 24.1660
8808.105469 71.639 23.5987
8808.288574 71.541 23.1839
8808.471680 71.440 22.6622
8808.654785 71.304 21.9627
8808.837891 71.118 21.2340
8809.020996 70.900 20.6857
8809.204102 70.692 20.3998
8809.387207 70.526 20.2731
8809.570312 70.405 20.1360
8809.753418 70.307 19.9163
8809.936523 70.207 19.6788
8810.119629 70.096 19.5246
8810.302734 69.981 19.4760
8810.485840 69.870 19.4537
8810.668945 69.759 19.3504
8810.852051 69.641 19.1202
8811.035156 69.512 18.8074
8811.218262 69.376 18.5126
8811.401367 69.243 18.3357
8811.584473 69.125 18.3247
8811.767578 69.028 18.4498
8811.950684 68.942 18.6181
8812.133789 68.842 18.7400
8812.316895 68.699 18.8082
8812.500000 68.495 18.9191
8812.683105 68.242 19.1933
8812.866211 67.975 19.6437
8813.049316 67.731 20.1123
8813.232422 67.519 20.3845
8813.415527 67.320 20.4066
8813.598633 67.114 20.3753
8813.781738 66.906 20.5914
8813.964844 66.717 21.2106
8814.147949 66.559 22.1501
8814.331055 66.402 23.2751
8814.514160 66.205 24.6551
8814.697266 65.962 26.5472
8814.880371 65.727 29.0494
8815.063477 65.559 31.7866
8815.246582 65.444 34.1357
8815.429688 65.290 35.9017
8815.612793 65.024 37.6602
8815.795898 64.689 40.3750
8815.979004 64.461 44.5022
8816.162109 64.518 49.2426
8816.345215 64.845 53.1532
8816.528320 65.261 55.6457
8816.711426 65.630 57.2542
8816.894531 65.949 58.7350
8817.077637 66.295 60.2940
8817.260742 66.705 61.5624
8817.443848 67.128 62.2176
8817.626953 67.492 62.4602
8817.810059 67.780 62.8350
8817.993164 68.052 63.6872
8818.176270 68.377 64.8028
8818.359375 68.755 65.6276
8818.542480 69.114 65.8593
8818.725586 69.388 65.7117
8818.908691 69.582 65.6301
8819.091797 69.764 65.8166
8819.274902 70.008 65.9990
8819.458008 70.317 65.6969
8819.641113 70.634 64.7244
8819.824219 70.902 63.3695
8820.007324 71.114 62.1332
8820.190430 71.314 61.3358
8820.373535 71.554 60.8955
8820.556641 71.843 60.4485
8820.739746 72.143 59.6903
8820.922852 72.403 58.5832
8821.105957 72.599 57.2806
8821.289062 72.741 55.9313
8821.472168 72.855 54.5639
8821.655273 72.958 53.1182
8821.838379 73.053 51.5550
8822.021484 73.136 49.9225
8822.204590 73.207 48.3254
8822.387695 73.272 46.8478
8822.570801 73.339 45.5022
8822.753906 73.410 44.2356
8822.937012 73.480 42.9683
8823.120117 73.539 41.6323
8823.303223 73.577 40.2001
8823.486328 73.586 38.7010
8823.669434 73.569 37.2109
8823.852539 73.539 35.7982
8824.035645 73.517 34.4530
8824.218750 73.513 33.0696
8824.401855 73.514 31.5311
8824.584961 73.493 29.8375
8824.768066 73.430 28.1481
8824.951172 73.331 26.6744
8825.134277 73.233 25.4917
8825.317383 73.168 24.4292
8825.500488 73.136 23.1871
8825.683594 73.097 21.6091
8825.866699 73.006 19.8427
8826.049805 72.855 18.2353
8826.232910 72.681 17.0559
8826.416016 72.540 16.2508
8826.599121 72.457 15.4583
8826.782227 72.401 14.3153
8826.965332 72.310 12.7576
8827.148438 72.145 11.0294
8827.331543 71.911 9.4623
8827.514648 71.647 8.2383
8827.697754 71.397 7.2975
8827.880859 71.178 6.4347
8828.063965 70.980 5.4716
8828.247070 70.781 4.3373
8828.430176 70.557 3.0382
8828.613281 70.285 1.6283
8828.796387 69.945 0.2378
8828.979492 69.535 -0.9110
8829.162598 69.084 -1.5996
8829.345703 68.648 -1.8114
8829.528809 68.271 -1.8380
8829.711914 67.942 -2.0803
8829.895020 67.599 -2.6638
8830.078125 67.187 -3.2786
8830.261230 66.704 -3.4079
8830.444336 66.207 -2.7452
8830.627441 65.756 -1.4492
8830.810547 65.350 0.0762
8830.993652 64.936 1.6984
8831.176758 64.482 3.7273
8831.359863 64.039 6.5089
8831.542969 63.700 9.8757
8831.726074 63.497 13.1676
8831.909180 63.366 15.9404
8832.092285 63.236 18.4086
8832.275391 63.114 21.0494
8832.458496 63.073 23.9266
8832.641602 63.136 26.5745
8832.824707 63.237 28.6246
8833.007812 63.294 30.3076
8833.190918 63.305 32.1699
8833.374023 63.355 34.3744
8833.557129 63.512 36.3725
8833.740234 63.735 37.4363
8833.923340 63.912 37.4306
8834.106445 63.975 36.8738
8834.289551 63.948 36.3951
8834.472656 63.911 36.1976
8834.655762 63.910 35.9779
8834.838867 63.903 35.4059
8835.021973 63.808 34.6240
8835.205078 63.584 34.2095
8835.388184 63.273 34.6946
8835.571289 62.956 36.0864
8835.754395 62.659 37.8959
8835.937500 62.315 39.8054
8836.120605 61.847 42.2400
8836.303711 61.296 46.1425
8836.486816 60.867 51.9652
8836.669922 60.787 58.6383
8836.853027 61.044 64.2513
8837.036133 61.416 68.0095
8837.219238 61.732 70.5682
8837.402344 61.979 72.9526
8837.585449 62.251 75.6846
8837.768555 62.637 78.5556
8837.951660 63.148 81.0003
8838.134766 63.720 82.6497
8838.317871 64.275 83.5360
8838.500977 64.770 83.9485
8838.684082 65.203 84.2026
8838.867188 65.609 84.4488
8839.050293 66.025 84.5702
8839.233398 66.458 84.2692
8839.416504 66.866 83.3444
8839.599609 67.195 81.9273
8839.782715 67.415 80.4628
8839.965820 67.561 79.4352
8840.148926 67.712 78.9921
8840.332031 67.934 78.7585
8840.515137 68.209 78.1318
8840.698242 68.449 76.8458
8840.881348 68.569 75.2017
8841.064453 68.556 73.8101
8841.247559 68.480 73.1188
8841.430664 68.444 73.0273
8841.613770 68.494 72.9436
8841.796875 68.583 72.3569
8841.979980 68.629 71.3186
8842.163086 68.595 70.3388
8842.346191 68.527 69.9041
8842.529297 68.502 70.0446
8842.712402 68.561 70.3247
8842.895508 68.658 70.3203
8843.078613 68.717 70.0539
8843.261719 68.702 69.9270
8843.444824 68.651 70.3043
8843.627930 68.632 71.1480
8843.811035 68.680 72.0370
8843.994141 68.765 72.5861
8844.177246 68.835 72.8051
8844.360352 68.872 73.0292
8844.543457 68.918 73.5577
8844.726562 69.036 74.3453
8844.909668 69.256 75.0188
8845.092773 69.542 75.2177
8845.275879 69.826 74.8964
8845.458984 70.057 74.3168
8845.642090 70.227 73.8289
8845.825195 70.365 73.6450
8846.008301 70.511 73.7250
8846.191406 70.689 73.8266
8846.374512 70.891 73.6855
8846.557617 71.090 73.1848
8846.740723 71.265 72.3901
8846.923828 71.414 71.4539
8847.106934 71.553 70.4857
8847.290039 71.700 69.4834
8847.473145 71.858 68.3704
8847.656250 72.013 67.0935
8847.839355 72.148 65.6843
8848.022461 72.252 64.2278
8848.205566 72.327 62.7836
8848.388672 72.382 61.3395
8848.571777 72.415 59.8452
8848.754883 72.421 58.2891
8848.937988 72.395 56.7378
8849.121094 72.343 55.2964
8849.304199 72.280 54.0313
8849.487305 72.218 52.9317
8849.670410 72.159 51.9443
8849.853516 72.096 51.0343
8850.036621 72.022 50.1989
8850.219727 71.935 49.4272
8850.402832 71.833 48.6765
8850.585938 71.713 47.9167
8850.769043 71.569 47.1932
8850.952148 71.416 46.6090
8851.135254 71.283 46.2017
8851.318359 71.196 45.8361
8851.501465 71.149 45.2842
8851.684570 71.097 44.4713
8851.867676 70.993 43.6334
8852.050781 70.836 43.1890
8852.233887 70.685 43.3785
8852.416992 70.613 43.9392
8852.600098 70.635 44.2112
8852.783203 70.678 43.7023
8852.966309 70.647 42.5075
8853.149414 70.503 41.1871
8853.332520 70.288 40.3202
8853.515625 70.097 40.0667
8853.698730 69.996 40.0561
8853.881836 69.968 39.7839
8854.064941 69.934 39.1247
8854.248047 69.839 38.3966
8854.431152 69.689 38.0069
8854.614258 69.538 38.0670
8854.797363 69.426 38.3029
8854.980469 69.342 38.3378
8855.163574 69.238 38.0396
8855.346680 69.079 37.5766
8855.529785 68.861 37.2199
8855.712891 68.605 37.1556
8855.895996 68.331 37.4536
8856.079102 68.054 38.1370
8856.262207 67.792 39.1920
8856.445312 67.562 40.4935
8856.628418 67.362 41.8090
8856.811523 67.162 42.9862
8856.994629 66.934 44.1307
8857.177734 66.688 45.5104
8857.360840 66.481 47.2185
8857.543945 66.359 48.9697
8857.727051 66.299 50.3874
8857.910156 66.232 51.5211
8858.093262 66.123 52.9280
8858.276367 66.039 55.1441
8858.459473 66.092 57.9977
8858.642578 66.313 60.6027
8858.825684 66.588 62.3007
8859.008789 66.781 63.3635
8859.191895 66.860 64.6561
8859.375000 66.929 66.7747
8859.558105 67.127 69.3845
8859.741211 67.482 71.4967
8859.924316 67.881 72.5389
8860.107422 68.211 72.8355
8860.290527 68.464 73.0946
8860.473633 68.717 73.6726
8860.656738 69.046 74.2735
8860.839844 69.440 74.3513
8861.022949 69.818 73.7549
8861.206055 70.119 72.8615
8861.389160 70.360 72.1759
8861.572266 70.606 71.8588
8861.755371 70.910 71.5863
8861.938477 71.252 70.8835
8862.121582 71.565 69.5728
8862.304688 71.795 67.8622
8862.487793 71.941 66.0907
8862.670898 72.041 64.4383
8862.854004 72.142 62.8197
8863.037109 72.259 61.0145
8863.220215 72.377 58.8915
8863.403320 72.475 56.5111
8863.586426 72.540 54.0524
8863.769531 72.575 51.6816
8863.952637 72.586 49.4775
8864.135742 72.576 47.4341
8864.318848 72.540 45.4975
8864.501953 72.470 43.5941
8864.685059 72.354 41.6579
8864.868164 72.183 39.6752
8865.051270 71.952 37.7201
8865.234375 71.679 35.9256
8865.417480 71.398 34.3722
8865.600586 71.147 32.9708
8865.783691 70.936 31.4901
8865.966797 70.729 29.7626
8866.149902 70.470 27.8844
8866.333008 70.124 26.2040
8866.516113 69.709 25.0916
8866.699219 69.281 24.6427
8866.882324 68.892 24.5529
8867.065430 68.537 24.3605
8867.248535 68.165 23.8692
8867.431641 67.729 23.3171
8867.614746 67.236 23.1671
8867.797852 66.743 23.7457
8867.980957 66.320 25.0122
8868.164062 65.993 26.6416
8868.347168 65.741 28.3064
8868.530273 65.518 29.8424
8868.713379 65.279 31.2286
8868.896484 64.986 32.5853
8869.079590 64.627 34.2260
8869.262695 64.254 36.5368
8869.445801 63.987 39.5191
8869.628906 63.921 42.3960
8869.812012 64.002 44.1122
8869.995117 64.045 44.4177
8870.178223 63.890 44.2003
8870.361328 63.520 44.9261
8870.544434 63.105 47.6661
8870.727539 62.895 51.9780
8870.910645 62.949 56.0097
8871.093750 63.050 58.5501
8871.276855 62.965 60.1856
8871.459961 62.666 62.4070
8871.643066 62.340 66.1885
8871.826172 62.222 70.9710
8872.009277 62.341 75.2840
8872.192383 62.536 78.6339
8872.375488 62.715 81.8592
8872.558594 62.982 85.7425
8872.741699 63.496 89.7590
8872.924805 64.239 92.5381
8873.107910 65.017 93.4746
8873.291016 65.668 93.1363
8873.474121 66.166 92.4517
8873.657227 66.588 91.9467
8873.840332 67.016 91.5088
8874.023438 67.467 90.7165
8874.206543 67.892 89.3661
8874.389648 68.244 87.6342
8874.572754 68.517 85.8246
8874.755859 68.737 84.0679
8874.938965 68.921 82.2610
8875.122070 69.059 80.2597
8875.305176 69.129 78.0839
8875.488281 69.130 75.9073
8875.671387 69.092 73.8611
8875.854492 69.049 71.8717
8876.037598 69.008 69.7322
8876.220703 68.931 67.3618
8876.403809 68.778 64.9689
8876.586914 68.543 62.9289
8876.770020 68.266 61.4621
8876.953125 67.997 60.3756
8877.136230 67.731 59.1731
8877.319336 67.397 57.5167
8877.502441 66.905 55.5828
8877.685547 66.219 53.9967
8877.868652 65.393 53.4405
8878.051758 64.544 54.1464
8878.234863 63.758 55.6818
8878.417969 62.992 57.5241
8878.601074 62.121 60.0137
8878.784180 61.109 64.6028
8878.967285 60.192 72.8509
8879.150391 59.818 84.0930
8879.333496 60.125 94.8905
8879.516602 60.748 103.1468
8879.699707 61.384 109.6696
8879.882812 62.039 115.6577
8880.065918 62.834 121.0335
8880.249023 63.762 124.9064
8880.432129 64.684 126.9344
8880.615234 65.481 127.6828
8880.798340 66.140 127.9994
8880.981445 66.732 128.3742
8881.164551 67.328 128.7219
8881.347656 67.932 128.6764
8881.530762 68.490 128.0912
8881.713867 68.951 127.2279
8881.896973 69.317 126.5275
8882.080078 69.648 126.2330
8882.263184 70.008 126.1727
8882.446289 70.410 125.9196
8882.629395 70.811 125.2060
8882.812500 71.159 124.1541
8882.995605 71.442 123.1267
8883.178711 71.701 122.3888
8883.361816 71.991 121.8693
8883.544922 72.331 121.2343
8883.728027 72.689 120.2182
8883.911133 73.015 118.8674
8884.094238 73.289 117.4673
8884.277344 73.536 116.2725
8884.460449 73.799 115.2803
8884.643555 74.100 114.2392
8884.826660 74.419 112.8860
8885.009766 74.712 111.1759
8885.192871 74.946 109.2936
8885.375977 75.122 107.4882
8885.559082 75.268 105.8961
8885.742188 75.410 104.4774
8885.925293 75.560 103.0900
8886.108398 75.713 101.6139
8886.291504 75.855 100.0117
8886.474609 75.980 98.2985
8886.657715 76.084 96.4943
8886.840820 76.164 94.6182
8887.023926 76.217 92.7127
8887.207031 76.244 90.8465
8887.390137 76.253 89.0746
8887.573242 76.254 87.3968
8887.756348 76.248 85.7723
8887.939453 76.227 84.1873
8888.122559 76.181 82.7036
8888.305664 76.112 81.4214
8888.488770 76.039 80.3760
8888.671875 75.979 79.4702
8888.854980 75.931 78.5346
8889.038086 75.876 77.4768
8889.221191 75.794 76.3707
8889.404297 75.688 75.3861
8889.587402 75.585 74.6221
8889.770508 75.514 73.9999
8889.953613 75.476 73.3355
8890.136719 75.449 72.5332
8890.319824 75.404 71.6911
8890.502930 75.340 71.0079
8890.686035 75.279 70.5860
8890.869141 75.248 70.3174
8891.052246 75.248 69.9732
8891.235352 75.254 69.4081
8891.418457 75.238 68.6658
8891.601562 75.192 67.8967
8891.784668 75.128 67.2044
8891.967773 75.062 66.5796
8892.150879 74.993 65.9708
8892.333984 74.914 65.3917
8892.517090 74.823 64.9282
8892.700195 74.737 64.6332
8892.883301 74.672 64.4326
8893.066406 74.629 64.1678
8893.249512 74.592 63.7439
8893.432617 74.540 63.2174
8893.615723 74.474 62.7255
8893.798828 74.410 62.3370
8893.981934 74.365 61.9828
8894.165039 74.332 61.5458
8894.348145 74.291 61.0065
8894.531250 74.225 60.4744
8894.714355 74.142 60.0673
8894.897461 74.062 59.7700
8895.080566 73.991 59.4303
8895.263672 73.912 58.9157
8895.446777 73.797 58.2675
8895.629883 73.637 57.6918
8895.812988 73.453 57.3970
8895.996094 73.282 57.4275
8896.179199 73.151 57.6416
8896.362305 73.055 57.8592
8896.545410 72.972 58.0201
8896.728516 72.883 58.1958
8896.911621 72.786 58.4817
8897.094727 72.688 58.9098
8897.277832 72.596 59.4576
8897.460938 72.513 60.0999
8897.644043 72.443 60.8097
8897.827148 72.394 61.5180
8898.010254 72.362 62.1262
8898.193359 72.330 62.6061
8898.376465 72.286 63.0784
8898.559570 72.243 63.7366
8898.742676 72.243 64.6358
8898.925781 72.325 65.5462
8899.108887 72.482 66.0886
8899.291992 72.658 66.0682
8899.475098 72.792 65.6560
8899.658203 72.861 65.2569
8899.841309 72.893 65.2153
8900.024414 72.939 65.5809
8900.207520 73.030 66.1077
8900.390625 73.156 66.4888
8900.573730 73.283 66.5889
8900.756836 73.388 66.4540
8900.939941 73.471 66.1608
8901.123047 73.544 65.7042
8901.306152 73.611 65.0289
8901.489258 73.664 64.1401
8901.672363 73.697 63.1548
8901.855469 73.719 62.2337
8902.038574 73.747 61.4629
8902.221680 73.797 60.7974
8902.404785 73.865 60.1121
8902.587891 73.933 59.3059
8902.770996 73.977 58.3580
8902.954102 73.983 57.3084
8903.137207 73.947 56.2127
8903.320312 73.876 55.1184
8903.503418 73.777 54.0679
8903.686523 73.663 53.1004
8903.869629 73.544 52.2440
8904.052734 73.427 51.5091
8904.235840 73.311 50.8972
8904.418945 73.196 50.4049
8904.602051 73.078 50.0023
8904.785156 72.955 49.6039
8904.968262 72.817 49.0880
8905.151367 72.643 48.3844
8905.334473 72.418 47.5630
8905.517578 72.145 46.8215
8905.700684 71.861 46.3474
8905.883789 71.619 46.1450
8906.066895 71.445 46.0093
8906.250000 71.321 45.7319
8906.433105 71.198 45.3401
8906.616211 71.042 45.0982
8906.799316 70.860 45.2566
8906.982422 70.683 45.7853
8907.165527 70.521 46.3714
8907.348633 70.337 46.7294
8907.531738 70.084 46.8969
8907.714844 69.752 47.1873
8907.897949 69.395 47.8514
8908.081055 69.080 48.7706
8908.264160 68.828 49.5442
8908.447266 68.589 49.9464
8908.630371 68.300 50.2129
8908.813477 67.947 50.8257
8908.996582 67.570 52.0526
8909.179688 67.203 53.7286
8909.362793 66.809 55.5995
8909.545898 66.322 57.8869
