* Generated by rew_pipeline.py (source UUID 9e8dedfa-8b56-4da9-abd5-de1186520615, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -0.999958 s))
* Measurement: L.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Trace Arithmetic A times B A = L.nofdw.120.green.multipos.fdw6 B = FLX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
579.528809 69.008 -13.8900
579.711914 68.845 -17.1467
579.895020 68.615 -20.5485
580.078125 68.285 -23.7256
580.261230 67.874 -26.3559
580.444336 67.424 -28.4443
580.627441 66.956 -30.3361
580.810547 66.431 -32.3846
580.993652 65.789 -34.5906
581.176758 65.003 -36.5873
581.359863 64.114 -37.9749
581.542969 63.198 -38.7298
581.726074 62.286 -39.2588
581.909180 61.305 -39.8741
582.092285 60.127 -40.1953
582.275391 58.675 -39.1012
582.458496 56.986 -35.2552
582.641602 55.182 -27.8015
582.824707 53.306 -15.9527
583.007812 51.529 3.5647
583.190918 51.290 32.9455
583.374023 53.634 57.2274
583.557129 56.507 67.9788
583.740234 58.785 71.2984
583.923340 60.463 71.9754
584.106445 61.771 72.0881
584.289551 62.916 72.0768
584.472656 63.991 71.6324
584.655762 64.976 70.5412
584.838867 65.828 69.0485
585.021973 66.551 67.6275
585.205078 67.201 66.5547
585.388184 67.841 65.6771
585.571289 68.486 64.5703
585.754395 69.096 62.9419
585.937500 69.621 60.8638
586.120605 70.048 58.6618
586.303711 70.411 56.6354
586.486816 70.769 54.8333
586.669922 71.160 53.0418
586.853027 71.574 51.0015
587.036133 71.969 48.6480
587.219238 72.306 46.1574
587.402344 72.575 43.7999
587.585449 72.795 41.7460
587.768555 72.991 39.9646
587.951660 73.172 38.2806
588.134766 73.326 36.5463
588.317871 73.431 34.7746
588.500977 73.484 33.1240
588.684082 73.511 31.7523
588.867188 73.555 30.6546
589.050293 73.644 29.6243
589.233398 73.770 28.3984
589.416504 73.891 26.8691
589.599609 73.969 25.1666
589.782715 73.987 23.5621
589.965820 73.967 22.2850
590.148926 73.947 21.3772
590.332031 73.957 20.6807
590.515137 74.001 19.9725
590.698242 74.062 19.1299
590.881348 74.120 18.1831
591.064453 74.173 17.2367
591.247559 74.227 16.3594
591.430664 74.292 15.5373
591.613770 74.365 14.7106
591.796875 74.438 13.8379
591.979980 74.503 12.9198
592.163086 74.558 11.9677
592.346191 74.612 10.9613
592.529297 74.668 9.8381
592.712402 74.725 8.5260
592.895508 74.776 6.9931
593.078613 74.805 5.2816
593.261719 74.804 3.5080
593.444824 74.770 1.8281
593.627930 74.715 0.3710
593.811035 74.656 -0.8374
593.994141 74.609 -1.9140
594.177246 74.568 -3.0634
594.360352 74.504 -4.4377
594.543457 74.380 -6.0084
594.726562 74.175 -7.5542
594.909668 73.904 -8.7815
595.092773 73.617 -9.5211
595.275879 73.370 -9.8779
595.458984 73.186 -10.1802
595.642090 73.039 -10.7136
595.825195 72.873 -11.4841
596.008301 72.656 -12.2291
596.191406 72.392 -12.6357
596.374512 72.121 -12.5828
596.557617 71.876 -12.2268
596.740723 71.657 -11.8482
596.923828 71.433 -11.5991
597.106934 71.172 -11.3960
597.290039 70.869 -11.0295
597.473145 70.546 -10.3465
597.656250 70.227 -9.3355
597.839355 69.924 -8.0543
598.022461 69.632 -6.4979
598.205566 69.356 -4.5693
598.388672 69.117 -2.1934
598.571777 68.946 0.5521
598.754883 68.858 3.4513
598.937988 68.839 6.3113
599.121094 68.869 9.0892
599.304199 68.942 11.8481
599.487305 69.070 14.6063
599.670410 69.266 17.2492
599.853516 69.519 19.5979
600.036621 69.796 21.5661
600.219727 70.062 23.2510
600.402832 70.300 24.8821
600.585938 70.524 26.6729
600.769043 70.770 28.6670
600.952148 71.066 30.6905
601.135254 71.411 32.4750
601.318359 71.776 33.8634
601.501465 72.132 34.9104
601.684570 72.473 35.7947
601.867676 72.822 36.6340
602.050781 73.206 37.3641
602.233887 73.631 37.7977
602.416992 74.071 37.8104
602.600098 74.493 37.4673
602.783203 74.882 36.9718
602.966309 75.251 36.4979
603.149414 75.624 36.0529
603.332520 76.015 35.4856
603.515625 76.408 34.6372
603.698730 76.778 33.4883
603.881836 77.109 32.1692
604.064941 77.409 30.8396
604.248047 77.702 29.5512
604.431152 78.006 28.2072
604.614258 78.318 26.6545
604.797363 78.614 24.8263
604.980469 78.866 22.8043
605.163574 79.067 20.7607
605.346680 79.228 18.8403
605.529785 79.370 17.0729
605.712891 79.512 15.3742
605.895996 79.655 13.6284
606.079102 79.791 11.7796
606.262207 79.912 9.8587
606.445312 80.017 7.9378
606.628418 80.113 6.0655
606.811523 80.207 4.2389
606.994629 80.299 2.4246
607.177734 80.382 0.5991
607.360840 80.449 -1.2334
607.543945 80.498 -3.0575
607.727051 80.528 -4.8715
607.910156 80.543 -6.6943
608.093262 80.543 -8.5463
608.276367 80.530 -10.4290
608.459473 80.504 -12.3247
608.642578 80.469 -14.2160
608.825684 80.427 -16.1040
609.008789 80.376 -18.0003
609.191895 80.306 -19.8992
609.375000 80.208 -21.7575
609.558105 80.078 -23.5047
609.741211 79.920 -25.0817
609.924316 79.745 -26.4772
610.107422 79.564 -27.7319
610.290527 79.380 -28.9031
610.473633 79.193 -30.0199
610.656738 79.000 -31.0640
610.839844 78.801 -31.9884
611.022949 78.601 -32.7496
611.206055 78.402 -33.3245
611.389160 78.207 -33.7036
611.572266 78.018 -33.8831
611.755371 77.837 -33.8702
611.938477 77.669 -33.6949
612.121582 77.515 -33.4002
612.304688 77.373 -33.0063
612.487793 77.242 -32.4834
612.670898 77.130 -31.7713
612.854004 77.054 -30.8462
613.037109 77.031 -29.7766
613.220215 77.067 -28.7079
613.403320 77.151 -27.7796
613.586426 77.263 -27.0546
613.769531 77.390 -26.5235
613.952637 77.530 -26.1656
614.135742 77.686 -25.9994
614.318848 77.861 -26.0809
614.501953 78.052 -26.4643
614.685059 78.251 -27.1665
614.868164 78.450 -28.1594
615.051270 78.638 -29.3802
615.234375 78.809 -30.7441
615.417480 78.961 -32.1639
615.600586 79.096 -33.5827
615.783691 79.220 -35.0079
615.966797 79.335 -36.5135
616.149902 79.430 -38.1876
616.333008 79.488 -40.0536
616.516113 79.498 -42.0290
616.699219 79.459 -43.9645
616.882324 79.395 -45.7443
617.065430 79.332 -47.3753
617.248535 79.286 -48.9847
617.431641 79.248 -50.7071
617.614746 79.195 -52.5587
617.797852 79.107 -54.4164
617.980957 78.991 -56.1180
618.164062 78.866 -57.5996
618.347168 78.753 -58.9493
618.530273 78.651 -60.3209
618.713379 78.540 -61.7816
618.896484 78.401 -63.2422
619.079590 78.235 -64.5367
619.262695 78.065 -65.5767
619.445801 77.915 -66.4466
619.628906 77.789 -67.3455
619.812012 77.666 -68.4211
619.995117 77.516 -69.6569
620.178223 77.327 -70.9066
620.361328 77.111 -72.0221
620.544434 76.891 -72.9584
620.727539 76.686 -73.7784
620.910645 76.500 -74.5661
621.093750 76.326 -75.3438
621.276855 76.160 -76.0690
621.459961 76.005 -76.6961
621.643066 75.867 -77.2309
621.826172 75.746 -77.7267
622.009277 75.636 -78.2406
622.192383 75.529 -78.7981
622.375488 75.417 -79.3922
622.558594 75.302 -80.0059
622.741699 75.186 -80.6358
622.924805 75.078 -81.3108
623.107910 74.984 -82.1013
623.291016 74.899 -83.1013
623.474121 74.810 -84.3745
623.657227 74.698 -85.8945
623.840332 74.552 -87.5346
624.023438 74.380 -89.1380
624.206543 74.206 -90.6341
624.389648 74.054 -92.1138
624.572754 73.927 -93.7774
624.755859 73.798 -95.7792
624.938965 73.629 -98.1043
625.122070 73.395 -100.5837
625.305176 73.094 -103.0141
625.488281 72.744 -105.2853
625.671387 72.368 -107.4259
625.854492 71.976 -109.5505
626.037598 71.568 -111.7733
626.220703 71.140 -114.1738
626.403809 70.683 -116.8211
626.586914 70.180 -119.7823
626.770020 69.600 -123.0676
626.953125 68.910 -126.5606
627.136230 68.088 -130.0304
627.319336 67.143 -133.2691
627.502441 66.102 -136.2886
627.685547 64.972 -139.4047
627.868652 63.700 -143.0472
628.051758 62.166 -147.4079
628.234863 60.224 -152.2563
628.417969 57.717 -157.1102
628.601074 54.442 -161.8467
628.784180 49.866 -168.4134
628.967285 41.906 167.6969
629.150391 42.222 61.0410
629.333496 50.101 36.0884
629.516602 54.275 27.3771
629.699707 56.834 21.8815
629.882812 58.515 18.4376
630.065918 59.749 16.6879
630.249023 60.810 15.7258
630.432129 61.782 14.3922
630.615234 62.608 12.1722
630.798340 63.224 9.4679
630.981445 63.654 7.1084
631.164551 64.017 5.6605
631.347656 64.442 4.9577
631.530762 64.962 4.2727
631.713867 65.498 3.0614
631.896973 65.939 1.4073
632.080078 66.238 -0.2177
632.263184 66.424 -1.4312
632.446289 66.556 -2.2234
632.629395 66.670 -2.8691
632.812500 66.759 -3.5809
632.995605 66.806 -4.2885
633.178711 66.825 -4.7538
633.361816 66.853 -4.8465
633.544922 66.919 -4.6576
633.728027 67.012 -4.3295
633.911133 67.102 -3.8445
634.094238 67.176 -3.0589
634.277344 67.249 -1.9321
634.460449 67.331 -0.6271
634.643555 67.403 0.7000
634.826660 67.438 2.1756
635.009766 67.464 4.1463
635.192871 67.573 6.7232
635.375977 67.856 9.3850
635.559082 68.300 11.2842
635.742188 68.787 12.0441
635.925293 69.207 12.0448
636.108398 69.535 12.0046
636.291504 69.832 12.3975
636.474609 70.180 13.1251
636.657715 70.603 13.6932
636.840820 71.055 13.7364
637.023926 71.475 13.3108
637.207031 71.849 12.7181
637.390137 72.202 12.1621
637.573242 72.571 11.5831
637.756348 72.958 10.7837
637.939453 73.337 9.6709
638.122559 73.684 8.3441
638.305664 73.996 6.9716
638.488770 74.291 5.6230
638.671875 74.583 4.2287
638.854980 74.868 2.6886
639.038086 75.131 0.9937
639.221191 75.367 -0.7711
639.404297 75.584 -2.5319
639.587402 75.793 -4.3086
639.770508 75.993 -6.1808
639.953613 76.167 -8.1716
640.136719 76.303 -10.1859
640.319824 76.405 -12.0821
640.502930 76.501 -13.8196
640.686035 76.614 -15.5394
640.869141 76.742 -17.4704
641.052246 76.853 -19.7290
641.235352 76.917 -22.2050
641.418457 76.923 -24.6335
641.601562 76.899 -26.7865
641.784668 76.885 -28.6411
641.967773 76.905 -30.3872
642.150879 76.948 -32.2550
642.333984 76.979 -34.3202
642.517090 76.970 -36.4649
642.700195 76.915 -38.4968
642.883301 76.833 -40.2991
643.066406 76.747 -41.8920
643.249512 76.667 -43.3761
643.432617 76.591 -44.8333
643.615723 76.518 -46.2891
643.798828 76.448 -47.7556
643.981934 76.384 -49.2759
644.165039 76.320 -50.8996
644.348145 76.242 -52.6140
644.531250 76.144 -54.3227
644.714355 76.031 -55.9164
644.897461 75.923 -57.3798
645.080566 75.830 -58.8230
645.263672 75.742 -60.3829
645.446777 75.632 -62.0820
645.629883 75.484 -63.7941
645.812988 75.307 -65.3594
645.996094 75.132 -66.7535
646.179199 74.978 -68.1458
646.362305 74.833 -69.7583
646.545410 74.656 -71.6392
646.728516 74.411 -73.5718
646.911621 74.097 -75.2010
647.094727 73.754 -76.2818
647.277832 73.437 -76.8820
647.460938 73.168 -77.3514
647.644043 72.920 -78.0380
647.827148 72.637 -79.0200
648.010254 72.282 -80.0914
648.193359 71.856 -80.9518
648.376465 71.392 -81.4034
648.559570 70.928 -81.4210
648.742676 70.489 -81.0770
648.925781 70.084 -80.4312
649.108887 69.716 -79.5069
649.291992 69.384 -78.3340
649.475098 69.080 -76.9370
649.658203 68.793 -75.2559
649.841309 68.533 -73.1518
650.024414 68.344 -70.6044
650.207520 68.277 -67.9404
650.390625 68.331 -65.7313
650.573730 68.437 -64.3359
650.756836 68.517 -63.5952
650.939941 68.546 -63.0054
651.123047 68.568 -62.1647
651.306152 68.649 -61.1206
651.489258 68.806 -60.2940
651.672363 68.983 -60.0119
651.855469 69.104 -60.1712
652.038574 69.140 -60.3627
652.221680 69.129 -60.2613
652.404785 69.132 -59.9313
652.587891 69.177 -59.7686
652.770996 69.229 -60.0988
652.954102 69.235 -60.8582
653.137207 69.174 -61.6670
653.320312 69.083 -62.1731
653.503418 69.025 -62.3619
653.686523 69.029 -62.5632
653.869629 69.066 -63.1192
654.052734 69.074 -64.0607
654.235840 69.018 -65.1111
654.418945 68.907 -65.9471
654.602051 68.788 -66.4636
654.785156 68.695 -66.8336
654.968262 68.620 -67.3062
655.151367 68.525 -67.9396
655.334473 68.377 -68.5308
655.517578 68.180 -68.7773
655.700684 67.967 -68.5135
655.883789 67.781 -67.8367
656.066895 67.634 -67.0145
656.250000 67.509 -66.2503
656.433105 67.385 -65.5397
656.616211 67.264 -64.7426
656.799316 67.178 -63.7789
656.982422 67.164 -62.7636
657.165527 67.231 -61.9465
657.348633 67.352 -61.5099
657.531738 67.485 -61.4312
657.714844 67.606 -61.5396
657.897949 67.720 -61.6910
658.081055 67.845 -61.9117
658.264160 67.991 -62.3994
658.447266 68.146 -63.3853
658.630371 68.280 -64.9831
658.813477 68.370 -67.1463
658.996582 68.404 -69.7276
659.179688 68.384 -72.5585
659.362793 68.315 -75.4891
659.545898 68.204 -78.3928
659.729004 68.058 -81.1849
659.912109 67.888 -83.8790
660.095215 67.699 -86.6364
660.278320 67.474 -89.7158
660.461426 67.166 -93.2999
660.644531 66.723 -97.3161
660.827637 66.118 -101.3965
661.010742 65.385 -105.0438
661.193848 64.625 -108.0077
661.376953 63.955 -110.7041
661.560059 63.391 -114.1709
661.743164 62.799 -119.3457
661.926270 61.965 -126.4625
662.109375 60.699 -135.1682
662.292480 58.888 -145.0238
662.475586 56.530 -156.1499
662.658691 53.833 -170.2809
662.841797 51.526 168.4234
663.024902 51.137 139.2143
663.208008 53.018 112.7091
663.391113 55.538 94.0696
663.574219 57.736 80.6303
663.757324 59.465 70.2965
663.940430 60.843 62.1676
664.123535 62.036 55.6253
664.306641 63.157 49.9714
664.489746 64.230 44.6017
664.672852 65.211 39.2919
664.855957 66.059 34.2083
665.039062 66.765 29.6700
665.222168 67.363 25.8783
665.405273 67.903 22.7617
665.588379 68.415 20.0092
665.771484 68.896 17.2660
665.954590 69.320 14.3341
666.137695 69.661 11.2313
666.320801 69.914 8.1123
666.503906 70.097 5.1427
666.687012 70.245 2.3969
666.870117 70.385 -0.1749
667.053223 70.528 -2.6953
667.236328 70.665 -5.2502
667.419434 70.774 -7.8028
667.602539 70.844 -10.1998
667.785645 70.887 -12.2720
667.968750 70.933 -13.9665
668.151855 71.008 -15.4058
668.334961 71.118 -16.8005
668.518066 71.241 -18.2780
668.701172 71.356 -19.7915
668.884277 71.459 -21.2015
669.067383 71.570 -22.4435
669.250488 71.705 -23.6198
669.433594 71.860 -24.9164
669.616699 72.006 -26.4255
669.799805 72.121 -28.0649
669.982910 72.205 -29.6758
670.166016 72.286 -31.1950
670.349121 72.391 -32.7385
670.532227 72.523 -34.5035
670.715332 72.660 -36.5885
670.898438 72.781 -38.9230
671.081543 72.881 -41.3650
671.264648 72.970 -43.8498
671.447754 73.051 -46.4331
671.630859 73.110 -49.1901
671.813965 73.122 -52.0832
671.997070 73.081 -54.9480
672.180176 73.005 -57.6244
672.363281 72.934 -60.1192
672.546387 72.892 -62.6357
672.729492 72.866 -65.4034
672.912598 72.816 -68.4591
673.095703 72.708 -71.5968
673.278809 72.536 -74.5196
673.461914 72.325 -77.0557
673.645020 72.106 -79.2671
673.828125 71.885 -81.3591
674.011230 71.647 -83.4781
674.194336 71.383 -85.6152
674.377441 71.107 -87.7086
674.560547 70.850 -89.8125
674.743652 70.628 -92.1208
674.926758 70.425 -94.7843
675.109863 70.201 -97.7170
675.292969 69.938 -100.6188
675.476074 69.655 -103.2120
675.659180 69.387 -105.4922
675.842285 69.151 -107.7475
676.025391 68.911 -110.2777
676.208496 68.612 -113.0831
676.391602 68.226 -115.8333
676.574707 67.790 -118.1307
676.757812 67.384 -119.8675
676.940918 67.071 -121.3842
677.124023 66.845 -123.2068
677.307129 66.631 -125.5955
677.490234 66.356 -128.4021
677.673340 65.991 -131.3039
677.856445 65.556 -134.1171
678.039551 65.084 -136.9325
678.222656 64.591 -139.9900
678.405762 64.072 -143.4144
678.588867 63.525 -147.0665
678.771973 62.980 -150.6290
678.955078 62.491 -153.8473
679.138184 62.108 -156.7364
679.321289 61.827 -159.5636
679.504395 61.586 -162.6020
679.687500 61.292 -165.8847
679.870605 60.882 -169.1571
680.053711 60.362 -172.0271
680.236816 59.833 -174.2844
680.419922 59.450 -176.3082
680.603027 59.315 -179.1178
680.786133 59.389 176.3669
680.969238 59.533 170.1706
681.152344 59.632 163.2772
681.335449 59.673 157.0118
681.518555 59.757 152.2443
681.701660 60.039 148.6687
681.884766 60.556 144.9111
682.067871 61.157 139.8343
682.250977 61.640 133.5197
682.434082 61.910 127.0035
682.617188 62.026 121.5174
682.800293 62.178 117.6735
682.983398 62.560 114.8377
683.166504 63.183 111.6125
683.349609 63.878 107.2564
683.532715 64.479 102.1950
683.715820 64.947 97.3531
683.898926 65.363 93.3270
684.082031 65.833 89.9295
684.265137 66.377 86.4406
684.448242 66.909 82.3878
684.631348 67.329 77.9702
684.814453 67.617 73.7705
684.997559 67.839 70.1748
685.180664 68.093 66.9690
685.363770 68.404 63.4957
685.546875 68.710 59.3080
685.729980 68.923 54.5963
685.913086 69.021 49.9965
686.096191 69.064 46.0610
686.279297 69.149 42.7872
686.462402 69.315 39.6079
686.645508 69.501 35.9712
686.828613 69.597 31.8918
687.011719 69.547 27.9088
687.194824 69.391 24.6134
687.377930 69.239 22.1199
687.561035 69.178 19.8774
687.744141 69.190 17.1441
687.927246 69.179 13.6869
688.110352 69.065 9.9221
688.293457 68.846 6.4968
688.476562 68.588 3.7719
688.659668 68.357 1.5663
688.842773 68.157 -0.6087
689.025879 67.929 -3.0418
689.208984 67.616 -5.6066
689.392090 67.216 -7.9918
689.575195 66.772 -10.0491
689.758301 66.321 -11.8905
689.941406 65.863 -13.6408
690.124512 65.381 -15.1580
690.307617 64.890 -16.1181
690.490723 64.442 -16.4265
690.673828 64.061 -16.4517
690.856934 63.682 -16.6389
691.040039 63.179 -16.8719
691.223145 62.486 -16.3509
691.406250 61.676 -14.1478
691.589355 60.939 -10.1262
691.772461 60.411 -5.3214
691.955566 60.037 -0.7952
692.138672 59.711 3.5814
692.321777 59.483 8.5045
692.504883 59.510 13.7750
692.687988 59.815 18.2485
692.871094 60.237 21.4369
693.054199 60.654 24.0743
693.237305 61.116 26.9409
693.420410 61.728 29.7293
693.603516 62.457 31.4226
693.786621 63.128 31.6700
693.969727 63.610 31.1890
694.152832 63.930 31.0033
694.335938 64.243 31.4706
694.519043 64.685 31.8583
694.702148 65.231 31.0889
694.885254 65.740 28.8782
695.068359 66.115 25.8572
695.251465 66.368 22.8872
695.434570 66.590 20.3851
695.617676 66.856 18.0950
695.800781 67.146 15.4966
695.983887 67.374 12.4277
696.166992 67.470 9.2254
696.350098 67.441 6.3544
696.533203 67.356 3.9423
696.716309 67.275 1.6216
696.899414 67.190 -1.1230
697.082520 67.044 -4.4404
697.265625 66.801 -7.9934
697.448730 66.490 -11.2879
697.631836 66.188 -14.1107
697.814941 65.948 -16.6854
697.998047 65.749 -19.3594
698.181152 65.524 -22.1813
698.364258 65.228 -24.8923
698.547363 64.870 -27.3140
698.730469 64.478 -29.6775
698.913574 64.029 -32.4808
699.096680 63.444 -35.9772
699.279785 62.656 -39.8739
699.462891 61.685 -43.5707
699.645996 60.655 -46.8006
699.829102 59.693 -50.2168
700.012207 58.777 -55.0962
700.195312 57.713 -62.2648
700.378418 56.276 -71.7045
700.561523 54.363 -83.3151
700.744629 52.130 -98.3048
700.927734 50.298 -120.1029
701.110840 50.325 -148.8894
701.293945 52.465 -174.7994
701.477051 55.144 166.9447
701.660156 57.422 154.1515
701.843262 59.169 145.0693
702.026367 60.562 138.7723
702.209473 61.832 134.1086
702.392578 63.084 129.6082
702.575684 64.263 124.3347
702.758789 65.268 118.3865
702.941895 66.063 112.5165
703.125000 66.702 107.4669
703.308105 67.283 103.4673
703.491211 67.875 100.1385
703.674316 68.461 96.9164
703.857422 68.972 93.5769
704.040527 69.366 90.3058
704.223633 69.663 87.3529
704.406738 69.921 84.6875
704.589844 70.176 81.9934
704.772949 70.410 79.0209
704.956055 70.590 75.8926
705.139160 70.717 73.0155
705.322266 70.846 70.6908
705.505371 71.039 68.7909
705.688477 71.299 66.8770
705.871582 71.559 64.6846
706.054688 71.749 62.4051
706.237793 71.857 60.4714
706.420898 71.943 59.0945
706.604004 72.073 57.9835
706.787109 72.250 56.5846
706.970215 72.412 54.6350
707.153320 72.506 52.3888
707.336426 72.543 50.3132
707.519531 72.596 48.6011
707.702637 72.719 46.9607
707.885742 72.892 44.9491
708.068848 73.036 42.5012
708.251953 73.097 40.0334
708.435059 73.098 38.0499
708.618164 73.120 36.6210
708.801270 73.213 35.2225
708.984375 73.329 33.2258
709.167480 73.357 30.5526
709.350586 73.223 27.7872
709.533691 72.960 25.7487
709.716797 72.698 24.8450
709.899902 72.582 24.5926
710.083008 72.627 23.9462
710.266113 72.712 22.3120
710.449219 72.701 20.0124
710.632324 72.554 17.8577
710.815430 72.332 16.4690
710.998535 72.132 15.8155
711.181641 71.994 15.3048
711.364746 71.858 14.4242
711.547852 71.640 13.2280
711.730957 71.317 12.1796
711.914062 70.954 11.6147
712.097168 70.642 11.3238
712.280273 70.408 10.6904
712.463379 70.186 9.3281
712.646484 69.891 7.4972
712.829590 69.496 5.9090
713.012695 69.058 5.1907
713.195801 68.670 5.4022
713.378906 68.368 6.0289
713.562012 68.080 6.6004
713.745117 67.696 7.2888
713.928223 67.182 8.8527
714.111328 66.635 12.0065
714.294434 66.242 16.5953
714.477539 66.101 21.4331
714.660645 66.119 25.4662
714.843750 66.142 28.8458
715.026855 66.141 32.5591
715.209961 66.248 37.2634
715.393066 66.632 42.3715
715.576172 67.288 46.4760
715.759277 68.039 48.7855
715.942383 68.712 49.6009
716.125488 69.245 49.6653
716.308594 69.675 49.5038
716.491699 70.070 49.1833
716.674805 70.464 48.4798
716.857910 70.846 47.2445
717.041016 71.194 45.6090
717.224121 71.507 43.8805
