* Generated by rew_pipeline.py (source UUID e8331ac2-31c2-4b44-99b7-25a0730980a7, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -0.999963 s))
* Measurement: L.nofdw.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Copy of L.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from R and L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY 0.0001 ms (0.03 mm, 0 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.1 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
10416.137695 73.047 -178.6543
10416.503906 73.096 -179.1719
10416.870117 73.278 -178.2937
10417.236328 73.366 -177.0465
10417.602539 73.289 -175.7264
10417.968750 73.599 -176.2680
10418.334961 73.682 -175.7099
10418.701172 73.957 -174.8865
10419.067383 74.036 -177.2803
10419.433594 74.049 -176.8883
10419.799805 74.386 -177.3360
10420.166016 74.404 -177.9419
10420.532227 74.314 -179.3047
10420.898438 74.374 -179.1538
10421.264648 74.348 178.9604
10421.630859 74.188 179.1993
10421.997070 74.386 178.2350
10422.363281 74.152 178.6101
10422.729492 74.219 177.7183
10423.095703 74.203 177.7695
10423.461914 74.245 178.7287
10423.828125 74.223 178.0100
10424.194336 74.275 178.4297
10424.560547 74.235 178.1399
10424.926758 74.183 177.9708
10425.292969 74.233 177.8991
10425.659180 74.227 178.0733
10426.025391 74.015 178.0225
10426.391602 74.089 178.3092
10426.757812 74.078 179.6727
10427.124023 74.167 179.6486
10427.490234 74.077 -179.8486
10427.856445 74.044 -178.0915
10428.222656 74.159 -178.1291
10428.588867 74.263 -178.0559
10428.955078 74.520 -176.7217
10429.321289 74.687 -176.3402
10429.687500 74.966 -177.4002
10430.053711 74.939 -176.6085
10430.419922 75.210 -176.8080
10430.786133 75.406 -177.1697
10431.152344 75.482 -178.0593
10431.518555 75.512 -178.2985
10431.884766 75.465 -178.6122
10432.250977 75.582 -179.6372
10432.617188 75.685 -178.4174
10432.983398 75.951 -179.5782
10433.349609 75.855 -179.0300
10433.715820 76.195 -179.4597
10434.082031 76.180 -179.8819
10434.448242 76.284 179.6969
10434.814453 76.519 179.0267
10435.180664 76.680 177.2217
10435.546875 76.751 177.7713
10435.913086 76.912 176.9511
10436.279297 77.018 175.9773
10436.645508 77.050 175.4572
10437.011719 77.226 174.1346
10437.377930 77.231 173.0506
10437.744141 77.307 171.9839
10438.110352 77.383 171.1890
10438.476562 77.464 170.5378
10438.842773 77.566 168.6223
10439.208984 77.513 168.2491
10439.575195 77.660 167.1824
10439.941406 77.614 165.9220
10440.307617 77.668 165.3129
10440.673828 77.738 163.9579
10441.040039 77.821 163.1545
10441.406250 77.837 161.8501
10441.772461 77.906 160.4524
10442.138672 77.964 159.5144
10442.504883 77.892 158.7288
10442.871094 77.907 157.2736
10443.237305 77.982 156.0752
10443.603516 77.899 154.7684
10443.969727 78.017 153.8738
10444.335938 77.862 153.1058
10444.702148 77.865 150.8730
10445.068359 77.906 149.5559
10445.434570 77.870 147.6845
10445.800781 77.865 147.0610
10446.166992 77.875 144.8215
10446.533203 77.676 143.0441
10446.899414 77.552 141.0485
10447.265625 77.481 139.7720
10447.631836 77.307 138.1027
10447.998047 77.085 137.4012
10448.364258 76.927 136.1308
10448.730469 76.781 134.5763
10449.096680 76.598 135.2375
10449.462891 76.285 132.5776
10449.829102 76.005 132.0252
10450.195312 76.002 132.2912
10450.561523 75.770 132.0031
10450.927734 75.552 130.3100
10451.293945 75.409 131.6678
10451.660156 75.351 130.4124
10452.026367 75.054 129.7237
10452.392578 75.063 129.7623
10452.758789 74.881 129.5335
10453.125000 74.807 129.9711
10453.491211 74.390 130.0613
10453.857422 74.614 128.9971
10454.223633 74.627 128.8294
10454.589844 74.391 128.6443
10454.956055 74.235 129.5629
10455.322266 74.313 128.0492
10455.688477 74.370 127.4770
10456.054688 74.405 126.0847
10456.420898 74.305 126.3057
10456.787109 74.339 124.4953
10457.153320 74.150 122.5412
10457.519531 74.145 121.8254
10457.885742 74.022 119.4689
10458.251953 73.894 117.3329
10458.618164 73.854 115.5545
10458.984375 73.838 112.5706
10459.350586 73.167 110.2195
10459.716797 73.050 107.1874
10460.083008 72.545 105.8552
10460.449219 72.095 103.2353
10460.815430 71.505 101.0223
10461.181641 70.743 99.0956
10461.547852 69.863 98.2990
10461.914062 69.225 97.3059
10462.280273 68.631 97.6369
10462.646484 67.625 98.0766
10463.012695 66.356 97.1439
10463.378906 65.739 100.9564
10463.745117 65.043 101.6420
10464.111328 64.000 111.9499
10464.477539 64.059 114.8162
10464.843750 62.920 117.2922
10465.209961 62.388 120.5721
10465.576172 61.485 126.4544
10465.942383 60.990 133.2964
10466.308594 59.921 136.9369
10466.674805 60.500 148.6613
10467.041016 60.268 155.9322
10467.407227 61.352 168.2886
10467.773438 61.605 179.5683
10468.139648 63.673 -174.4856
10468.505859 63.714 -171.9780
10468.872070 64.847 -169.6349
10469.238281 66.225 -167.6414
10469.604492 66.551 -168.4717
10469.970703 67.644 -170.7220
10470.336914 68.741 -172.4656
10470.703125 68.866 -171.8293
10471.069336 69.231 -173.5155
10471.435547 69.773 -176.2464
10471.801758 70.122 -175.8365
10472.167969 70.578 -178.5056
10472.534180 70.879 179.4511
10472.900391 70.965 176.6061
10473.266602 71.364 175.2161
10473.632812 71.482 172.6105
10473.999023 71.622 169.7540
10474.365234 71.695 166.6977
10474.731445 71.727 165.5610
10475.097656 71.859 162.1206
10475.463867 71.712 159.5387
10475.830078 71.710 158.3118
10476.196289 71.388 155.5711
10476.562500 71.227 155.6836
10476.928711 70.893 152.9776
10477.294922 71.018 152.4267
10477.661133 70.372 151.7381
10478.027344 70.531 149.7104
10478.393555 70.140 150.5495
10478.759766 69.953 152.0389
10479.125977 70.130 151.1549
10479.492188 69.814 151.2122
10479.858398 69.666 149.5536
10480.224609 69.731 151.4157
10480.590820 69.758 149.1734
10480.957031 69.701 150.0832
10481.323242 69.622 148.2953
10481.689453 69.128 146.3611
10482.055664 69.438 144.8368
10482.421875 69.217 144.9231
10482.788086 68.731 144.0396
10483.154297 68.321 142.5012
10483.520508 68.037 141.7568
10483.886719 67.759 140.2836
10484.252930 66.896 141.4220
10484.619141 66.141 142.5391
10484.985352 65.851 142.5635
10485.351562 64.975 141.8886
10485.717773 64.785 150.4442
10486.083984 64.306 149.7885
10486.450195 63.794 155.5790
10486.816406 63.852 160.9860
10487.182617 63.501 163.7685
10487.548828 63.218 170.8171
10487.915039 63.727 174.2934
10488.281250 63.549 178.1530
10488.647461 63.907 -178.8780
10489.013672 63.804 -172.5771
10489.379883 64.786 -167.9356
10489.746094 65.239 -167.5289
10490.112305 65.665 -163.8284
10490.478516 66.294 -165.2110
10490.844727 66.880 -162.1524
10491.210938 67.366 -162.2500
10491.577148 67.700 -159.4173
10491.943359 68.192 -158.4617
10492.309570 68.299 -160.0143
10492.675781 68.983 -161.9090
10493.041992 69.214 -160.8603
10493.408203 69.415 -160.7939
10493.774414 69.847 -161.4823
10494.140625 69.982 -159.8154
10494.506836 70.634 -161.4938
10494.873047 70.932 -161.8890
10495.239258 71.309 -163.8418
10495.605469 71.809 -165.4084
10495.971680 72.028 -166.7852
10496.337891 72.390 -167.7762
10496.704102 72.649 -169.2451
10497.070312 72.766 -172.4022
10497.436523 72.935 -172.6913
10497.802734 73.011 -173.7676
10498.168945 73.385 -176.1196
10498.535156 73.439 -178.0044
10498.901367 73.697 178.9144
10499.267578 73.822 177.3087
10499.633789 73.868 175.0947
10500.000000 74.125 172.7994
10500.366211 74.156 169.9206
10500.732422 74.081 168.5640
10501.098633 74.090 166.1743
10501.464844 74.098 163.1025
10501.831055 73.862 161.2308
10502.197266 73.875 159.1969
10502.563477 73.764 157.2430
10502.929688 73.518 154.9643
10503.295898 73.418 153.7749
10503.662109 73.177 150.7654
10504.028320 73.131 149.7520
10504.394531 72.831 148.8228
10504.760742 72.904 146.5578
10505.126953 72.576 144.6691
10505.493164 72.431 143.2505
10505.859375 72.197 140.4205
10506.225586 72.149 139.3347
10506.591797 71.968 137.5418
10506.958008 71.912 135.8809
10507.324219 71.706 133.8975
10507.690430 71.295 131.5482
10508.056641 70.813 129.4640
10508.422852 70.320 126.5929
10508.789062 69.822 124.1784
10509.155273 69.380 123.3769
10509.521484 68.525 120.0045
10509.887695 68.145 119.6173
10510.253906 67.189 119.0432
10510.620117 66.377 123.6377
10510.986328 65.739 123.8838
10511.352539 64.537 123.8228
10511.718750 64.177 131.0697
10512.084961 63.920 130.7176
10512.451172 62.830 134.6942
10512.817383 63.038 139.6447
10513.183594 62.377 143.7162
10513.549805 62.682 146.1422
10513.916016 62.325 146.0516
10514.282227 62.709 148.9959
10514.648438 62.422 155.7910
10515.014648 62.576 155.2159
10515.380859 61.868 151.9049
10515.747070 61.378 157.5879
10516.113281 61.741 159.5337
10516.479492 60.899 164.6383
10516.845703 59.486 166.0798
10517.211914 59.312 166.6834
10517.578125 59.496 176.8990
10517.944336 58.849 -178.9095
10518.310547 59.736 -165.1034
10518.676758 60.027 -160.6264
10519.042969 60.971 -149.6035
10519.409180 60.968 -150.9923
10519.775391 62.394 -144.6525
10520.141602 63.523 -141.2251
10520.507812 64.186 -140.7461
10520.874023 65.027 -136.4298
10521.240234 65.788 -140.6354
10521.606445 66.525 -137.5276
10521.972656 66.891 -142.0104
10522.338867 67.478 -142.4890
10522.705078 68.208 -142.3196
10523.071289 69.197 -144.3576
10523.437500 69.326 -144.9572
10523.803711 69.661 -149.7877
10524.169922 70.368 -149.2291
10524.536133 70.502 -153.0643
10524.902344 70.945 -157.5435
10525.268555 70.725 -158.4741
10525.634766 70.908 -161.1499
10526.000977 71.176 -164.7597
10526.367188 71.128 -166.3711
10526.733398 71.345 -168.9646
10527.099609 71.535 -172.9315
10527.465820 71.369 -175.3940
10527.832031 71.391 -176.9489
10528.198242 71.140 -178.2173
10528.564453 71.249 178.5625
10528.930664 70.825 177.1668
10529.296875 70.888 174.9593
10529.663086 70.917 174.2238
10530.029297 70.886 171.0291
10530.395508 70.725 168.9704
10530.761719 70.707 167.1573
10531.127930 70.215 164.8241
10531.494141 70.217 163.5361
10531.860352 69.507 159.7840
10532.226562 68.827 154.8823
10532.592773 68.360 154.8667
10532.958984 67.918 155.2206
10533.325195 67.487 151.9251
10533.691406 67.098 152.4163
10534.057617 66.021 152.7600
10534.423828 65.363 154.6590
10534.790039 64.562 152.9699
10535.156250 64.000 160.9925
10535.522461 63.177 160.0488
10535.888672 63.438 168.1423
10536.254883 63.390 172.9900
10536.621094 62.705 176.1256
10536.987305 62.655 178.1582
10537.353516 62.917 179.9880
10537.719727 62.515 -176.5685
10538.085938 62.594 -171.2313
10538.452148 61.819 -166.7532
10538.818359 62.496 -164.3334
10539.184570 63.121 -161.5084
10539.550781 63.142 -157.8660
10539.916992 62.499 -155.3189
10540.283203 63.229 -155.3714
10540.649414 63.530 -151.4016
10541.015625 64.142 -150.7798
10541.381836 64.559 -146.4991
10541.748047 64.807 -149.1819
10542.114258 64.515 -145.2910
10542.480469 64.011 -144.8651
10542.846680 64.763 -142.5929
10543.212891 65.223 -138.8351
10543.579102 65.039 -138.4833
10543.945312 66.051 -136.6360
10544.311523 66.510 -135.1320
10544.677734 66.834 -133.4881
10545.043945 67.065 -135.3165
10545.410156 67.840 -131.6371
10545.776367 68.042 -131.7914
10546.142578 68.572 -134.3827
10546.508789 68.590 -133.9618
10546.875000 69.447 -135.7190
10547.241211 69.674 -137.2510
10547.607422 69.620 -136.3862
10547.973633 69.658 -138.6929
10548.339844 69.920 -139.9325
10548.706055 70.390 -140.4158
10549.072266 70.572 -141.4357
10549.438477 71.031 -142.2146
10549.804688 70.934 -143.4552
10550.170898 71.255 -144.4471
10550.537109 71.218 -145.9357
10550.903320 71.489 -145.5697
10551.269531 71.553 -147.1818
10551.635742 71.795 -148.8533
10552.001953 72.249 -150.3938
10552.368164 72.275 -150.5364
10552.734375 72.599 -154.2410
10553.100586 72.962 -154.5859
10553.466797 72.951 -158.2922
10553.833008 73.070 -159.2185
10554.199219 73.012 -162.7729
10554.565430 73.043 -165.0806
10554.931641 72.779 -167.4054
10555.297852 72.642 -170.1896
10555.664062 72.650 -173.3399
10556.030273 72.163 -175.0659
10556.396484 71.943 -178.1883
10556.762695 71.778 -178.4590
10557.128906 71.114 179.5637
10557.495117 71.027 179.2438
10557.861328 70.504 -178.0253
10558.227539 70.109 -179.8623
10558.593750 70.008 -177.3759
10558.959961 69.605 -178.6587
10559.326172 69.473 -175.8972
10559.692383 69.680 -176.1042
10560.058594 69.426 -176.1343
10560.424805 69.580 -175.5627
10560.791016 69.659 -174.6833
10561.157227 69.922 -174.7100
10561.523438 69.422 -178.5383
10561.889648 69.623 -178.8564
10562.255859 69.554 178.1870
10562.622070 69.338 177.7751
10562.988281 68.872 174.3897
10563.354492 68.791 174.4546
10563.720703 68.247 171.8877
10564.086914 67.707 174.1556
10564.453125 67.172 169.5288
10564.819336 66.877 172.2061
10565.185547 65.987 170.0963
10565.551758 65.394 173.8267
10565.917969 64.402 174.2260
10566.284180 63.718 176.3305
10566.650391 63.282 178.7967
10567.016602 62.593 -174.1478
10567.382812 61.220 -167.6260
10567.749023 60.449 -160.9299
10568.115234 60.182 -147.7105
10568.481445 61.169 -135.9173
10568.847656 62.221 -125.3506
10569.213867 63.068 -120.8268
10569.580078 64.175 -112.5852
10569.946289 65.206 -110.1922
10570.312500 66.540 -110.5639
10570.678711 67.378 -107.8775
10571.044922 68.508 -110.3502
10571.411133 69.147 -111.6910
10571.777344 69.792 -114.1311
10572.143555 70.438 -115.1890
10572.509766 71.160 -117.3939
10572.875977 71.347 -120.9573
10573.242188 71.518 -122.8132
10573.608398 71.714 -123.0315
10573.974609 72.069 -127.4164
10574.340820 72.226 -127.4177
10574.707031 72.173 -130.0290
10575.073242 72.385 -131.0390
10575.439453 72.527 -130.1697
10575.805664 72.779 -131.2593
10576.171875 72.926 -131.5099
10576.538086 73.195 -132.4185
10576.904297 73.288 -133.4807
10577.270508 73.690 -133.6066
10577.636719 73.938 -133.3092
10578.002930 74.240 -136.2312
10578.369141 74.544 -138.2493
10578.735352 74.847 -139.0044
10579.101562 74.967 -140.6940
10579.467773 75.163 -143.6129
10579.833984 75.237 -145.2835
10580.200195 75.195 -148.3626
10580.566406 75.402 -148.6117
10580.932617 75.502 -151.4098
10581.298828 75.513 -153.7969
10581.665039 75.607 -154.8681
10582.031250 75.485 -156.8537
10582.397461 75.614 -159.3660
10582.763672 75.621 -160.5534
10583.129883 75.603 -162.6837
10583.496094 75.436 -164.9101
10583.862305 75.445 -166.4780
10584.228516 75.473 -167.9266
10584.594727 75.416 -169.7812
10584.960938 75.143 -172.4653
10585.327148 74.948 -173.3006
10585.693359 74.826 -174.7227
10586.059570 74.451 -176.6217
10586.425781 74.177 -177.3672
10586.791992 74.135 -177.2912
10587.158203 74.146 -178.7572
10587.524414 73.976 -178.6389
10587.890625 73.927 -178.2018
10588.256836 73.914 -178.6757
10588.623047 73.683 -179.7070
10588.989258 73.751 178.9499
10589.355469 73.802 179.1361
10589.721680 73.587 177.5204
10590.087891 73.566 176.3804
10590.454102 73.643 175.3693
10590.820312 73.571 173.7559
10591.186523 73.381 172.0808
10591.552734 73.278 168.4850
10591.918945 73.138 168.7696
10592.285156 72.942 166.5827
10592.651367 72.706 164.7590
10593.017578 72.563 162.5020
10593.383789 72.282 162.0255
10593.750000 71.979 158.0082
10594.116211 71.702 157.3403
10594.482422 71.186 154.2106
10594.848633 71.011 152.5320
10595.214844 70.320 149.8816
10595.581055 69.697 149.3282
10595.947266 69.078 149.0907
10596.313477 68.517 147.5106
10596.679688 67.417 149.0898
10597.045898 66.754 146.6236
10597.412109 66.150 149.1698
10597.778320 65.021 146.9295
10598.144531 64.503 153.2647
10598.510742 63.654 156.4361
10598.876953 62.830 153.1841
10599.243164 61.381 158.6046
10599.609375 60.383 164.0292
10599.975586 58.319 167.1930
10600.341797 56.523 175.7923
10600.708008 56.394 -167.9319
10601.074219 55.226 -136.3240
10601.440430 57.205 -106.8008
10601.806641 60.072 -104.2724
10602.172852 62.551 -99.1100
10602.539062 63.974 -102.3881
10602.905273 64.955 -99.3972
10603.271484 67.185 -103.6455
10603.637695 67.814 -106.9489
10604.003906 68.751 -108.4957
10604.370117 69.508 -109.6948
10604.736328 70.196 -112.1701
10605.102539 70.628 -114.7100
10605.468750 71.274 -117.9200
10605.834961 71.556 -120.7021
10606.201172 72.028 -123.6259
10606.567383 72.416 -124.9695
10606.933594 72.821 -128.4181
10607.299805 73.012 -130.6682
10607.666016 73.053 -134.8812
10608.032227 73.153 -136.8730
10608.398438 73.503 -139.7807
10608.764648 73.408 -144.1390
10609.130859 73.413 -145.5730
10609.497070 73.198 -147.4091
10609.863281 73.171 -150.3404
10610.229492 72.876 -153.6638
10610.595703 72.596 -155.6444
10610.961914 72.476 -157.3105
10611.328125 72.134 -157.6465
10611.694336 72.014 -159.7630
10612.060547 71.261 -160.4404
10612.426758 70.887 -158.1199
10612.792969 70.688 -157.3086
10613.159180 70.717 -156.3419
10613.525391 70.405 -154.2038
10613.891602 70.109 -151.4369
10614.257812 70.359 -149.3716
10614.624023 70.517 -149.7227
10614.990234 70.564 -147.0530
10615.356445 71.083 -147.5592
10615.722656 71.028 -147.6863
10616.088867 71.371 -147.9963
10616.455078 71.588 -149.5437
10616.821289 71.496 -150.1412
10617.187500 71.635 -151.3600
10617.553711 71.393 -152.1457
10617.919922 71.104 -152.2036
10618.286133 71.007 -152.5727
10618.652344 71.126 -153.1242
10619.018555 70.747 -154.1093
10619.384766 70.563 -151.8349
10619.750977 70.535 -152.0421
10620.117188 70.369 -149.3375
10620.483398 70.274 -148.3958
10620.849609 70.675 -144.6571
10621.215820 70.870 -144.4287
10621.582031 71.002 -142.2739
10621.948242 71.488 -143.4693
10622.314453 71.494 -142.4346
10622.680664 71.736 -143.4819
10623.046875 72.061 -143.8897
10623.413086 72.295 -143.5711
10623.779297 72.461 -145.2796
10624.145508 72.405 -147.1877
10624.511719 72.281 -148.3936
10624.877930 72.366 -149.6276
10625.244141 72.215 -149.1554
10625.610352 72.314 -149.2758
10625.976562 72.205 -151.7503
10626.342773 72.269 -151.4678
10626.708984 72.030 -151.5462
10627.075195 72.084 -153.3584
10627.441406 72.060 -152.2095
10627.807617 71.990 -152.0720
10628.173828 71.855 -153.0365
10628.540039 71.830 -154.0156
10628.906250 71.726 -151.2618
10629.272461 71.773 -152.5082
10629.638672 71.836 -152.8464
10630.004883 71.676 -154.3374
10630.371094 71.575 -155.2633
10630.737305 71.250 -155.5944
10631.103516 71.289 -155.1185
10631.469727 70.685 -155.8079
10631.835938 70.613 -155.7327
10632.202148 70.578 -155.1710
10632.568359 70.374 -153.5793
10632.934570 70.146 -151.9851
10633.300781 70.071 -147.0977
10633.666992 69.959 -145.9574
10634.033203 69.732 -144.8896
10634.399414 70.414 -142.9451
10634.765625 70.435 -139.6015
10635.131836 70.977 -138.1709
10635.498047 70.911 -138.7319
10635.864258 71.227 -137.1747
10636.230469 71.562 -137.4942
10636.596680 71.820 -137.3610
10636.962891 71.702 -137.7864
10637.329102 72.060 -137.9308
10637.695312 72.282 -137.1681
10638.061523 72.367 -137.7757
10638.427734 72.428 -139.6133
10638.793945 72.563 -140.9277
10639.160156 73.042 -140.0261
10639.526367 72.976 -140.4059
10639.892578 73.095 -142.3193
10640.258789 73.041 -143.5040
10640.625000 73.047 -143.3168
10640.991211 73.014 -146.4992
10641.357422 72.824 -146.9684
10641.723633 72.544 -147.9683
10642.089844 72.322 -148.9616
10642.456055 72.144 -146.3864
10642.822266 72.045 -147.3676
10643.188477 71.952 -146.5257
10643.554688 71.634 -145.2617
10643.920898 71.671 -142.8211
10644.287109 71.615 -141.8849
10644.653320 71.567 -141.0908
10645.019531 71.729 -138.9899
10645.385742 71.941 -138.6026
10645.751953 72.004 -137.4705
10646.118164 71.982 -136.2985
10646.484375 72.201 -135.2202
10646.850586 72.284 -136.1592
10647.216797 72.538 -134.3045
10647.583008 72.889 -134.3330
10647.949219 72.849 -134.3605
10648.315430 72.939 -135.2133
10648.681641 73.247 -133.8104
10649.047852 73.308 -133.6630
10649.414062 73.349 -134.3639
10649.780273 73.445 -133.0955
10650.146484 73.629 -135.2197
10650.512695 73.661 -134.0737
10650.878906 73.629 -134.1368
10651.245117 73.997 -134.3112
10651.611328 74.042 -133.2243
10651.977539 74.316 -133.4652
10652.343750 74.474 -134.9268
10652.709961 74.634 -134.7611
10653.076172 74.732 -134.6343
10653.442383 74.836 -135.4109
10653.808594 74.945 -136.6025
10654.174805 75.076 -137.4581
10654.541016 75.092 -138.3288
10654.907227 74.941 -137.6599
10655.273438 75.119 -140.3138
10655.639648 75.183 -140.2507
10656.005859 75.274 -141.3705
10656.372070 75.208 -141.4733
10656.738281 75.327 -142.6893
10657.104492 75.255 -143.7905
10657.470703 75.324 -143.2985
10657.836914 75.027 -144.2273
10658.203125 74.975 -145.3864
10658.569336 74.860 -145.4028
10658.935547 74.773 -145.0652
10659.301758 74.467 -145.6516
10659.667969 74.286 -146.3290
10660.034180 74.242 -144.7531
10660.400391 74.236 -143.2470
10660.766602 74.240 -141.6679
10661.132812 74.109 -140.8697
10661.499023 74.169 -139.7704
10661.865234 74.335 -138.7220
10662.231445 74.560 -136.2491
10662.597656 74.716 -136.1908
10662.963867 74.873 -136.0441
10663.330078 75.039 -135.0152
10663.696289 75.459 -134.6103
10664.062500 75.499 -135.0508
10664.428711 75.558 -134.8895
10664.794922 75.762 -135.5581
10665.161133 76.037 -136.4529
10665.527344 76.215 -137.0959
10665.893555 76.320 -137.7778
10666.259766 76.449 -138.0795
10666.625977 76.478 -138.8247
10666.992188 76.458 -138.6742
10667.358398 76.521 -140.3678
10667.724609 76.635 -139.6562
10668.090820 76.712 -140.4362
10668.457031 76.844 -140.1330
10668.823242 76.823 -141.4579
10669.189453 76.937 -141.5632
10669.555664 77.053 -141.4196
10669.921875 77.278 -142.4451
10670.288086 77.341 -143.0477
10670.654297 77.421 -144.0776
10671.020508 77.461 -144.9816
10671.386719 77.551 -146.2254
10671.752930 77.640 -147.3934
10672.119141 77.428 -148.2972
10672.485352 77.394 -148.0746
10672.851562 77.344 -149.1706
10673.217773 77.280 -149.3870
10673.583984 77.141 -149.7641
10673.950195 77.200 -149.5695
10674.316406 77.109 -149.0143
10674.682617 77.238 -149.2267
10675.048828 77.182 -148.4265
10675.415039 77.338 -148.1105
10675.781250 77.322 -148.2001
10676.147461 77.396 -148.0043
10676.513672 77.630 -148.0670
10676.879883 77.795 -148.5609
10677.246094 77.999 -148.7549
10677.612305 77.937 -149.5498
10677.978516 78.160 -149.8574
10678.344727 78.176 -151.1138
10678.710938 78.262 -152.1591
10679.077148 78.327 -153.5907
10679.443359 78.527 -153.9141
10679.809570 78.434 -154.3626
10680.175781 78.570 -155.9377
10680.541992 78.490 -156.6969
10680.908203 78.555 -157.7307
10681.274414 78.626 -158.2009
10681.640625 78.533 -159.4455
10682.006836 78.564 -161.0483
10682.373047 78.416 -161.3767
10682.739258 78.319 -163.1709
10683.105469 78.320 -164.3413
10683.471680 78.143 -164.2776
10683.837891 77.822 -165.1146
10684.204102 77.816 -164.3906
10684.570312 77.678 -165.1482
10684.936523 77.694 -164.9684
10685.302734 77.542 -165.2077
10685.668945 77.585 -164.5140
10686.035156 77.531 -163.5632
10686.401367 77.328 -163.4359
10686.767578 77.330 -162.9011
10687.133789 77.423 -162.8636
10687.500000 77.448 -162.2627
10687.866211 77.423 -162.6189
10688.232422 77.416 -161.5812
10688.598633 77.560 -162.4292
10688.964844 77.664 -161.4454
10689.331055 77.774 -161.4930
10689.697266 77.961 -162.5801
10690.063477 77.967 -162.6276
10690.429688 78.104 -162.5205
10690.795898 78.173 -163.4035
10691.162109 78.294 -163.5224
10691.528320 78.342 -164.3111
10691.894531 78.390 -164.9773
10692.260742 78.432 -165.1991
10692.626953 78.578 -166.2232
10692.993164 78.570 -166.8970
10693.359375 78.728 -168.0274
10693.725586 78.649 -168.8117
10694.091797 78.601 -170.5327
10694.458008 78.610 -171.2938
10694.824219 78.826 -172.1997
10695.190430 78.750 -174.0735
10695.556641 78.630 -175.1660
10695.922852 78.614 -176.4337
10696.289062 78.567 -177.7779
10696.655273 78.385 -179.4122
10697.021484 78.279 179.3127
10697.387695 78.272 178.8161
10697.753906 78.067 177.1795
10698.120117 77.866 177.4597
10698.486328 77.737 175.9534
10698.852539 77.373 175.7903
10699.218750 77.190 174.6803
10699.584961 76.994 174.7061
10699.951172 76.849 175.2573
10700.317383 76.533 174.9850
10700.683594 76.299 175.4438
10701.049805 76.320 175.4209
10701.416016 76.088 175.5196
10701.782227 75.899 176.4323
10702.148438 75.660 176.7291
10702.514648 75.661 178.6236
10702.880859 75.480 177.8740
10703.247070 75.454 178.9643
10703.613281 75.423 179.4530
10703.979492 75.323 179.3287
10704.345703 75.217 -179.7591
10704.711914 75.064 -179.7966
10705.078125 74.886 -178.8284
10705.444336 74.724 -177.7515
10705.810547 74.383 -176.0718
10706.176758 74.472 -174.9164
10706.542969 74.279 -172.8555
10706.909180 74.234 -170.4273
10707.275391 74.441 -168.4529
10707.641602 74.436 -167.1371
10708.007812 74.667 -165.5274
10708.374023 74.931 -163.6625
10708.740234 75.215 -163.1401
10709.106445 75.432 -162.5944
10709.472656 75.770 -161.7935
10709.838867 75.905 -162.2957
10710.205078 76.209 -162.2147
10710.571289 76.369 -162.8654
10710.937500 76.527 -164.2735
10711.303711 76.730 -164.0859
10711.669922 76.750 -166.4280
10712.036133 76.753 -165.9218
10712.402344 76.746 -167.3620
10712.768555 76.836 -168.0037
10713.134766 76.812 -169.6008
10713.500977 76.705 -169.1878
10713.867188 76.818 -169.8761
10714.233398 76.679 -169.6099
10714.599609 76.737 -170.7005
10714.965820 76.632 -170.7614
10715.332031 76.446 -170.8589
10715.698242 76.405 -170.5707
10716.064453 76.244 -170.1021
10716.430664 76.229 -169.9305
10716.796875 76.033 -169.1832
10717.163086 76.180 -168.3339
10717.529297 76.054 -168.0502
10717.895508 76.144 -165.4123
10718.261719 76.378 -164.3593
10718.627930 76.472 -163.5793
10718.994141 76.582 -161.8404
10719.360352 76.919 -161.1052
10719.726562 77.055 -161.0932
10720.092773 77.239 -160.4079
10720.458984 77.660 -161.2377
10720.825195 77.818 -161.0381
10721.191406 78.108 -161.2011
10721.557617 78.233 -162.5661
10721.923828 78.596 -163.4338
10722.290039 78.722 -163.9352
10722.656250 78.889 -165.3446
10723.022461 79.030 -166.0236
10723.388672 79.347 -167.7983
10723.754883 79.444 -169.0055
10724.121094 79.557 -170.2156
10724.487305 79.626 -171.8526
10724.853516 79.799 -173.2552
10725.219727 79.832 -175.2798
10725.585938 79.956 -177.4663
10725.952148 79.961 -179.7552
10726.318359 79.948 178.3596
10726.684570 80.031 176.8317
10727.050781 79.914 174.5791
10727.416992 79.828 172.2233
10727.783203 79.781 170.9677
10728.149414 79.577 168.0925
10728.515625 79.429 166.5328
10728.881836 79.107 165.0835
10729.248047 78.915 163.9176
10729.614258 78.629 162.2648
10729.980469 78.323 162.0575
10730.346680 78.014 160.8959
10730.712891 77.660 160.8571
10731.079102 77.292 160.3968
10731.445312 77.106 159.8591
10731.811523 76.684 160.7778
10732.177734 76.449 160.7039
10732.543945 76.209 162.1592
10732.910156 75.968 163.1604
10733.276367 75.849 165.4981
10733.642578 75.684 167.5089
10734.008789 75.498 169.0958
