* Generated by rew_pipeline.py (source UUID a991554c-26c7-4668-8b42-31ccc9447062, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000015 s))
* Measurement: R.nofdw.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Copy of R.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from RLand L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY -0.0108 ms (-3.7 mm, -0.15 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.2 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
14739.990234 72.602 -118.1127
14740.356445 72.346 -120.9881
14740.722656 72.520 -121.0346
14741.088867 72.233 -119.9706
14741.455078 72.360 -119.8465
14741.821289 72.486 -118.8077
14742.187500 72.221 -118.6637
14742.553711 72.212 -119.2369
14742.919922 72.584 -119.0863
14743.286133 72.634 -117.4331
14743.652344 72.597 -119.1604
14744.018555 73.015 -118.0204
14744.384766 72.942 -117.7806
14744.750977 73.133 -119.2183
14745.117188 73.293 -119.4704
14745.483398 73.138 -120.7824
14745.849609 73.415 -121.8830
14746.215820 73.444 -123.5063
14746.582031 73.635 -123.5294
14746.948242 73.598 -125.2879
14747.314453 73.600 -126.4850
14747.680664 73.838 -127.6104
14748.046875 73.647 -128.0298
14748.413086 73.577 -129.2763
14748.779297 73.715 -129.2543
14749.145508 73.548 -130.8043
14749.511719 73.606 -131.4485
14749.877930 73.524 -132.4107
14750.244141 73.558 -134.2353
14750.610352 73.372 -134.0279
14750.976562 73.655 -135.2874
14751.342773 73.423 -135.8800
14751.708984 73.228 -138.3663
14752.075195 73.373 -138.0582
14752.441406 73.579 -139.7905
14752.807617 73.287 -140.0552
14753.173828 73.298 -141.5762
14753.540039 73.141 -142.0857
14753.906250 73.210 -142.9778
14754.272461 73.054 -144.0278
14754.638672 72.721 -145.3551
14755.004883 72.607 -147.1889
14755.371094 72.567 -147.7049
14755.737305 72.420 -147.7267
14756.103516 72.185 -149.5549
14756.469727 72.122 -149.3245
14756.835938 71.911 -148.4208
14757.202148 71.605 -148.3234
14757.568359 71.624 -148.1080
14757.934570 71.318 -148.7023
14758.300781 71.332 -149.9467
14758.666992 71.174 -150.0591
14759.033203 71.304 -149.9631
14759.399414 70.875 -149.3057
14759.765625 71.156 -152.1467
14760.131836 70.780 -151.0497
14760.498047 70.708 -149.1650
14760.864258 70.754 -153.1491
14761.230469 70.600 -153.2774
14761.596680 70.724 -153.0157
14761.962891 70.065 -154.0245
14762.329102 69.899 -155.3477
14762.695312 69.909 -157.5052
14763.061523 69.189 -157.7964
14763.427734 69.330 -158.4517
14763.793945 69.024 -157.8958
14764.160156 68.387 -158.0889
14764.526367 67.948 -159.2626
14764.892578 67.259 -159.1886
14765.258789 66.483 -158.2299
14765.625000 66.365 -154.1500
14765.991211 65.312 -148.5401
14766.357422 65.429 -147.3639
14766.723633 64.450 -140.4400
14767.089844 64.684 -143.7642
14767.456055 64.914 -137.6296
14767.822266 64.659 -132.7174
14768.188477 64.768 -123.3435
14768.554688 65.275 -121.5030
14768.920898 65.122 -119.3046
14769.287109 65.522 -117.9876
14769.653320 66.470 -114.6200
14770.019531 67.149 -110.3232
14770.385742 67.551 -110.4030
14770.751953 67.821 -110.3444
14771.118164 68.496 -107.4265
14771.484375 68.680 -107.3143
14771.850586 69.304 -108.7154
14772.216797 70.143 -112.6312
14772.583008 70.087 -109.8644
14772.949219 70.236 -115.1178
14773.315430 70.583 -113.9582
14773.681641 70.639 -116.8055
14774.047852 71.281 -116.8984
14774.414062 71.082 -118.7681
14774.780273 71.436 -121.2713
14775.146484 71.660 -122.1258
14775.512695 71.926 -124.0190
14775.878906 71.835 -124.9922
14776.245117 71.505 -127.6164
14776.611328 72.243 -127.2470
14776.977539 72.084 -130.1400
14777.343750 72.197 -134.3380
14777.709961 72.167 -135.2601
14778.076172 72.021 -137.6123
14778.442383 72.235 -139.5263
14778.808594 71.993 -141.7949
14779.174805 71.978 -142.8159
14779.541016 71.783 -144.2971
14779.907227 71.356 -147.1574
14780.273438 71.391 -149.3475
14780.639648 71.081 -150.9106
14781.005859 70.942 -153.3379
14781.372070 70.699 -157.5046
14781.738281 70.559 -154.8585
14782.104492 70.049 -160.4087
14782.470703 69.271 -161.1117
14782.836914 68.956 -161.9656
14783.203125 68.567 -164.3631
14783.569336 67.898 -165.7105
14783.935547 67.456 -166.8292
14784.301758 66.861 -163.2932
14784.667969 65.470 -164.7469
14785.034180 64.812 -164.8694
14785.400391 64.416 -163.0856
14785.766602 63.699 -154.1756
14786.132812 62.380 -154.1865
14786.499023 62.231 -153.1508
14786.865234 60.708 -144.3595
14787.231445 61.098 -133.5996
14787.597656 60.818 -126.5326
14787.963867 60.975 -120.4766
14788.330078 60.994 -114.4693
14788.696289 62.037 -110.7470
14789.062500 62.315 -105.1008
14789.428711 62.819 -100.4153
14789.794922 63.787 -100.6685
14790.161133 64.147 -94.2806
14790.527344 64.603 -91.7175
14790.893555 65.009 -96.1556
14791.259766 65.682 -94.1235
14791.625977 66.789 -93.8232
14791.992188 66.958 -91.2274
14792.358398 67.069 -91.3837
14792.724609 67.930 -91.0130
14793.090820 68.292 -93.1288
14793.457031 68.713 -94.4663
14793.823242 68.935 -95.7259
14794.189453 69.195 -95.6455
14794.555664 69.596 -97.6500
14794.921875 69.695 -100.2633
14795.288086 69.742 -100.0475
14795.654297 69.882 -101.2413
14796.020508 70.103 -103.2494
14796.386719 70.060 -102.3551
14796.752930 70.179 -104.6903
14797.119141 70.108 -106.2440
14797.485352 70.272 -106.5006
14797.851562 70.254 -105.3397
14798.217773 70.234 -106.3055
14798.583984 70.172 -107.1490
14798.950195 70.433 -107.9554
14799.316406 70.467 -107.8751
14799.682617 70.443 -107.5503
14800.048828 70.125 -109.8313
14800.415039 70.735 -107.5428
14800.781250 70.834 -109.1076
14801.147461 71.196 -107.0635
14801.513672 71.215 -110.5179
14801.879883 71.046 -109.6580
14802.246094 71.240 -109.6212
14802.612305 71.230 -109.1557
14802.978516 71.479 -109.8566
14803.344727 71.704 -112.1020
14803.710938 71.887 -112.2665
14804.077148 71.889 -113.8505
14804.443359 71.944 -112.0629
14804.809570 71.700 -115.6454
14805.175781 72.037 -118.2969
14805.541992 72.143 -118.2753
14805.908203 72.171 -120.2151
14806.274414 72.001 -121.5956
14806.640625 72.008 -121.6624
14807.006836 72.061 -124.9229
14807.373047 71.919 -124.6322
14807.739258 71.679 -126.5543
14808.105469 71.662 -125.8495
14808.471680 71.513 -128.3935
14808.837891 71.457 -128.8465
14809.204102 71.174 -128.0408
14809.570312 71.039 -129.5236
14809.936523 70.908 -131.2188
14810.302734 70.322 -129.7830
14810.668945 70.380 -130.0469
14811.035156 70.166 -130.6179
14811.401367 70.042 -129.4788
14811.767578 69.750 -127.3658
14812.133789 69.668 -126.4224
14812.500000 69.314 -124.3885
14812.866211 69.419 -125.0695
14813.232422 69.612 -124.6870
14813.598633 69.261 -122.8867
14813.964844 69.830 -120.9071
14814.331055 69.849 -121.2988
14814.697266 69.845 -118.3977
14815.063477 69.846 -116.8280
14815.429688 70.042 -117.2355
14815.795898 70.416 -116.8252
14816.162109 70.815 -116.7110
14816.528320 70.654 -116.4466
14816.894531 70.916 -115.9925
14817.260742 71.293 -114.7173
14817.626953 71.141 -114.1498
14817.993164 71.660 -115.7881
14818.359375 71.946 -115.8551
14818.725586 72.182 -117.7969
14819.091797 72.261 -119.8175
14819.458008 72.336 -121.7187
14819.824219 72.631 -121.2755
14820.190430 72.710 -123.6596
14820.556641 72.986 -125.4077
14820.922852 72.901 -127.7841
14821.289062 72.875 -129.8511
14821.655273 72.776 -132.4826
14822.021484 72.765 -133.9264
14822.387695 72.680 -134.7796
14822.753906 72.526 -136.0702
14823.120117 72.418 -139.5469
14823.486328 72.197 -140.3442
14823.852539 71.909 -140.6716
14824.218750 71.672 -142.5142
14824.584961 71.555 -141.8619
14824.951172 71.402 -144.4131
14825.317383 70.904 -143.4951
14825.683594 70.526 -142.6857
14826.049805 70.422 -141.6873
14826.416016 70.356 -141.3363
14826.782227 70.276 -140.5925
14827.148438 70.105 -139.4784
14827.514648 70.002 -140.2543
14827.880859 69.699 -140.4708
14828.247070 69.909 -138.9119
14828.613281 69.752 -140.0605
14828.979492 69.732 -138.7355
14829.345703 69.486 -139.3147
14829.711914 69.265 -137.8412
14830.078125 69.520 -140.2868
14830.444336 69.442 -142.6338
14830.810547 69.334 -139.2950
14831.176758 69.133 -141.4092
14831.542969 68.971 -141.3089
14831.909180 69.101 -141.9224
14832.275391 68.616 -145.3041
14832.641602 68.828 -143.0721
14833.007812 68.793 -143.0018
14833.374023 68.273 -140.3887
14833.740234 68.121 -144.5495
14834.106445 67.663 -145.8550
14834.472656 67.472 -142.2786
14834.838867 66.909 -142.0358
14835.205078 66.414 -139.1040
14835.571289 66.146 -139.6666
14835.937500 66.082 -137.3147
14836.303711 65.482 -135.8842
14836.669922 65.255 -131.4198
14837.036133 65.228 -131.4831
14837.402344 64.957 -128.1131
14837.768555 65.325 -120.9539
14838.134766 65.427 -118.2101
14838.500977 65.581 -115.8982
14838.867188 65.444 -109.3035
14839.233398 65.539 -108.3594
14839.599609 66.328 -103.3487
14839.965820 65.966 -103.0526
14840.332031 67.139 -99.2960
14840.698242 67.731 -95.1420
14841.064453 68.157 -96.0409
14841.430664 68.662 -94.2059
14841.796875 69.621 -94.0203
14842.163086 69.941 -98.2823
14842.529297 70.444 -97.4969
14842.895508 70.936 -99.5969
14843.261719 71.355 -99.7584
14843.627930 71.957 -104.4522
14843.994141 72.169 -105.9859
14844.360352 72.284 -107.4387
14844.726562 72.684 -110.3755
14845.092773 72.461 -113.6265
14845.458984 72.791 -115.9400
14845.825195 72.660 -119.3835
14846.191406 72.736 -121.2269
14846.557617 72.698 -123.9965
14846.923828 72.591 -126.7410
14847.290039 72.686 -128.5572
14847.656250 72.394 -130.6812
14848.022461 72.134 -132.7065
14848.388672 72.207 -134.4747
14848.754883 71.802 -137.2023
14849.121094 71.572 -136.3712
14849.487305 71.649 -139.5142
14849.853516 71.020 -138.5771
14850.219727 70.667 -140.9896
14850.585938 70.355 -142.3417
14850.952148 70.212 -141.7265
14851.318359 69.679 -143.4460
14851.684570 69.301 -145.2830
14852.050781 69.077 -142.5976
14852.416992 68.543 -140.5328
14852.783203 68.140 -139.7270
14853.149414 67.835 -141.6431
14853.515625 66.895 -137.6869
14853.881836 66.993 -136.9964
14854.248047 66.874 -131.1611
14854.614258 66.713 -125.7315
14854.980469 66.611 -123.5741
14855.346680 66.689 -121.8030
14855.712891 66.444 -114.9826
14856.079102 67.109 -118.8497
14856.445312 67.312 -115.1477
14856.811523 67.176 -112.3298
14857.177734 67.605 -112.7647
14857.543945 68.110 -109.6669
14857.910156 68.097 -108.2488
14858.276367 68.431 -107.5145
14858.642578 68.804 -106.1782
14859.008789 69.282 -107.6743
14859.375000 69.202 -106.9301
14859.741211 69.547 -107.8549
14860.107422 69.714 -103.7161
14860.473633 69.415 -103.7363
14860.839844 70.110 -106.4448
14861.206055 70.239 -106.3936
14861.572266 70.492 -106.7174
14861.938477 70.663 -108.7333
14862.304688 71.188 -107.5941
14862.670898 71.069 -110.0824
14863.037109 71.334 -110.6335
14863.403320 71.630 -110.6621
14863.769531 71.690 -111.5075
14864.135742 71.801 -110.5143
14864.501953 72.139 -113.7977
14864.868164 72.250 -112.1328
14865.234375 72.370 -113.7138
14865.600586 72.329 -114.9723
14865.966797 72.650 -114.6167
14866.333008 72.633 -116.8587
14866.699219 72.926 -118.1665
14867.065430 73.229 -118.4519
14867.431641 73.370 -119.7724
14867.797852 73.487 -120.4659
14868.164062 73.350 -121.6019
14868.530273 73.759 -122.9358
14868.896484 73.692 -126.1770
14869.262695 73.743 -129.0313
14869.628906 73.951 -129.7977
14869.995117 73.820 -132.9772
14870.361328 73.838 -134.8109
14870.727539 73.870 -137.5244
14871.093750 73.877 -139.4128
14871.459961 73.820 -140.7658
14871.826172 73.775 -142.8677
14872.192383 73.533 -147.5904
14872.558594 73.386 -148.5553
14872.924805 73.080 -151.5251
14873.291016 72.646 -154.8484
14873.657227 72.596 -156.6920
14874.023438 72.160 -160.1496
14874.389648 71.812 -163.2444
14874.755859 70.970 -162.6676
14875.122070 70.554 -164.7556
14875.488281 70.397 -166.2211
14875.854492 69.229 -166.7103
14876.220703 68.858 -166.9743
14876.586914 67.650 -169.2614
14876.953125 68.031 -167.1446
14877.319336 66.425 -166.6385
14877.685547 66.002 -161.7851
14878.051758 65.336 -155.9882
14878.417969 64.984 -154.3840
14878.784180 64.574 -148.0440
14879.150391 64.437 -140.5038
14879.516602 64.572 -136.1806
14879.882812 64.825 -130.8305
14880.249023 64.752 -133.6337
14880.615234 65.036 -126.7907
14880.981445 65.508 -125.3218
14881.347656 65.785 -123.9466
14881.713867 65.730 -121.5629
14882.080078 66.825 -118.0402
14882.446289 66.957 -118.4529
14882.812500 66.939 -120.2354
14883.178711 66.961 -121.9372
14883.544922 67.235 -117.6080
14883.911133 67.373 -117.6783
14884.277344 67.664 -119.8794
14884.643555 67.476 -118.6680
14885.009766 67.560 -118.8034
14885.375977 67.839 -117.4018
14885.742188 68.201 -117.7253
14886.108398 68.165 -119.0159
14886.474609 67.881 -118.3439
14886.840820 67.811 -122.9869
14887.207031 67.864 -120.4542
14887.573242 68.003 -121.8951
14887.939453 67.591 -120.6409
14888.305664 67.810 -117.2906
14888.671875 67.353 -116.3180
14889.038086 67.453 -118.2713
14889.404297 67.390 -119.1616
14889.770508 67.847 -115.9888
14890.136719 67.111 -111.9137
14890.502930 67.855 -111.1552
14890.869141 68.201 -108.2616
14891.235352 68.208 -108.6342
14891.601562 68.265 -105.5890
14891.967773 68.648 -104.7471
14892.333984 69.075 -106.3852
14892.700195 69.166 -102.9277
14893.066406 69.558 -105.3599
14893.432617 69.964 -105.2732
14893.798828 70.161 -107.7679
14894.165039 70.082 -108.3671
14894.531250 70.699 -106.8728
14894.897461 70.494 -108.4696
14895.263672 70.908 -109.7832
14895.629883 71.342 -109.3582
14895.996094 71.448 -112.0465
14896.362305 71.546 -113.8736
14896.728516 71.811 -114.8086
14897.094727 72.006 -114.6880
14897.460938 72.054 -118.8128
14897.827148 72.192 -120.5719
14898.193359 72.149 -122.2325
14898.559570 72.176 -122.9165
14898.925781 72.218 -124.8795
14899.291992 72.253 -126.5087
14899.658203 72.269 -127.6559
14900.024414 72.146 -130.2291
14900.390625 72.177 -132.4477
14900.756836 71.836 -133.0351
14901.123047 71.824 -134.4093
14901.489258 71.862 -135.5952
14901.855469 71.547 -138.1780
14902.221680 71.479 -139.6830
14902.587891 71.534 -140.8422
14902.954102 70.918 -142.6115
14903.320312 70.936 -143.0847
14903.686523 70.295 -145.1200
14904.052734 70.325 -146.9495
14904.418945 69.567 -145.7314
14904.785156 69.219 -146.3898
14905.151367 68.779 -144.3102
14905.517578 68.484 -145.9773
14905.883789 68.051 -144.9932
14906.250000 67.054 -140.8704
14906.616211 66.890 -144.3633
14906.982422 66.776 -136.4523
14907.348633 66.491 -136.0464
14907.714844 66.338 -130.6053
14908.081055 66.415 -129.4833
14908.447266 66.843 -125.2438
14908.813477 66.756 -119.8787
14909.179688 67.637 -120.0510
14909.545898 67.306 -118.8633
14909.912109 67.726 -115.8044
14910.278320 68.316 -114.5059
14910.644531 68.575 -116.1672
14911.010742 69.037 -113.8764
14911.376953 68.980 -115.5124
14911.743164 69.168 -115.3057
14912.109375 69.637 -114.9913
14912.475586 70.010 -113.8886
14912.841797 70.029 -115.7052
14913.208008 70.287 -118.0597
14913.574219 70.513 -117.0427
14913.940430 70.605 -119.3614
14914.306641 71.135 -120.2780
14914.672852 71.116 -121.6915
14915.039062 71.200 -122.9796
14915.405273 71.634 -125.9395
14915.771484 71.636 -127.1648
14916.137695 71.778 -129.3710
14916.503906 71.759 -130.9494
14916.870117 71.697 -134.7103
14917.236328 71.718 -136.5427
14917.602539 71.669 -137.0265
14917.968750 71.483 -141.8450
14918.334961 71.058 -142.2812
14918.701172 70.745 -143.1131
14919.067383 70.779 -145.9602
14919.433594 70.649 -148.2923
14919.799805 70.470 -149.9848
14920.166016 70.057 -150.6075
14920.532227 69.850 -152.7565
14920.898438 69.528 -152.4024
14921.264648 68.897 -149.6653
14921.630859 68.631 -150.5250
14921.997070 68.235 -153.3016
14922.363281 67.778 -152.8494
14922.729492 67.693 -153.0226
14923.095703 67.402 -149.7806
14923.461914 66.948 -151.1724
14923.828125 67.146 -146.8012
14924.194336 67.099 -148.7912
14924.560547 66.299 -143.9006
14924.926758 66.218 -144.1960
14925.292969 66.570 -144.2113
14925.659180 66.288 -141.0339
14926.025391 66.120 -139.9386
14926.391602 66.276 -139.6367
14926.757812 66.082 -137.0336
14927.124023 65.972 -134.2861
14927.490234 66.407 -132.7950
14927.856445 66.140 -135.7796
14928.222656 66.867 -132.8952
14928.588867 66.500 -134.1661
14928.955078 66.442 -135.8237
14929.321289 66.845 -136.0818
14929.687500 66.865 -130.9825
14930.053711 66.847 -134.3402
14930.419922 66.771 -137.9198
14930.786133 66.723 -136.4734
14931.152344 66.531 -138.1255
14931.518555 66.573 -140.1958
14931.884766 66.803 -140.1390
14932.250977 65.936 -140.7541
14932.617188 65.937 -138.4445
14932.983398 65.632 -140.1697
14933.349609 65.048 -144.7464
14933.715820 64.535 -148.0212
14934.082031 64.281 -142.5868
14934.448242 63.759 -141.3578
14934.814453 64.072 -143.0097
14935.180664 63.595 -140.0698
14935.546875 63.367 -142.2073
14935.913086 62.592 -138.8512
14936.279297 62.004 -139.8202
14936.645508 60.741 -135.8648
14937.011719 61.263 -132.7415
14937.377930 60.941 -130.0479
14937.744141 60.768 -128.2525
14938.110352 60.143 -118.1626
14938.476562 60.348 -110.7309
14938.842773 60.640 -108.8350
14939.208984 61.402 -107.1574
14939.575195 60.529 -104.6214
14939.941406 61.163 -97.5294
14940.307617 62.242 -92.0532
14940.673828 61.950 -88.3880
14941.040039 61.970 -84.8826
14941.406250 63.058 -84.1223
14941.772461 64.110 -85.5778
14942.138672 63.415 -81.7973
14942.504883 65.004 -79.2168
14942.871094 65.058 -81.3475
14943.237305 64.903 -83.8972
14943.603516 66.073 -79.6361
14943.969727 66.237 -83.3053
14944.335938 66.066 -82.3197
14944.702148 66.329 -84.0938
14945.068359 66.869 -83.9943
14945.434570 66.689 -82.3820
14945.800781 66.874 -83.9883
14946.166992 67.067 -84.2341
14946.533203 66.882 -83.8236
14946.899414 67.275 -87.0064
14947.265625 67.590 -84.4961
14947.631836 67.685 -83.8599
14947.998047 67.968 -84.3599
14948.364258 68.416 -85.8540
14948.730469 68.230 -82.8170
14949.096680 68.284 -84.6742
14949.462891 68.633 -85.9658
14949.829102 68.465 -83.7637
14950.195312 68.807 -86.0104
14950.561523 68.972 -84.9573
14950.927734 68.918 -85.2480
14951.293945 69.457 -87.0116
14951.660156 69.123 -83.7462
14952.026367 70.018 -84.6173
14952.392578 70.009 -86.7521
14952.758789 70.304 -87.2539
14953.125000 70.353 -87.3667
14953.491211 70.271 -87.8145
14953.857422 70.511 -85.6731
14954.223633 70.545 -88.5286
14954.589844 70.952 -89.6909
14954.956055 71.004 -88.9193
14955.322266 71.312 -90.7834
14955.688477 71.107 -90.6831
14956.054688 71.195 -93.6006
14956.420898 71.398 -93.6312
14956.787109 71.656 -95.5611
14957.153320 71.751 -94.7922
14957.519531 71.966 -95.9695
14957.885742 71.894 -97.0440
14958.251953 72.041 -97.5250
14958.618164 72.082 -98.4162
14958.984375 72.092 -101.0120
14959.350586 72.184 -101.1680
14959.716797 72.139 -102.6941
14960.083008 72.177 -102.9852
14960.449219 72.526 -104.6855
14960.815430 72.373 -107.5132
14961.181641 72.200 -109.6347
14961.547852 72.629 -109.2918
14961.914062 72.418 -110.8496
14962.280273 72.286 -110.7929
14962.646484 72.104 -113.6821
14963.012695 72.337 -114.8164
14963.378906 71.940 -114.3035
14963.745117 72.004 -115.2397
14964.111328 71.926 -116.0426
14964.477539 71.668 -116.7529
14964.843750 71.516 -116.9031
14965.209961 71.244 -118.9815
14965.576172 71.378 -119.3451
14965.942383 71.204 -120.2708
14966.308594 71.253 -120.4264
14966.674805 71.245 -120.3442
14967.041016 70.770 -120.8770
14967.407227 71.098 -120.9960
14967.773438 70.823 -122.7752
14968.139648 70.760 -122.7628
14968.505859 70.274 -123.5384
14968.872070 70.245 -121.9011
14969.238281 70.130 -122.6125
14969.604492 69.755 -121.5665
14969.970703 69.943 -121.4931
14970.336914 69.521 -122.1373
14970.703125 69.475 -121.5133
14971.069336 69.336 -121.6470
14971.435547 69.329 -117.7785
14971.801758 69.645 -117.0344
14972.167969 69.343 -116.1162
14972.534180 69.413 -118.5788
14972.900391 69.720 -117.0184
14973.266602 69.405 -115.8316
14973.632812 69.778 -118.9999
14973.999023 69.354 -119.4240
14974.365234 69.858 -120.2355
14974.731445 69.566 -120.4868
14975.097656 69.855 -120.0279
14975.463867 69.445 -123.9142
14975.830078 69.428 -121.6950
14976.196289 69.268 -123.6437
14976.562500 68.887 -123.7244
14976.928711 69.001 -125.4212
14977.294922 68.660 -124.9909
14977.661133 68.300 -123.9505
14978.027344 67.727 -124.0523
14978.393555 67.577 -123.6801
14978.759766 67.351 -121.7532
14979.125977 67.093 -120.6055
14979.492188 66.719 -119.8341
14979.858398 66.526 -113.2835
14980.224609 66.635 -111.1211
14980.590820 66.339 -104.1083
14980.957031 66.150 -107.8359
14981.323242 66.138 -102.0274
14981.689453 66.655 -97.7199
14982.055664 67.214 -100.0324
14982.421875 67.784 -97.0682
14982.788086 67.870 -92.3781
14983.154297 68.627 -93.0531
14983.520508 69.161 -91.0019
14983.886719 69.172 -92.7128
14984.252930 69.553 -92.2789
14984.619141 69.635 -93.1132
14984.985352 70.211 -95.0302
14985.351562 70.617 -96.4357
14985.717773 70.412 -95.7721
14986.083984 70.777 -100.1120
14986.450195 71.131 -98.2353
14986.816406 71.250 -99.1384
14987.182617 71.273 -102.2320
14987.548828 71.619 -101.6899
14987.915039 71.676 -105.2750
14988.281250 71.556 -104.8785
14988.647461 71.861 -108.0448
14989.013672 71.754 -108.7653
14989.379883 71.871 -109.7822
14989.746094 71.728 -114.1035
14990.112305 71.640 -114.6672
14990.478516 71.825 -117.5957
14990.844727 71.583 -118.8505
14991.210938 71.642 -120.2078
14991.577148 71.323 -122.9135
14991.943359 71.147 -123.7922
14992.309570 70.664 -124.5183
14992.675781 70.311 -126.7997
14993.041992 69.856 -126.8599
14993.408203 69.475 -127.7989
14993.774414 69.180 -131.4897
14994.140625 69.197 -126.5997
14994.506836 68.292 -127.5387
14994.873047 67.664 -127.0553
14995.239258 66.894 -127.9540
14995.605469 66.990 -124.6157
14995.971680 66.410 -123.4321
14996.337891 65.855 -116.8535
14996.704102 65.994 -115.8386
14997.070312 65.954 -111.1486
14997.436523 65.769 -107.1649
14997.802734 65.847 -104.7348
14998.168945 66.012 -99.8722
14998.535156 66.201 -98.5878
14998.901367 66.236 -94.9379
14999.267578 66.950 -93.1535
14999.633789 67.165 -91.9641
15000.000000 67.352 -93.1702
15000.366211 67.875 -90.6111
15000.732422 67.951 -88.1248
15001.098633 68.321 -89.1683
15001.464844 68.492 -89.7118
15001.831055 68.863 -87.3308
15002.197266 68.740 -88.4276
15002.563477 69.364 -87.8931
15002.929688 69.283 -86.9935
15003.295898 69.829 -88.3973
15003.662109 69.342 -89.1449
15004.028320 69.880 -89.6686
15004.394531 69.796 -88.2858
15004.760742 70.148 -88.5412
15005.126953 69.830 -88.1910
15005.493164 69.981 -90.1696
15005.859375 70.228 -90.0547
15006.225586 69.918 -88.2098
15006.591797 70.226 -89.4591
15006.958008 70.454 -89.2623
15007.324219 70.638 -88.4594
15007.690430 70.675 -88.4183
15008.056641 70.996 -87.3762
15008.422852 70.909 -87.7098
15008.789062 71.017 -86.7067
15009.155273 71.405 -87.4613
15009.521484 71.433 -88.7195
15009.887695 71.542 -88.3768
15010.253906 71.773 -90.6098
15010.620117 72.071 -90.5538
15010.986328 72.132 -90.9981
15011.352539 72.170 -92.7998
15011.718750 72.233 -91.4234
15012.084961 72.280 -93.2830
15012.451172 72.581 -94.4253
15012.817383 72.484 -95.1268
15013.183594 72.223 -98.0218
15013.549805 72.296 -96.7798
15013.916016 72.294 -97.8871
15014.282227 72.320 -98.5856
15014.648438 72.114 -97.8786
15015.014648 72.180 -98.0285
15015.380859 71.731 -99.9135
15015.747070 72.207 -98.8078
15016.113281 71.923 -98.7714
15016.479492 71.611 -98.6145
15016.845703 71.465 -98.9739
15017.211914 71.518 -97.7520
15017.578125 71.482 -96.3132
15017.944336 71.424 -95.1663
15018.310547 71.470 -95.1249
15018.676758 71.433 -92.7715
15019.042969 71.392 -89.2304
15019.409180 71.591 -91.0298
15019.775391 71.820 -90.4553
15020.141602 71.880 -88.1799
15020.507812 72.156 -87.1473
15020.874023 72.438 -85.1608
15021.240234 72.842 -85.4109
15021.606445 72.905 -86.1601
15021.972656 73.206 -85.1424
15022.338867 73.564 -86.0994
15022.705078 73.522 -86.2731
15023.071289 73.953 -85.2974
15023.437500 74.308 -86.0684
15023.803711 74.526 -87.7296
15024.169922 74.758 -88.4436
15024.536133 75.103 -88.4347
15024.902344 75.114 -88.8862
15025.268555 75.531 -91.4072
15025.634766 75.526 -91.3691
15026.000977 75.812 -92.9413
15026.367188 76.058 -94.5117
15026.733398 76.267 -96.2341
15027.099609 76.304 -97.1229
15027.465820 76.365 -99.3600
15027.832031 76.711 -101.4934
15028.198242 76.799 -102.9670
15028.564453 76.855 -104.2817
15028.930664 76.788 -105.9246
15029.296875 76.752 -107.9887
15029.663086 76.868 -110.1744
15030.029297 76.832 -110.7885
15030.395508 76.783 -112.8428
15030.761719 76.865 -114.7467
15031.127930 76.738 -116.3947
15031.494141 76.662 -117.8826
15031.860352 76.646 -119.6663
15032.226562 76.518 -122.7880
15032.592773 76.424 -122.1673
15032.958984 76.124 -123.5698
15033.325195 75.945 -124.2281
15033.691406 75.970 -125.2458
15034.057617 75.766 -126.2757
15034.423828 75.530 -127.6436
15034.790039 75.541 -128.3266
15035.156250 75.114 -128.7838
15035.522461 75.142 -128.6479
15035.888672 74.712 -130.2736
15036.254883 74.821 -130.1042
15036.621094 74.626 -129.5047
15036.987305 74.511 -130.1487
15037.353516 74.581 -130.5051
15037.719727 74.285 -128.8949
15038.085938 74.336 -130.9332
15038.452148 74.158 -130.6333
15038.818359 74.258 -130.1558
15039.184570 74.218 -130.9231
15039.550781 73.964 -132.2057
15039.916992 74.050 -132.0043
15040.283203 73.786 -131.2834
15040.649414 73.789 -133.2258
15041.015625 73.582 -133.8577
15041.381836 73.473 -133.8316
15041.748047 73.510 -134.6260
15042.114258 73.155 -134.4140
15042.480469 72.703 -135.4700
15042.846680 72.790 -135.5428
15043.212891 72.719 -134.4314
15043.579102 72.388 -134.4954
15043.945312 72.267 -134.2792
15044.311523 72.226 -132.8644
15044.677734 71.793 -133.4363
15045.043945 71.597 -131.2736
15045.410156 71.349 -129.0876
15045.776367 71.460 -125.3247
15046.142578 71.263 -125.5801
15046.508789 70.903 -124.0651
15046.875000 71.278 -120.1878
15047.241211 71.454 -119.1841
15047.607422 71.471 -119.1618
15047.973633 71.831 -118.3528
15048.339844 71.849 -114.3791
15048.706055 72.036 -115.9169
15049.072266 72.337 -114.1651
15049.438477 72.575 -114.8003
15049.804688 72.504 -114.3406
15050.170898 73.099 -113.1074
15050.537109 73.455 -112.7054
