* Generated by rew_pipeline.py (derived directly from its own WAV, phase referenced to its peak (sample 8192))
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
223.754883 -0.421 121.1563
224.121094 -0.410 121.4029
224.487305 -0.399 121.6461
224.853516 -0.388 121.8861
225.219727 -0.377 122.1232
225.585938 -0.365 122.3570
225.952148 -0.353 122.5871
226.318359 -0.341 122.8138
226.684570 -0.329 123.0373
227.050781 -0.317 123.2577
227.416992 -0.305 123.4745
227.783203 -0.292 123.6877
228.149414 -0.280 123.8975
228.515625 -0.268 124.1043
228.881836 -0.256 124.3078
229.248047 -0.243 124.5076
229.614258 -0.231 124.7040
229.980469 -0.219 124.8974
230.346680 -0.207 125.0878
230.712891 -0.195 125.2747
231.079102 -0.183 125.4583
231.445312 -0.171 125.6386
231.811523 -0.160 125.8164
232.177734 -0.149 125.9910
232.543945 -0.138 126.1622
232.910156 -0.127 126.3302
233.276367 -0.116 126.4957
233.642578 -0.106 126.6586
234.008789 -0.096 126.8183
234.375000 -0.087 126.9748
234.741211 -0.077 127.1285
235.107422 -0.069 127.2806
235.473633 -0.061 127.4305
235.839844 -0.053 127.5780
236.206055 -0.046 127.7233
236.572266 -0.039 127.8671
236.938477 -0.033 128.0103
237.304688 -0.028 128.1531
237.670898 -0.023 128.2960
238.037109 -0.019 128.4391
238.403320 -0.015 128.5822
238.769531 -0.012 128.7263
239.135742 -0.010 128.8723
239.501953 -0.008 129.0205
239.868164 -0.006 129.1707
240.234375 -0.005 129.3220
240.600586 -0.003 129.4750
240.966797 -0.003 129.6304
241.333008 -0.002 129.7884
241.699219 -0.001 129.9484
242.065430 -0.001 130.1095
242.431641 -0.001 130.2723
242.797852 -0.001 130.4368
243.164062 -0.000 130.6030
243.530273 -0.000 130.7707
243.896484 -0.000 130.9393
244.262695 -0.000 131.1090
244.628906 -0.000 131.2799
244.995117 -0.000 131.4518
245.361328 -0.000 131.6247
245.727539 -0.000 131.7982
246.093750 -0.000 131.9726
246.459961 -0.000 132.1477
246.826172 -0.000 132.3235
247.192383 -0.000 132.4998
247.558594 0.000 132.6768
247.924805 0.000 132.8544
248.291016 0.000 133.0324
248.657227 0.000 133.2110
249.023438 0.000 133.3900
249.389648 0.000 133.5695
249.755859 0.000 133.7494
250.122070 0.000 133.9297
250.488281 0.000 134.1103
250.854492 0.000 134.2914
251.220703 0.000 134.4728
251.586914 0.000 134.6545
251.953125 0.000 134.8365
252.319336 -0.000 135.0189
252.685547 -0.000 135.2015
253.051758 -0.000 135.3845
253.417969 0.000 135.5677
253.784180 0.000 135.7512
254.150391 0.000 135.9349
254.516602 0.000 136.1189
254.882812 0.000 136.3031
255.249023 0.000 136.4875
255.615234 0.000 136.6721
255.981445 -0.000 136.8570
256.347656 0.000 137.0421
256.713867 0.000 137.2273
257.080078 0.000 137.4128
257.446289 0.000 137.5984
257.812500 0.000 137.7842
258.178711 0.000 137.9702
258.544922 0.000 138.1563
258.911133 -0.000 138.3426
259.277344 0.000 138.5291
259.643555 0.000 138.7157
260.009766 0.000 138.9024
260.375977 0.000 139.0893
260.742188 0.000 139.2763
261.108398 -0.000 139.4635
261.474609 0.000 139.6508
261.840820 0.000 139.8382
262.207031 0.000 140.0258
262.573242 0.000 140.2134
262.939453 0.000 140.4012
263.305664 0.000 140.5890
263.671875 0.000 140.7770
264.038086 0.000 140.9651
264.404297 0.000 141.1533
264.770508 0.000 141.3415
265.136719 0.000 141.5299
265.502930 0.000 141.7184
265.869141 0.000 141.9069
266.235352 0.000 142.0955
266.601562 0.000 142.2842
266.967773 0.000 142.4730
267.333984 0.000 142.6619
267.700195 -0.000 142.8508
268.066406 0.000 143.0398
268.432617 0.000 143.2289
268.798828 0.000 143.4180
269.165039 0.000 143.6072
269.531250 0.000 143.7965
269.897461 0.000 143.9858
270.263672 0.000 144.1752
270.629883 0.000 144.3646
270.996094 0.000 144.5541
271.362305 0.000 144.7436
271.728516 0.000 144.9332
272.094727 0.000 145.1229
272.460938 0.000 145.3125
272.827148 0.000 145.5023
273.193359 0.000 145.6920
273.559570 -0.000 145.8818
273.925781 0.000 146.0716
274.291992 0.000 146.2615
274.658203 0.000 146.4514
275.024414 0.000 146.6414
275.390625 0.000 146.8313
275.756836 0.000 147.0213
276.123047 0.000 147.2113
276.489258 0.000 147.4014
276.855469 0.000 147.5915
277.221680 0.000 147.7815
277.587891 0.000 147.9717
277.954102 0.000 148.1618
278.320312 0.000 148.3520
278.686523 0.000 148.5421
279.052734 0.000 148.7323
279.418945 0.000 148.9225
279.785156 0.000 149.1127
280.151367 0.000 149.3029
280.517578 0.000 149.4931
280.883789 0.000 149.6834
281.250000 0.000 149.8736
281.616211 0.000 150.0639
281.982422 0.000 150.2541
282.348633 0.000 150.4443
282.714844 0.000 150.6346
283.081055 0.000 150.8249
283.447266 0.000 151.0151
283.813477 0.000 151.2053
284.179688 0.000 151.3956
284.545898 0.000 151.5858
284.912109 0.000 151.7760
285.278320 0.000 151.9663
285.644531 0.000 152.1565
286.010742 0.000 152.3467
286.376953 0.000 152.5369
286.743164 0.000 152.7271
287.109375 0.000 152.9173
287.475586 -0.000 153.1074
287.841797 -0.000 153.2976
288.208008 0.000 153.4877
288.574219 0.000 153.6778
288.940430 0.000 153.8679
289.306641 0.000 154.0579
289.672852 0.000 154.2480
290.039062 0.000 154.4380
290.405273 -0.000 154.6280
290.771484 0.000 154.8180
291.137695 0.000 155.0080
291.503906 0.000 155.1979
291.870117 -0.000 155.3878
292.236328 0.000 155.5777
292.602539 0.000 155.7675
292.968750 0.000 155.9573
293.334961 0.000 156.1471
293.701172 0.000 156.3369
294.067383 0.000 156.5266
294.433594 0.000 156.7163
294.799805 0.000 156.9060
295.166016 0.000 157.0956
295.532227 0.000 157.2852
295.898438 0.000 157.4747
296.264648 0.000 157.6642
296.630859 0.000 157.8537
296.997070 0.000 158.0431
297.363281 0.000 158.2325
297.729492 0.000 158.4219
298.095703 0.000 158.6112
298.461914 0.000 158.8004
298.828125 0.000 158.9896
299.194336 0.000 159.1788
299.560547 -0.000 159.3679
299.926758 0.000 159.5570
300.292969 0.000 159.7461
300.659180 0.000 159.9350
301.025391 0.000 160.1240
301.391602 0.000 160.3129
301.757812 0.000 160.5017
302.124023 0.000 160.6905
302.490234 0.000 160.8792
302.856445 0.000 161.0679
303.222656 0.000 161.2565
303.588867 0.000 161.4451
303.955078 0.000 161.6336
304.321289 0.000 161.8221
304.687500 0.000 162.0105
305.053711 -0.000 162.1988
305.419922 0.000 162.3871
305.786133 0.000 162.5753
306.152344 0.000 162.7635
306.518555 -0.000 162.9516
306.884766 0.000 163.1397
307.250977 0.000 163.3276
307.617188 0.000 163.5155
307.983398 0.000 163.7034
308.349609 0.000 163.8912
308.715820 0.000 164.0789
309.082031 0.000 164.2666
309.448242 0.000 164.4542
309.814453 0.000 164.6417
310.180664 0.000 164.8292
310.546875 0.000 165.0165
310.913086 0.000 165.2039
311.279297 0.000 165.3911
311.645508 0.000 165.5783
312.011719 0.000 165.7654
312.377930 0.000 165.9525
312.744141 0.000 166.1394
313.110352 0.000 166.3263
313.476562 0.000 166.5131
313.842773 0.000 166.6999
314.208984 0.000 166.8865
314.575195 0.000 167.0731
314.941406 0.000 167.2596
315.307617 0.000 167.4461
315.673828 0.000 167.6324
316.040039 0.000 167.8187
316.406250 0.000 168.0049
316.772461 0.000 168.1910
317.138672 0.000 168.3771
317.504883 0.000 168.5630
317.871094 0.000 168.7489
318.237305 0.000 168.9347
318.603516 0.000 169.1204
318.969727 0.000 169.3060
319.335938 0.000 169.4916
319.702148 0.000 169.6770
320.068359 0.000 169.8624
320.434570 0.000 170.0477
320.800781 0.000 170.2329
321.166992 0.000 170.4180
321.533203 0.000 170.6030
321.899414 0.000 170.7880
322.265625 0.000 170.9728
322.631836 -0.000 171.1576
322.998047 0.000 171.3423
323.364258 0.000 171.5269
323.730469 0.000 171.7113
324.096680 0.000 171.8957
324.462891 0.000 172.0800
324.829102 0.000 172.2643
325.195312 0.000 172.4484
325.561523 0.000 172.6324
325.927734 0.000 172.8163
326.293945 0.000 173.0001
326.660156 0.000 173.1839
327.026367 0.000 173.3676
327.392578 0.000 173.5511
327.758789 0.000 173.7345
328.125000 0.000 173.9179
328.491211 0.000 174.1011
328.857422 0.000 174.2843
329.223633 0.000 174.4673
329.589844 0.000 174.6503
329.956055 0.000 174.8332
330.322266 0.000 175.0159
330.688477 0.000 175.1986
331.054688 0.000 175.3811
331.420898 0.000 175.5636
331.787109 0.000 175.7459
332.153320 0.000 175.9282
332.519531 0.000 176.1103
332.885742 0.000 176.2923
333.251953 0.000 176.4743
333.618164 0.000 176.6561
333.984375 0.000 176.8378
334.350586 0.000 177.0194
334.716797 0.000 177.2009
335.083008 0.000 177.3823
335.449219 0.000 177.5636
335.815430 0.000 177.7448
336.181641 0.000 177.9259
336.547852 0.000 178.1068
336.914062 0.000 178.2877
337.280273 0.000 178.4684
337.646484 0.000 178.6491
338.012695 0.000 178.8296
338.378906 0.000 179.0100
338.745117 0.000 179.1903
339.111328 0.000 179.3705
339.477539 0.000 179.5506
339.843750 0.000 179.7305
340.209961 0.000 179.9104
